i, epoch, loss, l2_err, h1_err
  0     1 -9.54741e+00 9.17148e-01 1.03184e+00
  1     2 -1.83669e+01 8.84408e-01 1.05655e+00
  2     3 -2.57394e+01 8.50938e-01 1.07334e+00
  3     4 -3.21415e+01 8.16005e-01 1.07507e+00
  4     5 -3.79456e+01 7.79222e-01 1.06391e+00
  5     6 -4.37534e+01 7.41014e-01 1.04301e+00
  6     7 -5.02025e+01 7.01185e-01 1.01295e+00
  7     9 -5.41120e+01 6.19475e-01 9.37097e-01
  8    11 -6.22757e+01 5.38810e-01 8.52683e-01
  9    13 -6.65638e+01 4.62181e-01 7.72587e-01
 10    16 -6.88441e+01 3.58047e-01 6.59128e-01
 11    20 -6.96513e+01 2.38364e-01 5.35149e-01
 12    24 -7.14039e+01 1.47593e-01 4.29496e-01
 13    29 -7.21715e+01 1.14488e-01 3.71379e-01
 14    35 -7.05181e+01 1.26582e-01 3.43419e-01
 15    42 -7.20796e+01 1.05779e-01 2.56451e-01
 16    51 -7.19047e+01 6.51138e-02 2.16109e-01
 17    62 -7.54983e+01 3.01542e-02 1.56655e-01
 18    75 -7.49552e+01 1.72504e-02 1.49751e-01
 19    91 -7.22724e+01 1.52394e-02 1.38304e-01
 20   109 -7.57507e+01 1.07724e-02 1.38160e-01
 21   132 -6.93083e+01 1.11901e-02 1.44053e-01
 22   159 -7.21246e+01 1.12192e-02 1.39099e-01
 23   193 -7.42969e+01 1.21418e-02 1.53079e-01
 24   232 -7.49355e+01 1.15289e-02 1.40744e-01
 25   281 -7.31734e+01 1.32490e-02 1.67184e-01
 26   339 -7.61883e+01 1.27915e-02 1.55971e-01
 27   409 -7.30668e+01 1.27288e-02 1.52991e-01
 28   494 -6.97897e+01 8.93334e-03 1.08303e-01
 29   596 -7.50323e+01 8.28721e-03 1.05708e-01
 30   719 -7.65786e+01 6.12436e-03 8.07067e-02
 31   868 -7.04170e+01 6.17237e-03 7.91974e-02
 32  1048 -7.29504e+01 5.03309e-03 6.82686e-02
 33  1264 -7.34116e+01 3.39609e-03 5.38630e-02
 34  1526 -7.03890e+01 1.91090e-03 4.39498e-02
 35  1842 -7.27077e+01 1.69599e-03 4.26834e-02
 36  2222 -7.01648e+01 1.28024e-03 4.07319e-02
 37  2682 -7.30579e+01 1.15042e-03 3.99453e-02
 38  3237 -6.99955e+01 1.11043e-03 3.97264e-02
 39  3906 -7.59657e+01 1.10442e-03 3.97140e-02
 40  4714 -7.49628e+01 1.10001e-03 3.96992e-02
 41  5689 -7.40932e+01 1.09452e-03 3.96830e-02
 42  6866 -7.67081e+01 1.09004e-03 3.96794e-02
 43  8286 -7.47442e+01 1.08577e-03 3.96632e-02
 44 10000 -7.57201e+01 1.07856e-03 3.96232e-02
