i, epoch, loss, l2_err, h1_err
  0     1 -9.68712e+00 9.17617e-01 1.01611e+00
  1     2 -1.86391e+01 8.82989e-01 1.02628e+00
  2     3 -2.54440e+01 8.47309e-01 1.03248e+00
  3     4 -3.13170e+01 8.09943e-01 1.02874e+00
  4     5 -3.72993e+01 7.70815e-01 1.01536e+00
  5     6 -4.49355e+01 7.29759e-01 9.89770e-01
  6     7 -4.82211e+01 6.87217e-01 9.54974e-01
  7     9 -5.54623e+01 6.01055e-01 8.75692e-01
  8    11 -6.29937e+01 5.17786e-01 7.94885e-01
  9    13 -6.90504e+01 4.39664e-01 7.20153e-01
 10    16 -6.63800e+01 3.33466e-01 6.17575e-01
 11    20 -6.81125e+01 2.12135e-01 4.84310e-01
 12    24 -7.33644e+01 1.27624e-01 3.85557e-01
 13    29 -7.21852e+01 1.10825e-01 3.49986e-01
 14    35 -7.56687e+01 1.26812e-01 3.08319e-01
 15    42 -6.76805e+01 1.05616e-01 2.28369e-01
 16    51 -7.37710e+01 5.76066e-02 1.94802e-01
 17    62 -7.28027e+01 2.10217e-02 1.46412e-01
 18    75 -7.12239e+01 1.91527e-02 1.25316e-01
 19    91 -7.28305e+01 1.54187e-02 1.29053e-01
 20   109 -7.49443e+01 1.16040e-02 1.27024e-01
 21   132 -7.83828e+01 9.42426e-03 1.24011e-01
 22   159 -7.42839e+01 1.30745e-02 1.32606e-01
 23   193 -7.12396e+01 1.15683e-02 1.28837e-01
 24   232 -7.18062e+01 1.07826e-02 1.30585e-01
 25   281 -7.46613e+01 1.30390e-02 1.36163e-01
 26   339 -7.75608e+01 1.29148e-02 1.34397e-01
 27   409 -7.35640e+01 1.22678e-02 1.31739e-01
 28   494 -7.17836e+01 1.20089e-02 1.29361e-01
 29   596 -7.24929e+01 1.24880e-02 1.37699e-01
 30   719 -7.33363e+01 7.70078e-03 9.56136e-02
 31   868 -7.68114e+01 1.02896e-02 1.15750e-01
 32  1048 -7.22934e+01 5.84785e-03 7.12786e-02
 33  1264 -7.11215e+01 4.31960e-03 6.21139e-02
 34  1526 -7.21500e+01 2.96401e-03 5.07631e-02
 35  1842 -7.27192e+01 2.32757e-03 4.79094e-02
 36  2222 -7.30687e+01 1.70789e-03 4.48727e-02
 37  2682 -6.97862e+01 1.38760e-03 4.41308e-02
 38  3237 -7.44796e+01 1.32548e-03 4.39301e-02
 39  3906 -7.28200e+01 1.31376e-03 4.38780e-02
 40  4714 -7.60318e+01 1.30862e-03 4.38553e-02
 41  5689 -7.48539e+01 1.30356e-03 4.38309e-02
 42  6866 -7.57290e+01 1.30046e-03 4.38302e-02
 43  8286 -7.54451e+01 1.29516e-03 4.38069e-02
 44 10000 -7.45230e+01 1.29185e-03 4.37945e-02
