i, epoch, loss, l2_err, h1_err
  0     1 -9.67048e+00 9.16131e-01 1.02730e+00
  1     2 -1.84970e+01 8.81811e-01 1.04345e+00
  2     3 -2.52902e+01 8.47955e-01 1.05337e+00
  3     4 -3.09964e+01 8.13552e-01 1.05346e+00
  4     5 -3.72067e+01 7.77901e-01 1.04476e+00
  5     6 -4.46621e+01 7.40306e-01 1.02607e+00
  6     7 -4.76627e+01 7.00976e-01 9.99108e-01
  7     9 -5.51387e+01 6.20230e-01 9.26798e-01
  8    11 -6.19575e+01 5.39970e-01 8.43471e-01
  9    13 -6.91947e+01 4.63376e-01 7.60478e-01
 10    16 -6.72477e+01 3.60459e-01 6.57538e-01
 11    20 -6.88896e+01 2.42794e-01 5.31733e-01
 12    24 -7.34601e+01 1.54466e-01 4.23358e-01
 13    29 -7.22180e+01 1.13909e-01 3.72308e-01
 14    35 -7.53155e+01 1.20609e-01 3.31040e-01
 15    42 -6.89360e+01 1.03488e-01 2.43832e-01
 16    51 -7.39051e+01 6.51076e-02 2.10763e-01
 17    62 -7.22855e+01 3.02660e-02 1.65873e-01
 18    75 -7.20435e+01 1.71909e-02 1.54073e-01
 19    91 -7.28683e+01 1.76677e-02 1.42793e-01
 20   109 -7.48879e+01 1.03919e-02 1.34985e-01
 21   132 -7.81500e+01 1.07564e-02 1.43441e-01
 22   159 -7.44363e+01 1.26034e-02 1.45211e-01
 23   193 -7.03874e+01 1.15751e-02 1.40831e-01
 24   232 -7.13136e+01 1.14084e-02 1.46265e-01
 25   281 -7.48987e+01 1.28097e-02 1.53046e-01
 26   339 -7.71104e+01 1.24977e-02 1.53687e-01
 27   409 -7.37191e+01 1.24523e-02 1.49718e-01
 28   494 -7.19990e+01 1.24267e-02 1.49152e-01
 29   596 -7.18488e+01 1.19388e-02 1.47089e-01
 30   719 -7.43990e+01 8.08686e-03 1.09289e-01
 31   868 -7.69610e+01 1.01960e-02 1.24019e-01
 32  1048 -7.21642e+01 5.64028e-03 7.74787e-02
 33  1264 -7.10336e+01 4.19251e-03 6.31153e-02
 34  1526 -7.21922e+01 2.92853e-03 5.00681e-02
 35  1842 -7.32237e+01 2.22453e-03 4.47311e-02
 36  2222 -7.29361e+01 1.55788e-03 4.12370e-02
 37  2682 -6.90735e+01 1.23035e-03 4.02151e-02
 38  3237 -7.38314e+01 1.14829e-03 3.98371e-02
 39  3906 -7.41609e+01 1.13379e-03 3.97832e-02
 40  4714 -7.56999e+01 1.12883e-03 3.97630e-02
 41  5689 -7.54144e+01 1.12344e-03 3.97330e-02
 42  6866 -7.56237e+01 1.11945e-03 3.97289e-02
 43  8286 -7.49938e+01 1.11378e-03 3.97019e-02
 44 10000 -7.39249e+01 1.10976e-03 3.96904e-02
