i, epoch, loss, l2_err, h1_err
  0     1 -9.80338e+00 9.18960e-01 9.99794e-01
  1     2 -1.84335e+01 8.83554e-01 1.00591e+00
  2     3 -2.56083e+01 8.46067e-01 1.00965e+00
  3     4 -3.12299e+01 8.05542e-01 1.00374e+00
  4     5 -3.75014e+01 7.62200e-01 9.85029e-01
  5     6 -4.51031e+01 7.16999e-01 9.53223e-01
  6     7 -4.77640e+01 6.70716e-01 9.14041e-01
  7     9 -5.56395e+01 5.78741e-01 8.31538e-01
  8    11 -6.31410e+01 4.90947e-01 7.50859e-01
  9    13 -6.92252e+01 4.08994e-01 6.76145e-01
 10    16 -6.74223e+01 2.97893e-01 5.77269e-01
 11    20 -6.81477e+01 1.73714e-01 4.45200e-01
 12    24 -7.31212e+01 1.04259e-01 3.58677e-01
 13    29 -7.19005e+01 1.14193e-01 3.38882e-01
 14    35 -7.57347e+01 1.28614e-01 2.90775e-01
 15    42 -6.88203e+01 9.72887e-02 2.27722e-01
 16    51 -7.34804e+01 4.56432e-02 1.75601e-01
 17    62 -7.20342e+01 1.84152e-02 1.25802e-01
 18    75 -7.19931e+01 1.86552e-02 1.08370e-01
 19    91 -7.26991e+01 1.26745e-02 9.70456e-02
 20   109 -7.48019e+01 1.08167e-02 1.04088e-01
 21   132 -7.86801e+01 8.71712e-03 9.97098e-02
 22   159 -7.42647e+01 1.15799e-02 1.06019e-01
 23   193 -7.10573e+01 1.14666e-02 1.15243e-01
 24   232 -7.17355e+01 1.10324e-02 1.16107e-01
 25   281 -7.43613e+01 1.17755e-02 1.11868e-01
 26   339 -7.75999e+01 1.30056e-02 1.18415e-01
 27   409 -7.38473e+01 1.23174e-02 1.14896e-01
 28   494 -7.14726e+01 1.13268e-02 1.13119e-01
 29   596 -7.20973e+01 1.24836e-02 1.25653e-01
 30   719 -7.37450e+01 7.78428e-03 8.55015e-02
 31   868 -7.71535e+01 1.03638e-02 1.05811e-01
 32  1048 -7.24254e+01 9.58421e-03 9.71751e-02
 33  1264 -7.12779e+01 6.29157e-03 7.01076e-02
 34  1526 -7.22805e+01 3.96151e-03 5.91044e-02
 35  1842 -7.27750e+01 2.98729e-03 5.33049e-02
 36  2222 -7.19731e+01 2.11682e-03 5.07014e-02
 37  2682 -6.88763e+01 1.82340e-03 4.95966e-02
 38  3237 -7.41916e+01 1.75183e-03 4.93970e-02
 39  3906 -7.30140e+01 1.73302e-03 4.93112e-02
 40  4714 -7.57296e+01 1.72789e-03 4.92905e-02
 41  5689 -7.47921e+01 1.72307e-03 4.92726e-02
 42  6866 -7.52242e+01 1.72055e-03 4.92681e-02
 43  8286 -7.56300e+01 1.71580e-03 4.92491e-02
 44 10000 -7.40767e+01 1.71352e-03 4.92382e-02
