i, epoch, loss, l2_err, h1_err
  0     1 -9.46858e+00 9.18270e-01 1.01686e+00
  1     2 -1.86365e+01 8.84983e-01 1.03160e+00
  2     3 -2.66445e+01 8.50139e-01 1.04101e+00
  3     4 -3.25512e+01 8.13363e-01 1.03699e+00
  4     5 -3.84054e+01 7.74446e-01 1.02251e+00
  5     6 -4.59713e+01 7.33594e-01 9.95918e-01
  6     7 -4.80357e+01 6.91137e-01 9.59971e-01
  7     9 -5.62084e+01 6.05336e-01 8.77863e-01
  8    11 -6.08297e+01 5.22639e-01 7.95950e-01
  9    13 -6.74272e+01 4.45535e-01 7.19928e-01
 10    16 -7.01303e+01 3.39380e-01 6.23788e-01
 11    20 -7.28516e+01 2.12959e-01 4.79066e-01
 12    24 -6.85869e+01 1.20532e-01 3.79367e-01
 13    29 -7.08573e+01 1.04676e-01 3.49452e-01
 14    35 -7.21407e+01 1.29479e-01 3.16586e-01
 15    42 -7.49175e+01 1.09617e-01 2.34746e-01
 16    51 -7.10992e+01 5.90544e-02 1.94837e-01
 17    62 -7.17305e+01 2.30601e-02 1.47872e-01
 18    75 -7.13400e+01 2.12100e-02 1.34824e-01
 19    91 -7.32190e+01 1.24260e-02 1.25470e-01
 20   109 -7.20875e+01 1.10526e-02 1.21210e-01
 21   132 -7.68686e+01 1.34849e-02 1.39087e-01
 22   159 -7.16118e+01 1.34893e-02 1.41653e-01
 23   193 -7.25631e+01 1.10009e-02 1.28576e-01
 24   232 -7.50609e+01 1.15829e-02 1.38906e-01
 25   281 -7.06908e+01 1.26435e-02 1.34271e-01
 26   339 -7.34557e+01 1.32420e-02 1.51410e-01
 27   409 -7.16360e+01 9.46810e-03 1.04835e-01
 28   494 -7.29455e+01 8.42024e-03 1.03662e-01
 29   596 -7.17570e+01 6.23116e-03 7.72501e-02
 30   719 -7.54233e+01 6.29852e-03 7.98247e-02
 31   868 -7.15561e+01 4.23378e-03 6.14812e-02
 32  1048 -7.49934e+01 4.34013e-03 6.44952e-02
 33  1264 -7.33585e+01 3.84864e-03 5.61147e-02
 34  1526 -6.86095e+01 2.78791e-03 5.13561e-02
 35  1842 -7.03013e+01 1.86865e-03 4.64890e-02
 36  2222 -7.16244e+01 1.51967e-03 4.45476e-02
 37  2682 -7.28249e+01 1.38553e-03 4.41659e-02
 38  3237 -7.28984e+01 1.33661e-03 4.39514e-02
 39  3906 -7.31507e+01 1.32877e-03 4.39282e-02
 40  4714 -7.61411e+01 1.32459e-03 4.39176e-02
 41  5689 -7.08662e+01 1.31981e-03 4.39101e-02
 42  6866 -7.12714e+01 1.31401e-03 4.38910e-02
 43  8286 -7.31108e+01 1.30881e-03 4.38728e-02
 44 10000 -6.97729e+01 1.30266e-03 4.38404e-02
