i, epoch, loss, l2_err, h1_err
  0     1 -9.41190e+00 8.64500e-01 8.76592e-01
  1     2 -1.85147e+01 8.00501e-01 8.28314e-01
  2     3 -2.62645e+01 7.39500e-01 7.88616e-01
  3     4 -3.20543e+01 6.81756e-01 7.55875e-01
  4     5 -3.81910e+01 6.27104e-01 7.29687e-01
  5     6 -4.39001e+01 5.75555e-01 7.09375e-01
  6     7 -4.74944e+01 5.27210e-01 6.94749e-01
  7     9 -5.58714e+01 4.42915e-01 6.79564e-01
  8    11 -6.21870e+01 3.76886e-01 6.74706e-01
  9    13 -6.45697e+01 3.29915e-01 6.68645e-01
 10    16 -6.76773e+01 2.89551e-01 6.41814e-01
 11    20 -7.01692e+01 2.58296e-01 5.52168e-01
 12    24 -7.12063e+01 2.21772e-01 4.20277e-01
 13    29 -7.02512e+01 1.69665e-01 3.07710e-01
 14    35 -7.42879e+01 1.26119e-01 3.08835e-01
 15    42 -7.25676e+01 9.37955e-02 2.72989e-01
 16    51 -7.46336e+01 6.33048e-02 2.17007e-01
 17    62 -7.42028e+01 5.69197e-02 2.04064e-01
 18    75 -7.58039e+01 5.79536e-02 1.90984e-01
 19    91 -7.35291e+01 4.67391e-02 1.82279e-01
 20   109 -7.52882e+01 4.35792e-02 1.80094e-01
 21   132 -7.17914e+01 4.40764e-02 1.80063e-01
 22   159 -7.40057e+01 4.40600e-02 1.80245e-01
 23   193 -7.36463e+01 4.35657e-02 1.80136e-01
 24   232 -7.05227e+01 4.43013e-02 1.80425e-01
 25   281 -7.36428e+01 4.66285e-02 1.80875e-01
 26   339 -7.47837e+01 4.32549e-02 1.80034e-01
 27   409 -7.13235e+01 4.47718e-02 1.80387e-01
 28   494 -7.00347e+01 4.30808e-02 1.79984e-01
 29   596 -7.42788e+01 4.41772e-02 1.80328e-01
 30   719 -7.41022e+01 4.31317e-02 1.80071e-01
 31   868 -7.22302e+01 4.42759e-02 1.80266e-01
 32  1048 -7.27224e+01 4.32216e-02 1.80021e-01
 33  1264 -7.33471e+01 4.31361e-02 1.80093e-01
 34  1526 -7.40812e+01 4.36383e-02 1.80084e-01
 35  1842 -7.32890e+01 4.37925e-02 1.80099e-01
 36  2222 -7.21805e+01 4.36576e-02 1.80075e-01
 37  2682 -7.62477e+01 4.37001e-02 1.80080e-01
 38  3237 -7.32855e+01 4.36801e-02 1.80077e-01
 39  3906 -7.51776e+01 4.36887e-02 1.80080e-01
 40  4714 -7.30763e+01 4.36931e-02 1.80079e-01
 41  5689 -6.98455e+01 4.36836e-02 1.80076e-01
 42  6866 -7.19512e+01 4.36834e-02 1.80078e-01
 43  8286 -7.34257e+01 4.36726e-02 1.80074e-01
 44 10000 -7.26545e+01 4.36832e-02 1.80080e-01
