i, epoch, loss, l2_err, h1_err
  0     1 -9.54633e+00 9.10984e-01 9.42036e-01
  1     2 -1.81629e+01 8.60466e-01 9.24503e-01
  2     3 -2.63534e+01 8.08041e-01 8.97689e-01
  3     4 -3.40507e+01 7.54619e-01 8.62367e-01
  4     5 -3.87050e+01 7.00774e-01 8.24520e-01
  5     6 -4.35023e+01 6.47247e-01 7.87506e-01
  6     7 -4.80786e+01 5.94908e-01 7.52716e-01
  7     9 -5.65467e+01 4.94574e-01 6.86495e-01
  8    11 -6.28128e+01 4.00742e-01 6.21556e-01
  9    13 -6.89433e+01 3.15121e-01 5.63529e-01
 10    16 -6.97968e+01 2.08027e-01 4.97058e-01
 11    20 -6.90464e+01 1.19848e-01 4.23812e-01
 12    24 -7.08345e+01 1.08194e-01 3.47723e-01
 13    29 -7.17762e+01 1.25626e-01 3.05357e-01
 14    35 -7.19995e+01 1.17933e-01 2.71019e-01
 15    42 -7.11860e+01 7.88983e-02 2.25281e-01
 16    51 -7.20418e+01 3.66859e-02 1.52623e-01
 17    62 -7.08915e+01 2.92757e-02 1.25628e-01
 18    75 -7.39281e+01 2.38679e-02 1.06586e-01
 19    91 -7.53379e+01 1.05779e-02 9.23649e-02
 20   109 -7.42999e+01 1.18246e-02 9.84460e-02
 21   132 -7.59973e+01 1.26748e-02 9.56502e-02
 22   159 -7.14459e+01 1.08107e-02 9.24059e-02
 23   193 -7.26044e+01 1.08411e-02 9.42650e-02
 24   232 -7.40506e+01 1.23468e-02 9.44902e-02
 25   281 -7.63050e+01 1.07838e-02 9.06115e-02
 26   339 -7.49650e+01 1.15653e-02 9.07422e-02
 27   409 -7.56274e+01 1.16658e-02 9.25885e-02
 28   494 -7.38220e+01 1.08223e-02 9.87877e-02
 29   596 -7.22466e+01 1.10195e-02 9.66923e-02
 30   719 -7.28775e+01 8.04901e-03 8.78119e-02
 31   868 -7.27162e+01 7.59647e-03 8.62506e-02
 32  1048 -7.54493e+01 9.01229e-03 8.71560e-02
 33  1264 -7.50676e+01 8.52513e-03 8.59405e-02
 34  1526 -7.30578e+01 7.96542e-03 8.56127e-02
 35  1842 -7.31342e+01 7.49334e-03 8.43143e-02
 36  2222 -7.23453e+01 7.81826e-03 8.45279e-02
 37  2682 -7.28018e+01 7.50199e-03 8.42845e-02
 38  3237 -7.08974e+01 7.50701e-03 8.42676e-02
 39  3906 -7.74510e+01 7.49186e-03 8.42403e-02
 40  4714 -7.65507e+01 7.49392e-03 8.42433e-02
 41  5689 -7.20787e+01 7.49300e-03 8.42393e-02
 42  6866 -7.27598e+01 7.49568e-03 8.42404e-02
 43  8286 -7.33167e+01 7.49413e-03 8.42375e-02
 44 10000 -7.24809e+01 7.49152e-03 8.42350e-02
