i, epoch, loss, l2_err, h1_err
  0     1 -7.11448e+01 9.33145e-01 9.36491e-01
  1     2 -1.39619e+02 8.99888e-01 9.05014e-01
  2     3 -2.05494e+02 8.66760e-01 8.73756e-01
  3     4 -2.69136e+02 8.33814e-01 8.42769e-01
  4     5 -3.26450e+02 8.01121e-01 8.12113e-01
  5     6 -3.90572e+02 7.68609e-01 7.81749e-01
  6     7 -4.41663e+02 7.36361e-01 7.51750e-01
  7     9 -5.43898e+02 6.72781e-01 6.93014e-01
  8    11 -6.42614e+02 6.10729e-01 6.36330e-01
  9    13 -7.16306e+02 5.50619e-01 5.82138e-01
 10    16 -8.26825e+02 4.64894e-01 5.06317e-01
 11    20 -9.24859e+02 3.60639e-01 4.17404e-01
 12    24 -1.00592e+03 2.70061e-01 3.44812e-01
 13    29 -1.03621e+03 1.79443e-01 2.79340e-01
 14    35 -1.09670e+03 1.07139e-01 2.34784e-01
 15    42 -1.12514e+03 7.08696e-02 2.15461e-01
 16    51 -1.12530e+03 6.33685e-02 2.13636e-01
 17    62 -1.15426e+03 5.81265e-02 2.17151e-01
 18    75 -1.11851e+03 4.63093e-02 2.14485e-01
 19    91 -1.12153e+03 3.44965e-02 2.08275e-01
 20   109 -1.13346e+03 3.14357e-02 2.05984e-01
 21   132 -1.13604e+03 3.24024e-02 2.06417e-01
 22   159 -1.13410e+03 3.25436e-02 2.06580e-01
 23   193 -1.13932e+03 3.25303e-02 2.06579e-01
 24   232 -1.12076e+03 3.27090e-02 2.06636e-01
 25   281 -1.13606e+03 3.24063e-02 2.06832e-01
 26   339 -1.12582e+03 3.24545e-02 2.06207e-01
 27   409 -1.13229e+03 3.24863e-02 2.06875e-01
 28   494 -1.13599e+03 3.25750e-02 2.06784e-01
 29   596 -1.11456e+03 3.27231e-02 2.06935e-01
 30   719 -1.15184e+03 3.27192e-02 2.06734e-01
 31   868 -1.13188e+03 3.26362e-02 2.06563e-01
 32  1048 -1.14172e+03 3.25667e-02 2.06420e-01
 33  1264 -1.11541e+03 3.25460e-02 2.06386e-01
 34  1526 -1.10635e+03 3.26110e-02 2.06629e-01
 35  1842 -1.13024e+03 3.25548e-02 2.06544e-01
 36  2222 -1.12467e+03 3.25247e-02 2.06537e-01
 37  2682 -1.15071e+03 3.25297e-02 2.06520e-01
 38  3237 -1.12338e+03 3.25318e-02 2.06523e-01
 39  3906 -1.11978e+03 3.25295e-02 2.06524e-01
 40  4714 -1.11292e+03 3.25295e-02 2.06523e-01
 41  5689 -1.15160e+03 3.25298e-02 2.06524e-01
 42  6866 -1.11853e+03 3.25293e-02 2.06525e-01
 43  8286 -1.10336e+03 3.25308e-02 2.06528e-01
 44 10000 -1.12570e+03 3.25315e-02 2.06528e-01
