i, epoch, loss, l2_err, h1_err
  0     1 -7.26365e+01 9.39846e-01 9.46612e-01
  1     2 -1.43867e+02 9.10696e-01 9.23556e-01
  2     3 -2.08536e+02 8.81495e-01 9.02427e-01
  3     4 -2.73359e+02 8.52451e-01 8.82810e-01
  4     5 -3.30798e+02 8.23517e-01 8.64270e-01
  5     6 -3.93202e+02 7.94749e-01 8.46101e-01
  6     7 -4.44259e+02 7.66208e-01 8.28053e-01
  7     9 -5.48673e+02 7.08439e-01 7.89678e-01
  8    11 -6.41971e+02 6.50433e-01 7.48862e-01
  9    13 -7.37334e+02 5.93056e-01 7.06333e-01
 10    16 -8.27771e+02 5.09348e-01 6.41538e-01
 11    20 -9.42304e+02 4.04762e-01 5.56979e-01
 12    24 -1.00981e+03 3.11227e-01 4.78660e-01
 13    29 -1.05405e+03 2.12164e-01 3.90679e-01
 14    35 -1.09414e+03 1.20211e-01 2.98319e-01
 15    42 -1.10702e+03 5.07189e-02 2.11885e-01
 16    51 -1.11576e+03 4.45599e-02 1.91514e-01
 17    62 -1.13312e+03 5.48732e-02 2.00185e-01
 18    75 -1.12791e+03 3.90285e-02 1.85123e-01
 19    91 -1.13682e+03 2.22080e-02 1.73614e-01
 20   109 -1.13012e+03 1.92081e-02 1.72714e-01
 21   132 -1.10087e+03 1.92274e-02 1.70488e-01
 22   159 -1.12225e+03 1.96569e-02 1.71421e-01
 23   193 -1.11825e+03 1.87795e-02 1.69729e-01
 24   232 -1.13478e+03 1.97592e-02 1.71851e-01
 25   281 -1.14492e+03 1.89566e-02 1.70365e-01
 26   339 -1.12383e+03 1.95950e-02 1.70881e-01
 27   409 -1.13193e+03 1.97094e-02 1.71773e-01
 28   494 -1.13298e+03 1.95023e-02 1.71154e-01
 29   596 -1.11686e+03 1.91785e-02 1.70330e-01
 30   719 -1.13841e+03 2.00234e-02 1.72169e-01
 31   868 -1.13435e+03 2.04369e-02 1.73134e-01
 32  1048 -1.11738e+03 1.92629e-02 1.70816e-01
 33  1264 -1.11798e+03 1.96028e-02 1.71516e-01
 34  1526 -1.12441e+03 2.01641e-02 1.72492e-01
 35  1842 -1.13158e+03 1.97234e-02 1.71695e-01
 36  2222 -1.10681e+03 1.97507e-02 1.71725e-01
 37  2682 -1.14210e+03 1.95938e-02 1.71417e-01
 38  3237 -1.11938e+03 1.96025e-02 1.71443e-01
 39  3906 -1.14246e+03 1.96047e-02 1.71446e-01
 40  4714 -1.11901e+03 1.96083e-02 1.71454e-01
 41  5689 -1.13622e+03 1.96063e-02 1.71451e-01
 42  6866 -1.13010e+03 1.96015e-02 1.71444e-01
 43  8286 -1.14185e+03 1.96147e-02 1.71472e-01
 44 10000 -1.13890e+03 1.96058e-02 1.71456e-01
