i, epoch, loss, l2_err, h1_err
  0     1 -7.33594e+01 9.93359e-01 1.03672e+00
  1     2 -1.42313e+02 9.90144e-01 1.08230e+00
  2     3 -2.09883e+02 9.85058e-01 1.13569e+00
  3     4 -2.75264e+02 9.77608e-01 1.18959e+00
  4     5 -3.35609e+02 9.67397e-01 1.23909e+00
  5     6 -3.92124e+02 9.54938e-01 1.28202e+00
  6     7 -4.48583e+02 9.40156e-01 1.31644e+00
  7     9 -5.53684e+02 9.04596e-01 1.35893e+00
  8    11 -6.40312e+02 8.61963e-01 1.36930e+00
  9    13 -7.19537e+02 8.14889e-01 1.35568e+00
 10    16 -8.26437e+02 7.40290e-01 1.30463e+00
 11    20 -9.24470e+02 6.38299e-01 1.20208e+00
 12    24 -9.97589e+02 5.37332e-01 1.07766e+00
 13    29 -1.06906e+03 4.18377e-01 9.08530e-01
 14    35 -1.10636e+03 2.91531e-01 6.98761e-01
 15    42 -1.10495e+03 1.69611e-01 4.74660e-01
 16    51 -1.13030e+03 6.77923e-02 2.90006e-01
 17    62 -1.12136e+03 3.59611e-02 2.17795e-01
 18    75 -1.14621e+03 2.54294e-02 1.65540e-01
 19    91 -1.14190e+03 1.34457e-02 1.40892e-01
 20   109 -1.14585e+03 7.26603e-03 1.35672e-01
 21   132 -1.14410e+03 7.85350e-03 1.37004e-01
 22   159 -1.14021e+03 7.22344e-03 1.35689e-01
 23   193 -1.13284e+03 8.03207e-03 1.36786e-01
 24   232 -1.12934e+03 7.59324e-03 1.36305e-01
 25   281 -1.11793e+03 7.51911e-03 1.35905e-01
 26   339 -1.14116e+03 8.17122e-03 1.37898e-01
 27   409 -1.10919e+03 7.94376e-03 1.37329e-01
 28   494 -1.13470e+03 7.68791e-03 1.36262e-01
 29   596 -1.12184e+03 7.91812e-03 1.38302e-01
 30   719 -1.14861e+03 7.94341e-03 1.38186e-01
 31   868 -1.12660e+03 7.08249e-03 1.35334e-01
 32  1048 -1.13435e+03 7.66333e-03 1.36809e-01
 33  1264 -1.13066e+03 7.61586e-03 1.36457e-01
 34  1526 -1.12802e+03 7.46587e-03 1.36076e-01
 35  1842 -1.14128e+03 7.51441e-03 1.36226e-01
 36  2222 -1.11678e+03 7.51632e-03 1.36215e-01
 37  2682 -1.11076e+03 7.51274e-03 1.36255e-01
 38  3237 -1.13361e+03 7.50834e-03 1.36242e-01
 39  3906 -1.12505e+03 7.50832e-03 1.36239e-01
 40  4714 -1.14078e+03 7.50839e-03 1.36240e-01
 41  5689 -1.12653e+03 7.50832e-03 1.36241e-01
 42  6866 -1.12356e+03 7.50784e-03 1.36239e-01
 43  8286 -1.10925e+03 7.50829e-03 1.36238e-01
 44 10000 -1.14148e+03 7.50856e-03 1.36240e-01
