i, epoch, loss, l2_err, h1_err
  0     1 -7.36659e+01 9.93394e-01 1.03608e+00
  1     2 -1.42770e+02 9.90023e-01 1.08016e+00
  2     3 -2.10747e+02 9.85514e-01 1.13331e+00
  3     4 -2.73752e+02 9.79228e-01 1.18863e+00
  4     5 -3.30650e+02 9.70191e-01 1.24007e+00
  5     6 -3.91478e+02 9.58600e-01 1.28442e+00
  6     7 -4.44388e+02 9.44425e-01 1.31987e+00
  7     9 -5.49560e+02 9.09476e-01 1.36424e+00
  8    11 -6.44197e+02 8.67725e-01 1.37677e+00
  9    13 -7.17212e+02 8.21386e-01 1.36471e+00
 10    16 -8.13841e+02 7.47288e-01 1.31691e+00
 11    20 -9.31901e+02 6.45499e-01 1.21928e+00
 12    24 -1.01270e+03 5.45427e-01 1.09839e+00
 13    29 -1.05834e+03 4.26610e-01 9.26143e-01
 14    35 -1.11760e+03 2.97427e-01 7.10999e-01
 15    42 -1.11323e+03 1.73465e-01 4.84524e-01
 16    51 -1.13379e+03 7.01759e-02 2.95432e-01
 17    62 -1.11407e+03 3.45936e-02 2.16926e-01
 18    75 -1.15745e+03 2.55119e-02 1.67969e-01
 19    91 -1.12565e+03 1.32554e-02 1.42738e-01
 20   109 -1.12412e+03 7.03855e-03 1.35631e-01
 21   132 -1.13744e+03 6.94941e-03 1.35779e-01
 22   159 -1.15553e+03 7.91994e-03 1.37393e-01
 23   193 -1.12585e+03 7.19874e-03 1.35326e-01
 24   232 -1.15168e+03 7.19578e-03 1.35177e-01
 25   281 -1.14071e+03 7.90820e-03 1.36993e-01
 26   339 -1.12623e+03 7.36844e-03 1.36497e-01
 27   409 -1.12529e+03 7.51092e-03 1.35646e-01
 28   494 -1.12628e+03 7.54007e-03 1.36456e-01
 29   596 -1.14573e+03 7.08244e-03 1.35560e-01
 30   719 -1.12844e+03 7.09519e-03 1.36132e-01
 31   868 -1.13543e+03 7.98356e-03 1.38501e-01
 32  1048 -1.12592e+03 7.36585e-03 1.35574e-01
 33  1264 -1.13597e+03 7.67165e-03 1.36511e-01
 34  1526 -1.13351e+03 7.37375e-03 1.35958e-01
 35  1842 -1.12071e+03 7.48324e-03 1.36189e-01
 36  2222 -1.11397e+03 7.45294e-03 1.36155e-01
 37  2682 -1.14217e+03 7.43971e-03 1.36073e-01
 38  3237 -1.14669e+03 7.44816e-03 1.36108e-01
 39  3906 -1.12089e+03 7.44711e-03 1.36105e-01
 40  4714 -1.13436e+03 7.44663e-03 1.36102e-01
 41  5689 -1.12175e+03 7.44968e-03 1.36115e-01
 42  6866 -1.13161e+03 7.45328e-03 1.36128e-01
 43  8286 -1.13611e+03 7.45775e-03 1.36146e-01
 44 10000 -1.12356e+03 7.45633e-03 1.36130e-01
