i, epoch, loss, l2_err, h1_err
  0     1 -7.17272e+01 9.32982e-01 9.36302e-01
  1     2 -1.41350e+02 8.99761e-01 9.04837e-01
  2     3 -2.08817e+02 8.66672e-01 8.73551e-01
  3     4 -2.70283e+02 8.33728e-01 8.42473e-01
  4     5 -3.31212e+02 8.01001e-01 8.11706e-01
  5     6 -3.91323e+02 7.68495e-01 7.81254e-01
  6     7 -4.47765e+02 7.36287e-01 7.51186e-01
  7     9 -5.49155e+02 6.72878e-01 6.92286e-01
  8    11 -6.43180e+02 6.11053e-01 6.35384e-01
  9    13 -7.17570e+02 5.51110e-01 5.80774e-01
 10    16 -8.28061e+02 4.65394e-01 5.03906e-01
 11    20 -9.35787e+02 3.60970e-01 4.13122e-01
 12    24 -1.02198e+03 2.69794e-01 3.37936e-01
 13    29 -1.06936e+03 1.76834e-01 2.67993e-01
 14    35 -1.09436e+03 9.77774e-02 2.20417e-01
 15    42 -1.12945e+03 5.19799e-02 2.07399e-01
 16    51 -1.13617e+03 5.51822e-02 2.22708e-01
 17    62 -1.12042e+03 6.61151e-02 2.34087e-01
 18    75 -1.13902e+03 5.46431e-02 2.17674e-01
 19    91 -1.12434e+03 3.48221e-02 1.98686e-01
 20   109 -1.11851e+03 2.97124e-02 1.94881e-01
 21   132 -1.11965e+03 3.20958e-02 1.97678e-01
 22   159 -1.13016e+03 3.12451e-02 1.96259e-01
 23   193 -1.14164e+03 3.16737e-02 1.97321e-01
 24   232 -1.12656e+03 3.12269e-02 1.96383e-01
 25   281 -1.12184e+03 3.20992e-02 1.97907e-01
 26   339 -1.11101e+03 3.18339e-02 1.97632e-01
 27   409 -1.13430e+03 3.07502e-02 1.95503e-01
 28   494 -1.12930e+03 3.16616e-02 1.97252e-01
 29   596 -1.11743e+03 3.14042e-02 1.96686e-01
 30   719 -1.12842e+03 3.14300e-02 1.96681e-01
 31   868 -1.12834e+03 3.18159e-02 1.97235e-01
 32  1048 -1.13399e+03 3.09971e-02 1.95971e-01
 33  1264 -1.12777e+03 3.12153e-02 1.96345e-01
 34  1526 -1.12527e+03 3.11419e-02 1.96254e-01
 35  1842 -1.13219e+03 3.11456e-02 1.96198e-01
 36  2222 -1.12888e+03 3.13055e-02 1.96482e-01
 37  2682 -1.12924e+03 3.12873e-02 1.96462e-01
 38  3237 -1.12440e+03 3.12609e-02 1.96422e-01
 39  3906 -1.12114e+03 3.12663e-02 1.96431e-01
 40  4714 -1.12445e+03 3.12689e-02 1.96437e-01
 41  5689 -1.12452e+03 3.12720e-02 1.96442e-01
 42  6866 -1.13896e+03 3.12703e-02 1.96439e-01
 43  8286 -1.11871e+03 3.12752e-02 1.96449e-01
 44 10000 -1.11628e+03 3.12697e-02 1.96439e-01
