i, epoch, loss, l2_err, h1_err
  0     1 -7.35482e+01 9.85265e-01 1.01511e+00
  1     2 -1.42713e+02 9.78675e-01 1.04324e+00
  2     3 -2.11254e+02 9.72210e-01 1.08186e+00
  3     4 -2.74383e+02 9.65463e-01 1.12739e+00
  4     5 -3.31821e+02 9.57825e-01 1.17581e+00
  5     6 -3.92985e+02 9.48629e-01 1.22277e+00
  6     7 -4.46533e+02 9.37567e-01 1.26576e+00
  7     9 -5.51774e+02 9.09181e-01 1.33190e+00
  8    11 -6.44954e+02 8.72626e-01 1.36704e+00
  9    13 -7.19151e+02 8.29939e-01 1.37489e+00
 10    16 -8.15200e+02 7.58974e-01 1.34920e+00
 11    20 -9.28705e+02 6.58646e-01 1.26606e+00
 12    24 -1.01076e+03 5.58052e-01 1.14764e+00
 13    29 -1.05783e+03 4.37012e-01 9.69663e-01
 14    35 -1.11603e+03 3.05191e-01 7.48541e-01
 15    42 -1.11070e+03 1.79263e-01 5.33858e-01
 16    51 -1.13197e+03 7.27608e-02 3.69069e-01
 17    62 -1.11522e+03 3.21562e-02 2.57045e-01
 18    75 -1.15905e+03 3.39320e-02 2.03060e-01
 19    91 -1.12698e+03 1.82955e-02 1.73011e-01
 20   109 -1.12647e+03 1.27694e-02 1.71775e-01
 21   132 -1.13629e+03 1.49749e-02 1.76099e-01
 22   159 -1.15764e+03 1.48931e-02 1.75247e-01
 23   193 -1.12258e+03 1.45378e-02 1.72077e-01
 24   232 -1.14928e+03 1.42124e-02 1.71544e-01
 25   281 -1.14022e+03 1.50908e-02 1.74741e-01
 26   339 -1.12785e+03 1.48503e-02 1.74432e-01
 27   409 -1.12494e+03 1.48501e-02 1.74130e-01
 28   494 -1.12279e+03 1.56410e-02 1.77396e-01
 29   596 -1.14273e+03 1.47398e-02 1.73195e-01
 30   719 -1.12788e+03 1.46982e-02 1.74204e-01
 31   868 -1.13236e+03 1.49716e-02 1.74658e-01
 32  1048 -1.12548e+03 1.50412e-02 1.75070e-01
 33  1264 -1.13467e+03 1.50420e-02 1.74895e-01
 34  1526 -1.13532e+03 1.51049e-02 1.75417e-01
 35  1842 -1.12447e+03 1.50647e-02 1.75238e-01
 36  2222 -1.11481e+03 1.50490e-02 1.75240e-01
 37  2682 -1.14302e+03 1.50314e-02 1.75152e-01
 38  3237 -1.14756e+03 1.50306e-02 1.75127e-01
 39  3906 -1.11669e+03 1.50302e-02 1.75123e-01
 40  4714 -1.13296e+03 1.50303e-02 1.75119e-01
 41  5689 -1.12098e+03 1.50320e-02 1.75126e-01
 42  6866 -1.12855e+03 1.50327e-02 1.75123e-01
 43  8286 -1.13662e+03 1.50341e-02 1.75139e-01
 44 10000 -1.12288e+03 1.50298e-02 1.75108e-01
