i, epoch, loss, l2_err, h1_err
  0     1 -7.41025e+01 1.02226e+00 1.09401e+00
  1     2 -1.43007e+02 1.03196e+00 1.17671e+00
  2     3 -2.10345e+02 1.03707e+00 1.26117e+00
  3     4 -2.73293e+02 1.03731e+00 1.33704e+00
  4     5 -3.29622e+02 1.03337e+00 1.40252e+00
  5     6 -3.89898e+02 1.02607e+00 1.45401e+00
  6     7 -4.42428e+02 1.01593e+00 1.49356e+00
  7     9 -5.46567e+02 9.89313e-01 1.54246e+00
  8    11 -6.39790e+02 9.54897e-01 1.56083e+00
  9    13 -7.13809e+02 9.12786e-01 1.55447e+00
 10    16 -8.08551e+02 8.40256e-01 1.50988e+00
 11    20 -9.24254e+02 7.32686e-01 1.39941e+00
 12    24 -1.00549e+03 6.20155e-01 1.24890e+00
 13    29 -1.05592e+03 4.80613e-01 1.03040e+00
 14    35 -1.11475e+03 3.26729e-01 7.70646e-01
 15    42 -1.11323e+03 1.80190e-01 5.22979e-01
 16    51 -1.13427e+03 6.45851e-02 3.15787e-01
 17    62 -1.11423e+03 4.08579e-02 2.13970e-01
 18    75 -1.15786e+03 3.05756e-02 1.58197e-01
 19    91 -1.12712e+03 9.52098e-03 1.28451e-01
 20   109 -1.12611e+03 4.37995e-03 1.25715e-01
 21   132 -1.13723e+03 4.58354e-03 1.26898e-01
 22   159 -1.15598e+03 4.53215e-03 1.27900e-01
 23   193 -1.12470e+03 4.46957e-03 1.27110e-01
 24   232 -1.15022e+03 4.26560e-03 1.26094e-01
 25   281 -1.13989e+03 4.67064e-03 1.25846e-01
 26   339 -1.12807e+03 4.08537e-03 1.24261e-01
 27   409 -1.12432e+03 4.69569e-03 1.27528e-01
 28   494 -1.12459e+03 4.19991e-03 1.24845e-01
 29   596 -1.14245e+03 4.22158e-03 1.24309e-01
 30   719 -1.13229e+03 3.85294e-03 1.22999e-01
 31   868 -1.13386e+03 4.13896e-03 1.24916e-01
 32  1048 -1.12830e+03 3.97577e-03 1.25180e-01
 33  1264 -1.13591e+03 4.13398e-03 1.24623e-01
 34  1526 -1.13803e+03 4.10322e-03 1.24196e-01
 35  1842 -1.12681e+03 4.00505e-03 1.24012e-01
 36  2222 -1.11525e+03 4.01218e-03 1.24048e-01
 37  2682 -1.14330e+03 4.01877e-03 1.24033e-01
 38  3237 -1.14823e+03 4.02670e-03 1.24041e-01
 39  3906 -1.11576e+03 4.02613e-03 1.24037e-01
 40  4714 -1.13471e+03 4.02537e-03 1.24024e-01
 41  5689 -1.11970e+03 4.02635e-03 1.24032e-01
 42  6866 -1.13015e+03 4.02871e-03 1.24048e-01
 43  8286 -1.13645e+03 4.02968e-03 1.24059e-01
 44 10000 -1.12239e+03 4.02910e-03 1.24046e-01
