i, epoch, loss, l2_err, h1_err
  0     1 -6.95907e+01 9.34343e-01 9.37607e-01
  1     2 -1.36269e+02 9.01695e-01 9.06703e-01
  2     3 -2.01556e+02 8.69169e-01 8.75996e-01
  3     4 -2.65328e+02 8.36761e-01 8.45500e-01
  4     5 -3.23618e+02 8.04545e-01 8.15298e-01
  5     6 -3.85313e+02 7.72547e-01 7.85418e-01
  6     7 -4.38839e+02 7.40783e-01 7.55870e-01
  7     9 -5.37646e+02 6.78128e-01 6.97982e-01
  8    11 -6.33645e+02 6.16961e-01 6.42124e-01
  9    13 -7.11408e+02 5.57614e-01 5.88671e-01
 10    16 -8.14632e+02 4.72787e-01 5.13931e-01
 11    20 -9.14050e+02 3.69263e-01 4.26712e-01
 12    24 -9.93797e+02 2.79244e-01 3.56516e-01
 13    29 -1.05672e+03 1.89961e-01 2.95474e-01
 14    35 -1.07966e+03 1.22498e-01 2.58518e-01
 15    42 -1.13119e+03 9.47715e-02 2.46548e-01
 16    51 -1.12046e+03 8.74645e-02 2.45106e-01
 17    62 -1.13349e+03 7.21583e-02 2.42316e-01
 18    75 -1.11128e+03 5.37002e-02 2.35315e-01
 19    91 -1.11947e+03 4.49963e-02 2.27696e-01
 20   109 -1.13621e+03 4.52186e-02 2.25145e-01
 21   132 -1.12513e+03 4.49393e-02 2.25197e-01
 22   159 -1.11757e+03 4.51854e-02 2.25282e-01
 23   193 -1.12701e+03 4.53024e-02 2.25471e-01
 24   232 -1.11858e+03 4.51508e-02 2.25244e-01
 25   281 -1.14188e+03 4.55061e-02 2.25391e-01
 26   339 -1.11935e+03 4.49293e-02 2.25229e-01
 27   409 -1.10646e+03 4.53662e-02 2.25452e-01
 28   494 -1.14041e+03 4.53699e-02 2.25524e-01
 29   596 -1.12159e+03 4.52468e-02 2.25326e-01
 30   719 -1.11262e+03 4.54104e-02 2.25423e-01
 31   868 -1.09341e+03 4.52959e-02 2.25359e-01
 32  1048 -1.10876e+03 4.51629e-02 2.25282e-01
 33  1264 -1.13967e+03 4.51909e-02 2.25297e-01
 34  1526 -1.12398e+03 4.51646e-02 2.25280e-01
 35  1842 -1.13821e+03 4.52908e-02 2.25347e-01
 36  2222 -1.13175e+03 4.52606e-02 2.25350e-01
 37  2682 -1.12887e+03 4.52566e-02 2.25348e-01
 38  3237 -1.11989e+03 4.52560e-02 2.25347e-01
 39  3906 -1.12151e+03 4.52550e-02 2.25347e-01
 40  4714 -1.12696e+03 4.52547e-02 2.25346e-01
 41  5689 -1.12374e+03 4.52546e-02 2.25346e-01
 42  6866 -1.11508e+03 4.52523e-02 2.25345e-01
 43  8286 -1.11767e+03 4.52467e-02 2.25342e-01
 44 10000 -1.12678e+03 4.52508e-02 2.25345e-01
