i, epoch, loss, l2_err, h1_err
  0     1 -1.01380e+01 9.46187e-01 1.33673e+00
  1     2 -1.97015e+01 9.28377e-01 1.45609e+00
  2     3 -2.76372e+01 9.09756e-01 1.56793e+00
  3     4 -3.31464e+01 8.90491e-01 1.64524e+00
  4     5 -3.84822e+01 8.70956e-01 1.68906e+00
  5     6 -4.58642e+01 8.51007e-01 1.70581e+00
  6     7 -4.71974e+01 8.31053e-01 1.70339e+00
  7     9 -5.49549e+01 7.91303e-01 1.66649e+00
  8    11 -5.89148e+01 7.51726e-01 1.60746e+00
  9    13 -6.52143e+01 7.11721e-01 1.52545e+00
 10    16 -6.80206e+01 6.48447e-01 1.38291e+00
 11    20 -7.12228e+01 5.58783e-01 1.20507e+00
 12    24 -6.75265e+01 4.63585e-01 1.05499e+00
 13    29 -7.03790e+01 3.47529e-01 8.83831e-01
 14    35 -7.21020e+01 2.31612e-01 6.72441e-01
 15    42 -7.49322e+01 1.40399e-01 4.67564e-01
 16    51 -7.10923e+01 6.79348e-02 2.28705e-01
 17    62 -7.17384e+01 2.72023e-02 1.89241e-01
 18    75 -7.13335e+01 3.00247e-02 1.42522e-01
 19    91 -7.32146e+01 2.23566e-02 1.28379e-01
 20   109 -7.20773e+01 1.17892e-02 1.31469e-01
 21   132 -7.68680e+01 1.26746e-02 1.34200e-01
 22   159 -7.16088e+01 1.36319e-02 1.38859e-01
 23   193 -7.25585e+01 1.20111e-02 1.33841e-01
 24   232 -7.50497e+01 1.22641e-02 1.39776e-01
 25   281 -7.06802e+01 1.25762e-02 1.41252e-01
 26   339 -7.34545e+01 1.26396e-02 1.41969e-01
 27   409 -7.16320e+01 9.42199e-03 1.03630e-01
 28   494 -7.29437e+01 8.52343e-03 1.02134e-01
 29   596 -7.17530e+01 6.94949e-03 8.03473e-02
 30   719 -7.54181e+01 6.88728e-03 8.02493e-02
 31   868 -7.15560e+01 4.47135e-03 5.41123e-02
 32  1048 -7.49915e+01 4.36248e-03 5.51082e-02
 33  1264 -7.33570e+01 4.09551e-03 4.99713e-02
 34  1526 -6.86083e+01 2.67897e-03 3.76228e-02
 35  1842 -7.03008e+01 1.67397e-03 2.93563e-02
 36  2222 -7.16260e+01 1.19828e-03 2.54544e-02
 37  2682 -7.28248e+01 9.49638e-04 2.44169e-02
 38  3237 -7.28974e+01 8.84229e-04 2.40794e-02
 39  3906 -7.31511e+01 8.68833e-04 2.40292e-02
 40  4714 -7.61393e+01 8.60897e-04 2.40060e-02
 41  5689 -7.08665e+01 8.52007e-04 2.39888e-02
 42  6866 -7.12705e+01 8.43803e-04 2.39775e-02
 43  8286 -7.31111e+01 8.36256e-04 2.39618e-02
 44 10000 -6.97725e+01 8.29103e-04 2.39207e-02
