iteration	loss
0	0.000000e+00
1	-1.037441e+01
2	-1.966921e+01
3	-2.695185e+01
4	-3.303974e+01
5	-3.811633e+01
6	-4.341086e+01
7	-4.959287e+01
8	-5.242612e+01
9	-5.246032e+01
10	-5.679064e+01
11	-6.008264e+01
12	-6.110534e+01
13	-6.411910e+01
14	-6.535094e+01
15	-6.491511e+01
16	-6.629742e+01
17	-7.106635e+01
18	-6.615054e+01
19	-7.052364e+01
20	-6.751807e+01
21	-7.102656e+01
22	-7.085338e+01
23	-6.628984e+01
24	-7.016488e+01
25	-7.078995e+01
26	-7.294548e+01
27	-7.066229e+01
28	-6.663040e+01
29	-7.154978e+01
30	-7.234329e+01
31	-7.243083e+01
32	-7.037642e+01
33	-7.038162e+01
34	-7.176141e+01
35	-7.042081e+01
36	-7.216400e+01
37	-7.099519e+01
38	-7.633283e+01
39	-7.391494e+01
40	-7.427597e+01
41	-7.229588e+01
42	-7.206861e+01
43	-7.312772e+01
44	-7.027746e+01
45	-7.504356e+01
46	-7.271515e+01
47	-7.208275e+01
48	-7.583077e+01
49	-7.423065e+01
50	-7.394148e+01
51	-7.188978e+01
52	-7.203580e+01
53	-7.144271e+01
54	-7.444436e+01
55	-7.258922e+01
56	-7.629348e+01
57	-7.662558e+01
58	-7.210540e+01
59	-7.266372e+01
60	-7.290198e+01
61	-7.614045e+01
62	-7.551024e+01
63	-7.418067e+01
64	-7.535230e+01
65	-7.222848e+01
66	-7.555188e+01
67	-7.770785e+01
68	-7.552728e+01
69	-7.207288e+01
70	-7.193530e+01
71	-7.641072e+01
72	-7.433605e+01
73	-7.186135e+01
74	-7.493888e+01
75	-7.494805e+01
76	-7.544226e+01
77	-7.136666e+01
78	-7.004614e+01
79	-7.131467e+01
80	-7.053900e+01
81	-6.943462e+01
82	-6.991730e+01
83	-7.218333e+01
84	-7.236476e+01
85	-7.440542e+01
86	-7.283195e+01
87	-7.427815e+01
88	-7.300352e+01
89	-7.261304e+01
90	-7.268705e+01
91	-7.226494e+01
92	-7.248164e+01
93	-7.299569e+01
94	-7.474609e+01
95	-6.797676e+01
96	-7.182650e+01
97	-7.632158e+01
98	-7.246867e+01
99	-7.289186e+01
100	-7.625629e+01
101	-7.349733e+01
102	-7.112081e+01
103	-7.284506e+01
104	-7.175906e+01
105	-7.317620e+01
106	-6.951025e+01
107	-7.146647e+01
108	-7.249223e+01
109	-7.573741e+01
110	-7.235428e+01
111	-7.195732e+01
112	-7.586939e+01
113	-7.198081e+01
114	-7.372598e+01
115	-7.530461e+01
116	-7.411837e+01
117	-7.383451e+01
118	-7.292518e+01
119	-7.342049e+01
120	-7.365148e+01
121	-7.188663e+01
122	-7.350961e+01
123	-7.058032e+01
124	-7.137331e+01
125	-7.362903e+01
126	-7.463217e+01
127	-7.730561e+01
128	-7.434206e+01
129	-7.459383e+01
130	-7.345232e+01
131	-7.335423e+01
132	-6.930389e+01
133	-7.460396e+01
134	-7.431083e+01
135	-7.255652e+01
136	-7.263079e+01
137	-6.932763e+01
138	-7.439232e+01
139	-7.539643e+01
140	-7.503513e+01
141	-7.556342e+01
142	-7.176914e+01
143	-7.518423e+01
144	-6.893972e+01
145	-6.705679e+01
146	-7.073713e+01
147	-7.393478e+01
148	-7.419318e+01
149	-7.207226e+01
150	-6.972918e+01
151	-7.344015e+01
152	-7.639045e+01
153	-7.015268e+01
154	-7.342302e+01
155	-7.385616e+01
156	-7.207732e+01
157	-7.785922e+01
158	-7.499536e+01
159	-7.212017e+01
160	-7.061518e+01
161	-7.438652e+01
162	-7.362635e+01
163	-7.277198e+01
164	-7.597167e+01
165	-7.034656e+01
166	-7.193548e+01
167	-7.036070e+01
168	-7.825350e+01
169	-7.485289e+01
170	-7.227878e+01
171	-7.297131e+01
172	-7.198217e+01
173	-7.520140e+01
174	-7.082024e+01
175	-7.442440e+01
176	-7.415779e+01
177	-7.013029e+01
178	-7.337466e+01
179	-7.140130e+01
180	-7.368884e+01
181	-7.663619e+01
182	-7.130397e+01
183	-7.081284e+01
184	-7.314134e+01
185	-7.050797e+01
186	-7.353070e+01
187	-7.431541e+01
188	-7.284190e+01
189	-7.577962e+01
190	-7.093027e+01
191	-7.432207e+01
192	-7.223149e+01
193	-7.428994e+01
194	-7.451885e+01
195	-7.534059e+01
196	-7.117457e+01
197	-7.310999e+01
198	-7.159237e+01
199	-7.639414e+01
200	-7.620436e+01
201	-7.387300e+01
202	-7.504030e+01
203	-7.337002e+01
204	-7.100655e+01
205	-7.084987e+01
206	-7.057051e+01
207	-7.498799e+01
208	-7.709059e+01
209	-7.364984e+01
210	-7.090932e+01
211	-7.464587e+01
212	-7.750321e+01
213	-7.458532e+01
214	-7.630789e+01
215	-7.066573e+01
216	-7.143688e+01
217	-7.395372e+01
218	-7.478375e+01
219	-7.582290e+01
220	-7.452333e+01
221	-7.593949e+01
