iteration	energy	residual_norm
359	-7.335687e+01	1.274707e-04
360	-7.335687e+01	1.506749e-03
361	-7.335687e+01	2.001419e-03
362	-7.335687e+01	6.884796e-05
363	-7.335687e+01	1.359148e-04
364	-7.335687e+01	5.304036e-03
365	-7.335708e+01	3.219836e-01
366	-7.335711e+01	1.601092e-02
367	-7.335711e+01	4.941279e-02
368	-7.335711e+01	2.955286e-03
369	-7.335724e+01	1.022651e+00
370	-7.335724e+01	3.380295e-02
371	-7.335724e+01	1.069809e-02
372	-7.335725e+01	4.311386e-03
373	-7.335725e+01	3.169693e-03
374	-7.335734e+01	9.347093e-03
375	-7.335734e+01	1.611250e-01
376	-7.335734e+01	7.539453e-02
377	-7.335735e+01	7.521135e-04
378	-7.335735e+01	2.101862e-02
379	-7.335735e+01	6.610130e-04
380	-7.335735e+01	5.828313e-03
381	-7.335735e+01	1.551630e-02
382	-7.335735e+01	2.366044e-03
383	-7.335735e+01	8.183766e-04
384	-7.335735e+01	1.006580e-01
385	-7.335736e+01	1.656718e-04
386	-7.335736e+01	2.504437e-04
387	-7.335736e+01	8.749066e-04
388	-7.335736e+01	2.752731e-03
389	-7.335736e+01	9.564330e-02
390	-7.335736e+01	2.222214e-03
391	-7.335736e+01	4.770000e-03
392	-7.335736e+01	1.183563e-03
393	-7.335736e+01	9.638225e-04
394	-7.335736e+01	6.517063e-05
395	-7.335736e+01	5.709054e-03
396	-7.335736e+01	2.552967e-03
397	-7.335736e+01	2.243321e-05
398	-7.335736e+01	7.407141e-05
399	-7.335736e+01	3.052505e-04
400	-7.335736e+01	8.142016e-04
401	-7.335736e+01	1.186247e-04
402	-7.335736e+01	2.942225e-04
403	-7.335736e+01	2.191427e-04
404	-7.335736e+01	1.030426e-03
405	-7.335738e+01	6.519964e-03
406	-7.335738e+01	2.496204e-01
407	-7.335738e+01	7.389701e-02
408	-7.335738e+01	1.494125e-03
409	-7.335738e+01	1.871881e-01
410	-7.335738e+01	1.013272e-02
411	-7.335742e+01	1.541053e-02
412	-7.335742e+01	5.043336e-02
413	-7.335742e+01	3.097865e-04
414	-7.335742e+01	1.223556e-04
415	-7.335742e+01	6.249539e-04
416	-7.335745e+01	2.939410e-01
417	-7.335755e+01	8.312733e-02
418	-7.335755e+01	1.423723e-02
419	-7.335755e+01	1.816336e-02
420	-7.335757e+01	1.518864e-01
421	-7.335757e+01	5.770902e-03
422	-7.335757e+01	5.995997e-03
423	-7.335757e+01	2.532103e-02
424	-7.335757e+01	5.547478e-04
425	-7.335757e+01	1.660733e-03
426	-7.335757e+01	6.873875e-03
427	-7.335757e+01	2.783612e-03
428	-7.335758e+01	1.450706e-03
429	-7.335758e+01	2.536527e-02
430	-7.335758e+01	1.273014e-04
431	-7.335758e+01	2.841136e-04
432	-7.335758e+01	7.646711e-02
433	-7.335758e+01	4.061588e-04
434	-7.335758e+01	2.133714e-03
435	-7.335758e+01	9.730976e-04
436	-7.335758e+01	1.242587e-04
437	-7.335758e+01	4.580660e-04
438	-7.335758e+01	7.916088e-04
439	-7.335758e+01	1.573675e-03
440	-7.335758e+01	3.045273e-02
441	-7.335758e+01	2.213574e-01
442	-7.335782e+01	6.093368e-03
443	-7.335784e+01	1.190348e+00
444	-7.335785e+01	1.948238e-02
445	-7.335785e+01	5.745617e-03
446	-7.335796e+01	2.912301e+00
447	-7.335803e+01	4.246483e-02
448	-7.335804e+01	5.335083e-03
449	-7.335804e+01	3.836983e-02
450	-7.335804e+01	1.146396e-02
451	-7.335804e+01	1.863161e-03
452	-7.335804e+01	3.339965e-02
453	-7.335804e+01	4.844304e-04
454	-7.335804e+01	1.234405e-02
455	-7.335807e+01	1.131911e+00
456	-7.335808e+01	2.701880e-03
457	-7.335808e+01	1.162347e-03
458	-7.335808e+01	7.723762e-03
459	-7.335808e+01	1.952102e-02
460	-7.335814e+01	6.919959e-03
461	-7.335814e+01	7.659789e-03
462	-7.335814e+01	3.090839e-04
463	-7.335814e+01	3.794581e-04
464	-7.335814e+01	6.922560e-04
465	-7.335814e+01	3.278507e-04
466	-7.335814e+01	4.714872e-03
467	-7.335814e+01	8.768655e-04
468	-7.335814e+01	8.656303e-03
469	-7.335814e+01	9.049272e-04
470	-7.335814e+01	8.161834e-04
471	-7.335815e+01	6.214035e-04
472	-7.335815e+01	4.738750e-04
473	-7.335815e+01	2.753842e-04
474	-7.335815e+01	1.903723e-04
475	-7.335815e+01	2.446058e-03
476	-7.335815e+01	6.778546e-04
477	-7.335815e+01	5.828309e-03
478	-7.335815e+01	1.652376e-02
479	-7.335815e+01	8.285672e-05
480	-7.335815e+01	3.030131e-03
481	-7.335815e+01	4.225315e-04
482	-7.335815e+01	1.656960e-02
483	-7.335816e+01	3.602102e-02
484	-7.335816e+01	1.926022e-03
485	-7.335816e+01	1.523233e-04
486	-7.335816e+01	5.715306e-03
487	-7.335816e+01	1.533901e-03
488	-7.335816e+01	2.941276e-04
489	-7.335816e+01	1.040509e-01
490	-7.335816e+01	5.702715e-04
491	-7.335816e+01	1.587937e-02
492	-7.335816e+01	5.601326e-02
493	-7.335816e+01	1.382687e-04
494	-7.335816e+01	1.548144e-04
495	-7.335816e+01	6.988403e-04
496	-7.335816e+01	7.035494e-03
497	-7.335816e+01	1.431644e-03
498	-7.335816e+01	8.962506e-03
499	-7.335816e+01	1.793863e-03
500	-7.335816e+01	3.173807e-02
501	-7.335816e+01	1.037331e-03
502	-7.335816e+01	2.891501e-04
503	-7.335816e+01	8.897172e-02
504	-7.335816e+01	6.838054e-03
505	-7.335817e+01	1.470053e-03
506	-7.335817e+01	4.844594e-03
507	-7.335817e+01	7.378182e-05
508	-7.335817e+01	2.670089e-03
509	-7.335817e+01	4.278378e-04
510	-7.335817e+01	4.651232e-03
511	-7.335817e+01	5.459342e-04
512	-7.335817e+01	1.409002e-03
513	-7.335817e+01	5.344378e-04
514	-7.335817e+01	3.426493e-04
515	-7.335817e+01	3.365797e-04
516	-7.335817e+01	4.621899e-03
517	-7.335817e+01	1.980057e-04
518	-7.335817e+01	4.205672e-04
519	-7.335817e+01	5.850016e-04
520	-7.335817e+01	1.740205e-03
521	-7.335817e+01	4.191153e-05
522	-7.335817e+01	1.892668e-05
523	-7.335817e+01	1.197728e-03
524	-7.335817e+01	5.079944e-04
525	-7.335817e+01	9.323145e-04
526	-7.335817e+01	3.555423e-02
527	-7.335817e+01	9.030179e-05
528	-7.335817e+01	2.327498e-04
529	-7.335817e+01	4.787836e-05
530	-7.335817e+01	1.642637e-04
531	-7.335817e+01	1.316718e-03
532	-7.335817e+01	2.186103e-03
533	-7.335818e+01	1.623326e-03
534	-7.335818e+01	6.521409e-03
535	-7.335818e+01	1.984298e-03
536	-7.335818e+01	7.105762e-04
537	-7.335818e+01	1.958683e-02
538	-7.335818e+01	6.055809e-05
539	-7.335818e+01	7.953460e-05
540	-7.335818e+01	3.707452e-03
541	-7.335818e+01	1.990285e-04
542	-7.335818e+01	2.755768e-04
543	-7.335818e+01	3.932800e-04
544	-7.335818e+01	2.666870e-03
545	-7.335818e+01	7.501367e-05
546	-7.335818e+01	3.780435e-04
547	-7.335821e+01	3.976673e-02
548	-7.335821e+01	1.154954e-01
549	-7.335821e+01	4.088037e-02
550	-7.335822e+01	1.268650e-02
551	-7.335823e+01	4.868884e-02
552	-7.335823e+01	1.244546e-03
553	-7.335823e+01	7.655134e-02
554	-7.335831e+01	1.836968e+00
555	-7.335833e+01	1.661541e-03
556	-7.335833e+01	1.141736e-02
557	-7.335833e+01	2.029664e-03
558	-7.335833e+01	5.235936e-03
559	-7.335833e+01	8.865447e-04
560	-7.335833e+01	4.304222e-03
561	-7.335833e+01	6.429917e-04
562	-7.335833e+01	8.384057e-02
563	-7.335833e+01	1.287225e-02
564	-7.335833e+01	2.692212e-03
565	-7.335834e+01	4.510506e-01
566	-7.335834e+01	1.186413e-04
567	-7.335834e+01	3.154110e-04
568	-7.335834e+01	5.825053e-04
569	-7.335834e+01	4.093268e-05
570	-7.335834e+01	1.150367e-01
571	-7.335834e+01	5.730646e-04
572	-7.335834e+01	3.243845e-03
573	-7.335834e+01	3.197335e-02
574	-7.335834e+01	5.050614e-04
575	-7.335834e+01	6.191340e-04
576	-7.335834e+01	3.533047e-03
577	-7.335834e+01	4.583916e-03
578	-7.335834e+01	5.274629e-03
579	-7.335834e+01	2.546255e-01
580	-7.335842e+01	4.369126e-04
581	-7.335842e+01	1.383351e-02
582	-7.335842e+01	1.164711e-02
583	-7.335842e+01	7.366959e-04
584	-7.335842e+01	1.227413e-02
585	-7.335842e+01	5.484965e-03
586	-7.335843e+01	1.731065e-02
587	-7.335843e+01	1.600064e-02
588	-7.335843e+01	3.321869e-03
589	-7.335843e+01	7.533866e-04
590	-7.335843e+01	2.167418e-04
591	-7.335843e+01	2.642898e-04
592	-7.335843e+01	4.888448e-04
593	-7.335843e+01	2.672977e-04
594	-7.335843e+01	8.872385e-03
595	-7.335843e+01	6.133371e-02
596	-7.335843e+01	5.789830e-04
597	-7.335843e+01	3.825920e-05
598	-7.335843e+01	6.680928e-05
599	-7.335843e+01	2.091466e-04
600	-7.335843e+01	4.812816e-02
601	-7.335843e+01	1.161486e-02
602	-7.335843e+01	2.517664e-04
603	-7.335843e+01	5.254203e-03
604	-7.335843e+01	4.032267e-04
605	-7.335843e+01	6.518498e-04
606	-7.335843e+01	7.758957e-04
607	-7.335843e+01	1.340004e-03
608	-7.335843e+01	3.677460e-03
609	-7.335843e+01	7.854906e-04
610	-7.335843e+01	1.469475e-03
611	-7.335843e+01	3.431159e-03
612	-7.335843e+01	1.903784e-04
613	-7.335843e+01	1.447853e-04
614	-7.335843e+01	3.391596e-03
615	-7.335843e+01	5.143723e-05
616	-7.335843e+01	2.685656e-03
617	-7.335843e+01	3.728013e-02
618	-7.335843e+01	8.799483e-05
619	-7.335843e+01	2.384034e-02
620	-7.335843e+01	2.146178e-03
621	-7.335843e+01	7.819700e-04
622	-7.335843e+01	2.305391e-02
623	-7.335843e+01	1.473381e-03
624	-7.335843e+01	6.233392e-04
625	-7.335843e+01	6.399840e-04
626	-7.335843e+01	1.884224e-03
627	-7.335843e+01	1.037014e-04
628	-7.335843e+01	4.478301e-04
629	-7.335843e+01	3.052526e-04
630	-7.335843e+01	1.185684e-03
631	-7.335843e+01	1.810511e-04
632	-7.335843e+01	4.126991e-05
633	-7.335843e+01	3.619789e-03
634	-7.335843e+01	6.664161e-05
635	-7.335843e+01	5.100048e-04
636	-7.335843e+01	3.391785e-03
637	-7.335843e+01	1.034882e-03
638	-7.335843e+01	1.399906e-02
639	-7.335843e+01	1.215588e-03
640	-7.335843e+01	2.255028e-02
641	-7.335843e+01	8.830899e-03
642	-7.335843e+01	3.212759e-03
643	-7.335844e+01	1.425358e-04
644	-7.335843e+01	7.261033e-03
645	-7.335844e+01	7.911249e-03
646	-7.335844e+01	4.297406e-05
647	-7.335844e+01	1.361888e-05
648	-7.335844e+01	3.008619e-04
649	-7.335844e+01	8.664837e-03
650	-7.335844e+01	2.340456e-03
651	-7.335844e+01	4.912187e-04
652	-7.335844e+01	1.074431e-01
653	-7.335844e+01	4.575355e-04
654	-7.335844e+01	2.562606e-03
655	-7.335844e+01	6.170693e-03
656	-7.335844e+01	8.252450e-05
657	-7.335844e+01	4.316937e-02
658	-7.335844e+01	1.875056e-03
659	-7.335844e+01	1.657655e-03
660	-7.335844e+01	7.856904e-04
661	-7.335844e+01	3.272034e-04
662	-7.335844e+01	8.240178e-05
663	-7.335844e+01	4.356754e-04
664	-7.335844e+01	1.010011e-04
665	-7.335844e+01	4.890232e-05
666	-7.335844e+01	1.921328e-03
667	-7.335844e+01	2.416915e-02
668	-7.335846e+01	8.231766e-01
669	-7.335847e+01	3.167639e-02
670	-7.335847e+01	1.101493e-02
671	-7.335849e+01	2.458932e-01
672	-7.335849e+01	1.217247e-03
673	-7.335849e+01	1.045441e-01
674	-7.335849e+01	1.941951e-01
675	-7.335850e+01	3.903603e-03
676	-7.335850e+01	2.746666e-03
677	-7.335850e+01	1.624068e-03
678	-7.335850e+01	8.559063e-05
679	-7.335850e+01	6.586245e-05
680	-7.335850e+01	1.026083e-04
681	-7.335850e+01	4.974921e-04
682	-7.335850e+01	3.111978e-03
683	-7.335850e+01	3.989486e-03
684	-7.335850e+01	3.539227e-04
685	-7.335850e+01	5.467055e-03
686	-7.335850e+01	1.141882e-03
687	-7.335850e+01	3.895322e-04
688	-7.335850e+01	1.109730e-04
689	-7.335850e+01	3.244121e-04
690	-7.335850e+01	2.689838e-04
691	-7.335850e+01	6.484043e-04
692	-7.335850e+01	2.135378e-03
693	-7.335850e+01	7.247613e-03
694	-7.335850e+01	4.686743e-04
695	-7.335850e+01	1.395252e-03
696	-7.335850e+01	5.430102e-02
697	-7.335851e+01	2.901869e-03
698	-7.335851e+01	2.326127e-03
699	-7.335851e+01	1.246187e-02
700	-7.335851e+01	3.219121e-04
701	-7.335851e+01	5.116960e-03
702	-7.335851e+01	5.924390e-05
703	-7.335851e+01	1.496323e-04
704	-7.335851e+01	4.159481e-03
705	-7.335851e+01	4.887729e-04
706	-7.335851e+01	1.194606e-04
707	-7.335851e+01	2.501696e-04
708	-7.335851e+01	8.439707e-04
709	-7.335851e+01	1.325061e-03
710	-7.335851e+01	7.188672e-04
711	-7.335852e+01	2.536656e-02
712	-7.335852e+01	1.172272e-01
713	-7.335852e+01	4.509954e-02
714	-7.335853e+01	1.293665e-02
715	-7.335854e+01	1.518096e-01
716	-7.335854e+01	7.771387e-03
717	-7.335854e+01	1.302254e-02
718	-7.335854e+01	2.298710e-02
719	-7.335854e+01	1.785144e-04
720	-7.335854e+01	1.812467e-02
721	-7.335854e+01	1.348432e-03
722	-7.335854e+01	3.628581e-03
723	-7.335854e+01	2.059927e-04
724	-7.335854e+01	8.911717e-05
725	-7.335854e+01	1.879970e-03
726	-7.335854e+01	3.752932e-02
727	-7.335855e+01	3.873963e-02
728	-7.335855e+01	1.553166e-03
729	-7.335855e+01	3.880285e-02
730	-7.335855e+01	2.940883e-04
731	-7.335855e+01	4.693688e-04
732	-7.335855e+01	3.991356e-04
733	-7.335855e+01	5.369890e-05
734	-7.335855e+01	7.286439e-03
