iteration	energy	residual_norm	L2-error	H1-error
3880	-7.336341e+01	5.487933e-03	1.709290e-02	1.230835e-01
3890	-7.336341e+01	1.012725e-02	1.708791e-02	1.230823e-01
3900	-7.336341e+01	1.068960e-04	1.716386e-02	1.232476e-01
3910	-7.336341e+01	3.105556e-05	1.717017e-02	1.232452e-01
3920	-7.336341e+01	1.395191e-03	1.714384e-02	1.232181e-01
3930	-7.336341e+01	4.956307e-04	1.713904e-02	1.232054e-01
3940	-7.336341e+01	3.372025e-03	1.716418e-02	1.232002e-01
3950	-7.336341e+01	4.165650e-04	1.715924e-02	1.231877e-01
3960	-7.336342e+01	3.280305e-04	1.708547e-02	1.230667e-01
3970	-7.336342e+01	2.339196e-03	1.707471e-02	1.230174e-01
3980	-7.336342e+01	6.921598e-02	1.699877e-02	1.231045e-01
3990	-7.336342e+01	3.871987e-03	1.709447e-02	1.231803e-01
4000	-7.336342e+01	3.267729e-03	1.727483e-02	1.233177e-01
4010	-7.336342e+01	2.575111e-04	1.723388e-02	1.233099e-01
4020	-7.336342e+01	9.070992e-03	1.728161e-02	1.233413e-01
4030	-7.336342e+01	6.334587e-05	1.721563e-02	1.234229e-01
4040	-7.336342e+01	1.882007e-04	1.721547e-02	1.234230e-01
4050	-7.336342e+01	5.884679e-04	1.723847e-02	1.234581e-01
4060	-7.336342e+01	1.390905e-03	1.723499e-02	1.234596e-01
4070	-7.336342e+01	1.679831e-03	1.724444e-02	1.234668e-01
4080	-7.336342e+01	4.989484e-04	1.721316e-02	1.234544e-01
4090	-7.336342e+01	4.865076e-04	1.726539e-02	1.234715e-01
4100	-7.336342e+01	8.627012e-04	1.717254e-02	1.233084e-01
4110	-7.336343e+01	3.015981e-03	1.698653e-02	1.232606e-01
4120	-7.336343e+01	5.842943e-05	1.723358e-02	1.234064e-01
4130	-7.336343e+01	9.038387e-04	1.722978e-02	1.234074e-01
4140	-7.336343e+01	2.901045e-04	1.724867e-02	1.233422e-01
4150	-7.336343e+01	2.393322e-04	1.719706e-02	1.232512e-01
4160	-7.336343e+01	1.765260e-04	1.711091e-02	1.231944e-01
4170	-7.336343e+01	2.561782e-04	1.715375e-02	1.232113e-01
4180	-7.336343e+01	3.823385e-05	1.713670e-02	1.232007e-01
4190	-7.336345e+01	3.448670e-03	1.718757e-02	1.235378e-01
4200	-7.336345e+01	5.789347e-03	1.722430e-02	1.235582e-01
4210	-7.336345e+01	5.802678e-03	1.721702e-02	1.235522e-01
4220	-7.336345e+01	1.011464e-03	1.719021e-02	1.235445e-01
4230	-7.336345e+01	5.962186e-03	1.719088e-02	1.235435e-01
4240	-7.336345e+01	3.322210e-03	1.716951e-02	1.234744e-01
4250	-7.336345e+01	2.606300e-03	1.715849e-02	1.234722e-01
4260	-7.336345e+01	1.036218e-03	1.716175e-02	1.234978e-01
4270	-7.336345e+01	3.710745e-04	1.721163e-02	1.235979e-01
4280	-7.336345e+01	5.338050e-04	1.711067e-02	1.235033e-01
4290	-7.336346e+01	3.599915e-04	1.715072e-02	1.235178e-01
4300	-7.336346e+01	3.570830e-04	1.729418e-02	1.236147e-01
4310	-7.336347e+01	7.385522e-04	1.717451e-02	1.237460e-01
4320	-7.336347e+01	1.082340e-03	1.724939e-02	1.238521e-01
4330	-7.336348e+01	2.177804e-02	1.731998e-02	1.239700e-01
4340	-7.336348e+01	2.388390e-02	1.732496e-02	1.239795e-01
4350	-7.336350e+01	1.487636e-01	1.814334e-02	1.246457e-01
4360	-7.336355e+01	7.696342e-03	1.777236e-02	1.252025e-01
4370	-7.336365e+01	3.907883e-02	1.673378e-02	1.260079e-01
4380	-7.336368e+01	1.429452e-03	1.782106e-02	1.267629e-01
4390	-7.336368e+01	5.054331e-04	1.780822e-02	1.267455e-01
4400	-7.336368e+01	1.888665e-04	1.780479e-02	1.267492e-01
4410	-7.336371e+01	7.391066e-04	1.756164e-02	1.265398e-01
4420	-7.336371e+01	6.393694e-04	1.746900e-02	1.264563e-01
4430	-7.336371e+01	5.441981e-02	1.747796e-02	1.264249e-01
4440	-7.336371e+01	8.233923e-05	1.739590e-02	1.261964e-01
4450	-7.336371e+01	7.603800e-04	1.788130e-02	1.264343e-01
4460	-7.336372e+01	1.505396e-04	1.767639e-02	1.266201e-01
4470	-7.336372e+01	2.961256e-04	1.770780e-02	1.266472e-01
4480	-7.336372e+01	1.544643e-02	1.767911e-02	1.266385e-01
4490	-7.336373e+01	1.729490e-02	1.809562e-02	1.268718e-01
4500	-7.336374e+01	2.659869e-03	1.775794e-02	1.267840e-01
4510	-7.336375e+01	4.221179e-03	1.770990e-02	1.268272e-01
4520	-7.336379e+01	1.118535e+00	1.700702e-02	1.266294e-01
4530	-7.336382e+01	2.960134e-01	1.741644e-02	1.267976e-01
4540	-7.336382e+01	2.913305e-01	1.745620e-02	1.267886e-01
4550	-7.336382e+01	1.482115e-01	1.732005e-02	1.266394e-01
4560	-7.336383e+01	2.239388e-03	1.741683e-02	1.266277e-01
4570	-7.336383e+01	9.248729e-01	1.734614e-02	1.265732e-01
4580	-7.336385e+01	3.894298e-03	1.735572e-02	1.259063e-01
4590	-7.336386e+01	1.809790e-02	1.738001e-02	1.259187e-01
4600	-7.336387e+01	3.888998e-04	1.754978e-02	1.262506e-01
4610	-7.336387e+01	1.625654e-03	1.733436e-02	1.261958e-01
4620	-7.336387e+01	4.229851e-04	1.741299e-02	1.263140e-01
4630	-7.336388e+01	1.325902e-03	1.740517e-02	1.263103e-01
4640	-7.336388e+01	3.092246e-03	1.742712e-02	1.262750e-01
4650	-7.336388e+01	5.693150e-04	1.734469e-02	1.262075e-01
4660	-7.336388e+01	3.014883e-03	1.733529e-02	1.262015e-01
4670	-7.336388e+01	8.714731e-04	1.753827e-02	1.269494e-01
4680	-7.336389e+01	1.417049e-03	1.767460e-02	1.270359e-01
4690	-7.336389e+01	3.588000e-04	1.777472e-02	1.270873e-01
4700	-7.336390e+01	1.773255e-03	1.747951e-02	1.276329e-01
4710	-7.336390e+01	7.442235e-05	1.761493e-02	1.277243e-01
4720	-7.336390e+01	2.487396e-03	1.759880e-02	1.277392e-01
4730	-7.336390e+01	3.153301e-04	1.759114e-02	1.277507e-01
4740	-7.336391e+01	6.847416e-05	1.758595e-02	1.277443e-01
4750	-7.336390e+01	1.294427e-04	1.759285e-02	1.277537e-01
4760	-7.336391e+01	6.080413e-03	1.759785e-02	1.277640e-01
4770	-7.336391e+01	9.756554e-05	1.761372e-02	1.277739e-01
4780	-7.336390e+01	1.154939e-03	1.762601e-02	1.277850e-01
4790	-7.336390e+01	1.239010e-03	1.759819e-02	1.277637e-01
4800	-7.336390e+01	3.113660e-04	1.758929e-02	1.277596e-01
4810	-7.336391e+01	4.650890e-04	1.759384e-02	1.277617e-01
4820	-7.336394e+01	7.888436e-02	1.793499e-02	1.285363e-01
4830	-7.336397e+01	2.280418e-02	1.826925e-02	1.298117e-01
4840	-7.336409e+01	6.592143e-03	1.804131e-02	1.297820e-01
4850	-7.336409e+01	1.187615e-02	1.772021e-02	1.296568e-01
4860	-7.336409e+01	1.643159e-04	1.775757e-02	1.296856e-01
4870	-7.336409e+01	1.174821e-02	1.773327e-02	1.296657e-01
4880	-7.336409e+01	2.355658e-03	1.782083e-02	1.296883e-01
4890	-7.336410e+01	6.363690e-04	1.771822e-02	1.296324e-01
4900	-7.336413e+01	2.554692e-03	1.758102e-02	1.294869e-01
4910	-7.336413e+01	3.167011e-03	1.761258e-02	1.295217e-01
4920	-7.336413e+01	1.090452e-02	1.756948e-02	1.295672e-01
4930	-7.336413e+01	3.745628e-02	1.766111e-02	1.296020e-01
4940	-7.336414e+01	1.559951e-01	1.820237e-02	1.298898e-01
4950	-7.336414e+01	1.832782e-01	1.801447e-02	1.298191e-01
4960	-7.336415e+01	2.591342e-03	1.785740e-02	1.298996e-01
4970	-7.336416e+01	1.810429e-03	1.789130e-02	1.299101e-01
4980	-7.336415e+01	1.082340e-03	1.783738e-02	1.298479e-01
4990	-7.336416e+01	7.035354e-03	1.785977e-02	1.298787e-01
5000	-7.336416e+01	1.491759e-02	1.768049e-02	1.296963e-01
5010	-7.336417e+01	2.587304e-03	1.765974e-02	1.296865e-01
5020	-7.336416e+01	1.053481e-01	1.766217e-02	1.296443e-01
5030	-7.336415e+01	9.395283e-04	1.764319e-02	1.296161e-01
5040	-7.336416e+01	5.093191e-03	1.766399e-02	1.296300e-01
5050	-7.336416e+01	2.534514e-02	1.753193e-02	1.294701e-01
5060	-7.336417e+01	1.581599e-01	1.747655e-02	1.291987e-01
5070	-7.336422e+01	9.789272e-01	1.777242e-02	1.297695e-01
5080	-7.336425e+01	1.119794e-03	1.755066e-02	1.300361e-01
5090	-7.336424e+01	3.791298e-05	1.762857e-02	1.300650e-01
5100	-7.336424e+01	5.079074e-03	1.764187e-02	1.300806e-01
5110	-7.336425e+01	5.041225e-03	1.762428e-02	1.302976e-01
5120	-7.336425e+01	2.492231e-04	1.763819e-02	1.303115e-01
5130	-7.336425e+01	5.976756e-02	1.767939e-02	1.303360e-01
5140	-7.336425e+01	2.971055e-04	1.766427e-02	1.303812e-01
5150	-7.336425e+01	9.051726e-04	1.766795e-02	1.303847e-01
5160	-7.336425e+01	1.272851e-02	1.767986e-02	1.304347e-01
5170	-7.336425e+01	2.888687e-03	1.765966e-02	1.304222e-01
5180	-7.336426e+01	5.273701e-03	1.771142e-02	1.307746e-01
5190	-7.336425e+01	2.059501e-04	1.770503e-02	1.307987e-01
5200	-7.336426e+01	2.211028e-01	1.793589e-02	1.309117e-01
5210	-7.336426e+01	8.035887e-03	1.778248e-02	1.309217e-01
5220	-7.336426e+01	1.653812e-03	1.777583e-02	1.309104e-01
5230	-7.336426e+01	1.169188e-03	1.782030e-02	1.309288e-01
5240	-7.336429e+01	3.063009e-03	1.772249e-02	1.306387e-01
5250	-7.336428e+01	2.690573e-03	1.772389e-02	1.306423e-01
5260	-7.336428e+01	6.012608e-03	1.778757e-02	1.307535e-01
5270	-7.336429e+01	7.324475e-04	1.788583e-02	1.309720e-01
5280	-7.336430e+01	2.925593e-03	1.747148e-02	1.304611e-01
5290	-7.336430e+01	2.325872e-04	1.771012e-02	1.305224e-01
5300	-7.336430e+01	1.141584e-03	1.768258e-02	1.304944e-01
5310	-7.336431e+01	1.019886e-03	1.766262e-02	1.305176e-01
5320	-7.336436e+01	1.579220e-01	1.706628e-02	1.308360e-01
5330	-7.336437e+01	3.892979e-04	1.772202e-02	1.313064e-01
5340	-7.336438e+01	3.111947e-03	1.777776e-02	1.314374e-01
5350	-7.336440e+01	1.836193e-03	1.772055e-02	1.315131e-01
5360	-7.336439e+01	2.046684e-02	1.774126e-02	1.315347e-01
5370	-7.336441e+01	2.069412e-03	1.806510e-02	1.318694e-01
5380	-7.336441e+01	3.306837e-03	1.771247e-02	1.317598e-01
5390	-7.336443e+01	2.435365e-02	1.785471e-02	1.319018e-01
5400	-7.336445e+01	8.178894e-03	1.798051e-02	1.322689e-01
5410	-7.336446e+01	7.768938e-05	1.783469e-02	1.322494e-01
5420	-7.336446e+01	1.863378e-03	1.779217e-02	1.322306e-01
5430	-7.336446e+01	1.136227e-04	1.774181e-02	1.321645e-01
5440	-7.336447e+01	8.662223e-04	1.770733e-02	1.321215e-01
5450	-7.336459e+01	9.629428e-03	1.808079e-02	1.342650e-01
5460	-7.336458e+01	7.742302e-03	1.844106e-02	1.344113e-01
5470	-7.336460e+01	5.896731e-03	1.824360e-02	1.342616e-01
5480	-7.336459e+01	1.911649e-03	1.825626e-02	1.342778e-01
5490	-7.336460e+01	5.435587e-04	1.824506e-02	1.342559e-01
5500	-7.336459e+01	3.123148e-02	1.815169e-02	1.341718e-01
5510	-7.336461e+01	9.909669e-02	1.799252e-02	1.337881e-01
5520	-7.336468e+01	9.179648e-02	1.690622e-02	1.339587e-01
5530	-7.336473e+01	1.145529e-02	1.803329e-02	1.352709e-01
5540	-7.336474e+01	3.218758e-02	1.796470e-02	1.352941e-01
5550	-7.336473e+01	1.998492e-02	1.799142e-02	1.353130e-01
5560	-7.336474e+01	3.100106e-03	1.817609e-02	1.355312e-01
5570	-7.336474e+01	5.978753e-04	1.824327e-02	1.355703e-01
5580	-7.336475e+01	1.098098e-02	1.824307e-02	1.355850e-01
5590	-7.336473e+01	6.957388e-04	1.821489e-02	1.355784e-01
5600	-7.336474e+01	1.214236e-04	1.829653e-02	1.356741e-01
5610	-7.336474e+01	6.003791e-03	1.829828e-02	1.356774e-01
5620	-7.336475e+01	8.429248e-03	1.832402e-02	1.357041e-01
5630	-7.336475e+01	7.718786e-03	1.847090e-02	1.358126e-01
5640	-7.336476e+01	3.576292e-02	1.856180e-02	1.361108e-01
5650	-7.336479e+01	1.937854e-03	1.841377e-02	1.366627e-01
5660	-7.336479e+01	2.074048e-01	1.821951e-02	1.366412e-01
5670	-7.336480e+01	6.858547e-03	1.846799e-02	1.368548e-01
5680	-7.336480e+01	3.897368e-04	1.856667e-02	1.371641e-01
5690	-7.336480e+01	3.761295e-03	1.853817e-02	1.371920e-01
5700	-7.336482e+01	5.496253e-03	1.841566e-02	1.373858e-01
5710	-7.336483e+01	6.537535e-03	1.837370e-02	1.375202e-01
5720	-7.336483e+01	1.512900e-03	1.842599e-02	1.375629e-01
5730	-7.336483e+01	1.453837e-03	1.851753e-02	1.377181e-01
5740	-7.336483e+01	3.448273e-03	1.860494e-02	1.378034e-01
5750	-7.336485e+01	1.558192e-03	1.904593e-02	1.382224e-01
5760	-7.336485e+01	4.431736e-03	1.852649e-02	1.381378e-01
5770	-7.336485e+01	2.307666e-05	1.853580e-02	1.381423e-01
5780	-7.336486e+01	7.926752e-05	1.852210e-02	1.381286e-01
5790	-7.336486e+01	1.998574e-05	1.853175e-02	1.381415e-01
5800	-7.336485e+01	1.263423e-02	1.852983e-02	1.381491e-01
5810	-7.336485e+01	2.655286e-04	1.850544e-02	1.381417e-01
5820	-7.336486e+01	1.159964e-03	1.852625e-02	1.381879e-01
5830	-7.336485e+01	8.386587e-05	1.852438e-02	1.381878e-01
5840	-7.336486e+01	1.547477e-03	1.853845e-02	1.381881e-01
5850	-7.336485e+01	9.629414e-03	1.854606e-02	1.381923e-01
5860	-7.336486e+01	6.243022e-04	1.849628e-02	1.382069e-01
5870	-7.336491e+01	2.550672e-03	1.868634e-02	1.393032e-01
5880	-7.336490e+01	4.325736e-03	1.871255e-02	1.393609e-01
5890	-7.336491e+01	2.105628e-03	1.865828e-02	1.392656e-01
5900	-7.336490e+01	3.413472e-02	1.863409e-02	1.392214e-01
5910	-7.336492e+01	4.134518e-03	1.864609e-02	1.390534e-01
5920	-7.336492e+01	4.290736e-02	1.849904e-02	1.385153e-01
5930	-7.336492e+01	9.022629e-02	1.823215e-02	1.383792e-01
5940	-7.336492e+01	2.061347e-02	1.822981e-02	1.384314e-01
5950	-7.336492e+01	1.753999e-04	1.844715e-02	1.384954e-01
5960	-7.336492e+01	1.188222e-04	1.843957e-02	1.384925e-01
5970	-7.336493e+01	2.776595e-04	1.844890e-02	1.385017e-01
5980	-7.336493e+01	3.460625e-03	1.842139e-02	1.384741e-01
5990	-7.336495e+01	1.247515e-03	1.843796e-02	1.385661e-01
6000	-7.336498e+01	1.742906e-02	1.848119e-02	1.387450e-01
6010	-7.336498e+01	1.170729e-02	1.854323e-02	1.387734e-01
6020	-7.336497e+01	1.663977e-03	1.874361e-02	1.388283e-01
6030	-7.336499e+01	1.672574e-04	1.852991e-02	1.387336e-01
6040	-7.336499e+01	6.018316e-05	1.851428e-02	1.387160e-01
6050	-7.336498e+01	5.818933e-05	1.851546e-02	1.387183e-01
6060	-7.336499e+01	3.196514e-04	1.854776e-02	1.387472e-01
6070	-7.336499e+01	6.113389e-03	1.855194e-02	1.387983e-01
6080	-7.336500e+01	2.316255e-04	1.856870e-02	1.388671e-01
6090	-7.336500e+01	4.883233e-04	1.853899e-02	1.388421e-01
6100	-7.336500e+01	1.259783e-03	1.858018e-02	1.388509e-01
6110	-7.336499e+01	1.753327e-03	1.840366e-02	1.387710e-01
6120	-7.336500e+01	9.415520e-05	1.856145e-02	1.388252e-01
6130	-7.336499e+01	2.251006e-03	1.861428e-02	1.389052e-01
6140	-7.336499e+01	1.565267e-04	1.865468e-02	1.389878e-01
6150	-7.336500e+01	8.251510e-05	1.864065e-02	1.390190e-01
6160	-7.336499e+01	2.357243e-05	1.865530e-02	1.390306e-01
6170	-7.336500e+01	1.784600e-04	1.865201e-02	1.391056e-01
6180	-7.336499e+01	2.761326e-04	1.864639e-02	1.391015e-01
6190	-7.336500e+01	1.731864e-04	1.867055e-02	1.391210e-01
6200	-7.336500e+01	9.195360e-05	1.867846e-02	1.391259e-01
6210	-7.336499e+01	2.409728e-03	1.861599e-02	1.391065e-01
6220	-7.336500e+01	1.009181e-04	1.855285e-02	1.390976e-01
6230	-7.336499e+01	1.292211e-04	1.863181e-02	1.391377e-01
6240	-7.336500e+01	4.336288e-04	1.861490e-02	1.391225e-01
6250	-7.336500e+01	2.154300e-04	1.859179e-02	1.391248e-01
6260	-7.336499e+01	2.799448e-05	1.859024e-02	1.391254e-01
6270	-7.336499e+01	2.590874e-05	1.857760e-02	1.391458e-01
6280	-7.336500e+01	3.951149e-04	1.856728e-02	1.391506e-01
6290	-7.336500e+01	1.791056e-03	1.868423e-02	1.393231e-01
6300	-7.336500e+01	4.073017e-03	1.871587e-02	1.396032e-01
6310	-7.336500e+01	2.053329e-03	1.871267e-02	1.396101e-01
6320	-7.336501e+01	1.755098e-03	1.869601e-02	1.396045e-01
6330	-7.336501e+01	5.515294e-04	1.872893e-02	1.396718e-01
6340	-7.336501e+01	7.418935e-03	1.873097e-02	1.398010e-01
6350	-7.336501e+01	1.774538e-03	1.882198e-02	1.398820e-01
6360	-7.336503e+01	1.710060e-02	1.859274e-02	1.392724e-01
6370	-7.336502e+01	5.673840e-04	1.857538e-02	1.392593e-01
6380	-7.336503e+01	7.055840e-03	1.853149e-02	1.391846e-01
6390	-7.336502e+01	2.587635e-02	1.856197e-02	1.391989e-01
6400	-7.336502e+01	1.563910e-02	1.885803e-02	1.393589e-01
6410	-7.336504e+01	4.763466e-03	1.880333e-02	1.393542e-01
6420	-7.336504e+01	3.361112e-02	1.861163e-02	1.394622e-01
6430	-7.336503e+01	5.795501e-03	1.859926e-02	1.394647e-01
6440	-7.336503e+01	2.232228e-02	1.856375e-02	1.394351e-01
6450	-7.336503e+01	6.445688e-04	1.858054e-02	1.394560e-01
6460	-7.336504e+01	1.096067e-03	1.858769e-02	1.394741e-01
6470	-7.336504e+01	1.704045e-03	1.862469e-02	1.395899e-01
6480	-7.336504e+01	2.473429e-02	1.864635e-02	1.396437e-01
6490	-7.336505e+01	1.227333e-02	1.851899e-02	1.395327e-01
6500	-7.336504e+01	2.895364e-02	1.860017e-02	1.395616e-01
6510	-7.336505e+01	2.903635e-02	1.859183e-02	1.395053e-01
6520	-7.336505e+01	1.888288e-03	1.857405e-02	1.393702e-01
6530	-7.336505e+01	8.572810e-02	1.854981e-02	1.392766e-01
6540	-7.336506e+01	2.773900e-03	1.854682e-02	1.392876e-01
6550	-7.336506e+01	1.056343e-01	1.866049e-02	1.392070e-01
6560	-7.336506e+01	2.725515e-03	1.849447e-02	1.391251e-01
6570	-7.336507e+01	5.243681e-02	1.912305e-02	1.395578e-01
6580	-7.336509e+01	7.983324e-04	1.851469e-02	1.394873e-01
6590	-7.336509e+01	8.357424e-03	1.827293e-02	1.395303e-01
6600	-7.336510e+01	2.604074e-02	1.861394e-02	1.400124e-01
6610	-7.336510e+01	4.903800e-02	1.865632e-02	1.400367e-01
6620	-7.336510e+01	3.650983e-03	1.863558e-02	1.400366e-01
6630	-7.336511e+01	8.891998e-03	1.860931e-02	1.401061e-01
6640	-7.336513e+01	1.299540e-02	1.843167e-02	1.400721e-01
6650	-7.336517e+01	3.170334e-04	1.857414e-02	1.407814e-01
6660	-7.336519e+01	2.540964e-03	1.867973e-02	1.412348e-01
6670	-7.336520e+01	5.652720e-02	1.873734e-02	1.412571e-01
6680	-7.336519e+01	1.899813e-03	1.878586e-02	1.414198e-01
6690	-7.336520e+01	7.351504e-04	1.875704e-02	1.414015e-01
6700	-7.336520e+01	4.886037e-02	1.873415e-02	1.413986e-01
6710	-7.336520e+01	3.119507e-02	1.868017e-02	1.413850e-01
6720	-7.336521e+01	2.566678e-03	1.870164e-02	1.414000e-01
6730	-7.336520e+01	1.362063e-02	1.869683e-02	1.414036e-01
6740	-7.336521e+01	7.159810e-05	1.869234e-02	1.414159e-01
6750	-7.336520e+01	7.516171e-05	1.868340e-02	1.414053e-01
6760	-7.336521e+01	8.924235e-02	1.851209e-02	1.416892e-01
6770	-7.336521e+01	7.395146e-02	1.872290e-02	1.420092e-01
6780	-7.336522e+01	1.526927e-03	1.870819e-02	1.420142e-01
6790	-7.336522e+01	1.618181e-03	1.875416e-02	1.420460e-01
6800	-7.336522e+01	2.575686e-03	1.877923e-02	1.420673e-01
6810	-7.336520e+01	8.256587e-03	1.876991e-02	1.421228e-01
6820	-7.336521e+01	8.400319e-04	1.877578e-02	1.421322e-01
6830	-7.336521e+01	1.474746e-03	1.885112e-02	1.422467e-01
6840	-7.336521e+01	1.934614e-03	1.884625e-02	1.422373e-01
6850	-7.336521e+01	6.059772e-04	1.885452e-02	1.422384e-01
6860	-7.336521e+01	3.619471e-03	1.884982e-02	1.422355e-01
6870	-7.336522e+01	5.033039e-01	1.883138e-02	1.421985e-01
6880	-7.336522e+01	5.417637e-02	1.875271e-02	1.422529e-01
6890	-7.336522e+01	5.757531e-03	1.880277e-02	1.422792e-01
6900	-7.336523e+01	3.015696e-03	1.864875e-02	1.421845e-01
6910	-7.336523e+01	1.213132e-04	1.880033e-02	1.423482e-01
6920	-7.336523e+01	8.147134e-04	1.880672e-02	1.423583e-01
6930	-7.336523e+01	3.434028e-04	1.880541e-02	1.423994e-01
6940	-7.336523e+01	6.415568e-04	1.880974e-02	1.424048e-01
6950	-7.336523e+01	2.669167e-03	1.885891e-02	1.423985e-01
6960	-7.336528e+01	5.703004e-04	1.885120e-02	1.425515e-01
6970	-7.336527e+01	5.027235e-04	1.885225e-02	1.425530e-01
6980	-7.336527e+01	5.835465e-04	1.882118e-02	1.425470e-01
6990	-7.336527e+01	4.302330e-04	1.879738e-02	1.425448e-01
7000	-7.336528e+01	2.700230e-02	1.879088e-02	1.425538e-01
7010	-7.336527e+01	4.098940e-02	1.866960e-02	1.425790e-01
7020	-7.336527e+01	9.710512e-03	1.886585e-02	1.428806e-01
7030	-7.336527e+01	1.855680e-04	1.886631e-02	1.428918e-01
7040	-7.336529e+01	1.084907e-04	1.877714e-02	1.427080e-01
7050	-7.336527e+01	9.766549e-05	1.879013e-02	1.427220e-01
7060	-7.336528e+01	3.362507e-03	1.930189e-02	1.431042e-01
7070	-7.336530e+01	2.699855e-03	1.897337e-02	1.433192e-01
7080	-7.336530e+01	1.625550e-02	1.897733e-02	1.433172e-01
7090	-7.336529e+01	7.831577e-03	1.894521e-02	1.432166e-01
7100	-7.336531e+01	5.516645e-03	1.893823e-02	1.432129e-01
7110	-7.336531e+01	9.930044e-03	1.895225e-02	1.431922e-01
7120	-7.336530e+01	4.716058e-03	1.890856e-02	1.431688e-01
7130	-7.336530e+01	3.051575e-04	1.893574e-02	1.431661e-01
7140	-7.336531e+01	6.086229e-04	1.891147e-02	1.431635e-01
7150	-7.336532e+01	2.428368e-03	1.890794e-02	1.431504e-01
7160	-7.336531e+01	6.371688e-05	1.896159e-02	1.431742e-01
7170	-7.336531e+01	3.374896e-04	1.891473e-02	1.431491e-01
7180	-7.336531e+01	2.930269e-04	1.890862e-02	1.431483e-01
7190	-7.336531e+01	2.805583e-03	1.890082e-02	1.431787e-01
7200	-7.336531e+01	8.078528e-03	1.887913e-02	1.431464e-01
7210	-7.336532e+01	1.643216e-02	1.892161e-02	1.431972e-01
7220	-7.336530e+01	2.743153e-02	1.887182e-02	1.432043e-01
7230	-7.336531e+01	2.223930e-03	1.891894e-02	1.432652e-01
7240	-7.336532e+01	3.639931e-04	1.889472e-02	1.432566e-01
7250	-7.336531e+01	1.763534e-03	1.897546e-02	1.433446e-01
7260	-7.336533e+01	8.285502e-04	1.894126e-02	1.433682e-01
7270	-7.336531e+01	2.610654e-04	1.895758e-02	1.433858e-01
7280	-7.336532e+01	1.165289e-03	1.892840e-02	1.433212e-01
7290	-7.336533e+01	1.961761e-03	1.891083e-02	1.432714e-01
7300	-7.336533e+01	4.935058e-03	1.892011e-02	1.432819e-01
7310	-7.336532e+01	1.417695e-02	1.887422e-02	1.431907e-01
7320	-7.336531e+01	6.645289e-02	1.905024e-02	1.432433e-01
7330	-7.336534e+01	2.188682e-03	1.882331e-02	1.429972e-01
7340	-7.336534e+01	1.124678e-03	1.874846e-02	1.429395e-01
7350	-7.336534e+01	2.455612e-03	1.880596e-02	1.429891e-01
7360	-7.336535e+01	7.485686e-03	1.885791e-02	1.429566e-01
7370	-7.336536e+01	1.235638e-04	1.888139e-02	1.429628e-01
7380	-7.336536e+01	2.738414e-03	1.891075e-02	1.429746e-01
7390	-7.336536e+01	1.355966e-05	1.887274e-02	1.429547e-01
7400	-7.336536e+01	4.290876e-05	1.887037e-02	1.429517e-01
7410	-7.336536e+01	3.849075e-05	1.886543e-02	1.429493e-01
7420	-7.336536e+01	2.744085e-04	1.883353e-02	1.429158e-01
7430	-7.336535e+01	9.794543e-05	1.884856e-02	1.429199e-01
7440	-7.336536e+01	3.408584e-05	1.883791e-02	1.429138e-01
7450	-7.336536e+01	8.003035e-06	1.883436e-02	1.429101e-01
7460	-7.336537e+01	1.792800e-03	1.880822e-02	1.428960e-01
7470	-7.336536e+01	2.963788e-03	1.884042e-02	1.428909e-01
7480	-7.336536e+01	3.036586e-04	1.884147e-02	1.428814e-01
7490	-7.336535e+01	2.465053e-04	1.884891e-02	1.428804e-01
7500	-7.336535e+01	8.827029e-04	1.882440e-02	1.428370e-01
7510	-7.336536e+01	5.919558e-04	1.882260e-02	1.428325e-01
7520	-7.336535e+01	1.398889e-03	1.884950e-02	1.428483e-01
7530	-7.336536e+01	2.246036e-04	1.883045e-02	1.428400e-01
7540	-7.336536e+01	2.712383e-03	1.881112e-02	1.428016e-01
7550	-7.336537e+01	7.000203e-03	1.880553e-02	1.427357e-01
7560	-7.336536e+01	1.312994e-03	1.880032e-02	1.427212e-01
7570	-7.336535e+01	1.057673e-04	1.879580e-02	1.427195e-01
7580	-7.336537e+01	1.786510e-04	1.880132e-02	1.427272e-01
7590	-7.336536e+01	1.984997e-04	1.879542e-02	1.427182e-01
7600	-7.336537e+01	4.647119e-04	1.886258e-02	1.428271e-01
7610	-7.336536e+01	9.613096e-06	1.881842e-02	1.428146e-01
7620	-7.336536e+01	2.299593e-04	1.883382e-02	1.428222e-01
7630	-7.336536e+01	2.797445e-04	1.881869e-02	1.428258e-01
7640	-7.336537e+01	4.182425e-02	1.883302e-02	1.428322e-01
7650	-7.336535e+01	1.001142e-03	1.884219e-02	1.428646e-01
7660	-7.336536e+01	2.093171e-04	1.882848e-02	1.428622e-01
7670	-7.336536e+01	1.497584e-03	1.882876e-02	1.428648e-01
7680	-7.336537e+01	3.271464e-03	1.864762e-02	1.427264e-01
7690	-7.336536e+01	1.164014e-01	1.873318e-02	1.427576e-01
7700	-7.336537e+01	6.350549e-04	1.879092e-02	1.427603e-01
7710	-7.336536e+01	3.030590e-05	1.881683e-02	1.428364e-01
7720	-7.336537e+01	1.400100e-04	1.882007e-02	1.428424e-01
7730	-7.336537e+01	7.707928e-03	1.882666e-02	1.428592e-01
7740	-7.336536e+01	7.050272e-05	1.883369e-02	1.428686e-01
7750	-7.336537e+01	2.327387e-05	1.882960e-02	1.428609e-01
