i, epoch, loss, l2_err, h1_err
  0     1 -7.42220e+01 9.54304e-01 9.82130e-01
  1     2 -1.45170e+02 9.31058e-01 9.79006e-01
  2     3 -2.12298e+02 9.06971e-01 9.75998e-01
  3     4 -2.75762e+02 8.81676e-01 9.71176e-01
  4     5 -3.34533e+02 8.55694e-01 9.65046e-01
  5     6 -3.92032e+02 8.29353e-01 9.57970e-01
  6     7 -4.47888e+02 8.03383e-01 9.51224e-01
  7     9 -5.53248e+02 7.51182e-01 9.32067e-01
  8    11 -6.44921e+02 6.98516e-01 9.06533e-01
  9    13 -7.41293e+02 6.45397e-01 8.74798e-01
 10    16 -8.31280e+02 5.66437e-01 8.21718e-01
 11    20 -9.45603e+02 4.65658e-01 7.48335e-01
 12    24 -1.01261e+03 3.71526e-01 6.79895e-01
 13    29 -1.05671e+03 2.66224e-01 6.15011e-01
 14    35 -1.09571e+03 1.62478e-01 5.67940e-01
 15    42 -1.10727e+03 8.37796e-02 5.38452e-01
 16    51 -1.11476e+03 7.02104e-02 5.41585e-01
 17    62 -1.13168e+03 7.85268e-02 5.50488e-01
 18    75 -1.12663e+03 6.21595e-02 5.34218e-01
 19    91 -1.13557e+03 5.69269e-02 5.24697e-01
 20   109 -1.12884e+03 5.41567e-02 5.23317e-01
 21   132 -1.09972e+03 5.43281e-02 5.23815e-01
 22   159 -1.12108e+03 5.43231e-02 5.24204e-01
 23   193 -1.11698e+03 5.45993e-02 5.24204e-01
 24   232 -1.13348e+03 5.56423e-02 5.24955e-01
 25   281 -1.14367e+03 5.46257e-02 5.24150e-01
 26   339 -1.12258e+03 5.56976e-02 5.25442e-01
 27   409 -1.13068e+03 5.47933e-02 5.24589e-01
 28   494 -1.13174e+03 5.44424e-02 5.24841e-01
 29   596 -1.11567e+03 5.43541e-02 5.24163e-01
 30   719 -1.13714e+03 5.49044e-02 5.24813e-01
 31   868 -1.13306e+03 5.44915e-02 5.24730e-01
 32  1048 -1.11609e+03 5.45447e-02 5.24145e-01
 33  1264 -1.11674e+03 5.46974e-02 5.24603e-01
 34  1526 -1.12312e+03 5.49091e-02 5.24838e-01
 35  1842 -1.13026e+03 5.46554e-02 5.24457e-01
 36  2222 -1.10556e+03 5.46983e-02 5.24449e-01
 37  2682 -1.14073e+03 5.47072e-02 5.24415e-01
 38  3237 -1.11817e+03 5.47125e-02 5.24436e-01
 39  3906 -1.14118e+03 5.47120e-02 5.24437e-01
 40  4714 -1.11781e+03 5.47120e-02 5.24440e-01
 41  5689 -1.13498e+03 5.47152e-02 5.24441e-01
 42  6866 -1.12885e+03 5.47157e-02 5.24434e-01
 43  8286 -1.14052e+03 5.47161e-02 5.24438e-01
 44 10000 -1.13763e+03 5.47142e-02 5.24425e-01
