i, epoch, loss, l2_err, h1_err
  0     1 -7.88142e+01 9.90585e-01 1.33604e+00
  1     2 -1.52955e+02 9.86171e-01 1.55228e+00
  2     3 -2.21835e+02 9.81987e-01 1.74641e+00
  3     4 -2.85273e+02 9.78139e-01 1.91041e+00
  4     5 -3.43521e+02 9.74349e-01 2.05314e+00
  5     6 -3.98738e+02 9.70425e-01 2.16878e+00
  6     7 -4.52893e+02 9.66199e-01 2.26463e+00
  7     9 -5.48594e+02 9.56942e-01 2.40134e+00
  8    11 -6.29754e+02 9.46546e-01 2.47454e+00
  9    13 -7.14034e+02 9.35353e-01 2.50553e+00
 10    16 -8.09367e+02 9.18364e-01 2.49983e+00
 11    20 -9.13489e+02 8.95456e-01 2.42625e+00
 12    24 -9.64610e+02 8.69225e-01 2.31479e+00
 13    29 -1.05490e+03 8.28199e-01 2.16873e+00
 14    35 -1.07621e+03 7.63924e-01 2.00045e+00
 15    42 -1.08601e+03 6.66824e-01 1.78645e+00
 16    51 -1.10016e+03 5.29324e-01 1.48053e+00
 17    62 -1.11226e+03 3.75773e-01 1.11411e+00
 18    75 -1.12982e+03 2.39600e-01 7.47276e-01
 19    91 -1.11948e+03 1.31966e-01 4.10277e-01
 20   109 -1.13097e+03 6.16979e-02 2.11090e-01
 21   132 -1.13133e+03 1.80881e-02 1.34481e-01
 22   159 -1.12727e+03 4.04478e-03 1.25611e-01
 23   193 -1.13068e+03 4.19512e-03 1.30251e-01
 24   232 -1.14195e+03 3.96529e-03 1.27650e-01
 25   281 -1.13000e+03 3.63059e-03 1.26291e-01
 26   339 -1.10739e+03 3.71308e-03 1.28585e-01
 27   409 -1.13695e+03 3.84737e-03 1.28010e-01
 28   494 -1.14266e+03 3.50190e-03 1.26199e-01
 29   596 -1.13336e+03 3.27807e-03 1.24922e-01
 30   719 -1.11154e+03 3.66507e-03 1.27050e-01
 31   868 -1.14229e+03 3.58032e-03 1.27053e-01
 32  1048 -1.11804e+03 3.51549e-03 1.27082e-01
 33  1264 -1.14857e+03 3.44039e-03 1.25448e-01
 34  1526 -1.13016e+03 3.22884e-03 1.24445e-01
 35  1842 -1.12642e+03 3.45574e-03 1.25225e-01
 36  2222 -1.12354e+03 3.37350e-03 1.24739e-01
 37  2682 -1.13295e+03 3.33187e-03 1.24448e-01
 38  3237 -1.11999e+03 3.33325e-03 1.24571e-01
 39  3906 -1.13979e+03 3.33319e-03 1.24567e-01
 40  4714 -1.12731e+03 3.33316e-03 1.24571e-01
 41  5689 -1.14027e+03 3.33417e-03 1.24587e-01
 42  6866 -1.13060e+03 3.33653e-03 1.24612e-01
 43  8286 -1.12654e+03 3.33892e-03 1.24637e-01
 44 10000 -1.10379e+03 3.33938e-03 1.24644e-01
