i, epoch, loss, l2_err, h1_err
  0     1 -5.21640e+01 9.76382e-01 9.81835e-01
  1     2 -1.01260e+02 9.64791e-01 9.76574e-01
  2     3 -1.50189e+02 9.53343e-01 9.73880e-01
  3     4 -1.98020e+02 9.42044e-01 9.73771e-01
  4     5 -2.43530e+02 9.30913e-01 9.76235e-01
  5     6 -2.88168e+02 9.19964e-01 9.81217e-01
  6     7 -3.23998e+02 9.09190e-01 9.88628e-01
  7     9 -4.00524e+02 8.88251e-01 1.01029e+00
  8    11 -4.84413e+02 8.68181e-01 1.04029e+00
  9    13 -5.44306e+02 8.49084e-01 1.07723e+00
 10    16 -6.37014e+02 8.22408e-01 1.14264e+00
 11    20 -7.17298e+02 7.90724e-01 1.24200e+00
 12    24 -7.94585e+02 7.63673e-01 1.34644e+00
 13    29 -8.49899e+02 7.36325e-01 1.47270e+00
 14    35 -9.01708e+02 7.12142e-01 1.60574e+00
 15    42 -9.48731e+02 6.93653e-01 1.72511e+00
 16    51 -9.42866e+02 6.81001e-01 1.81716e+00
 17    62 -9.57956e+02 6.75735e-01 1.85821e+00
 18    75 -9.46072e+02 6.75645e-01 1.85821e+00
 19    91 -9.38174e+02 6.77807e-01 1.83649e+00
 20   109 -9.60236e+02 6.78909e-01 1.82593e+00
 21   132 -9.41493e+02 6.78895e-01 1.82735e+00
 22   159 -9.45953e+02 6.78495e-01 1.83110e+00
 23   193 -9.49006e+02 6.78681e-01 1.82854e+00
 24   232 -9.57100e+02 6.78503e-01 1.83070e+00
 25   281 -9.72384e+02 6.78520e-01 1.83024e+00
 26   339 -9.35760e+02 6.78961e-01 1.82595e+00
 27   409 -9.37959e+02 6.78271e-01 1.83435e+00
 28   494 -9.61877e+02 6.78133e-01 1.83470e+00
 29   596 -9.62192e+02 6.78510e-01 1.83045e+00
 30   719 -9.27859e+02 6.78444e-01 1.83145e+00
 31   868 -9.27326e+02 6.78386e-01 1.83180e+00
 32  1048 -9.23329e+02 6.78719e-01 1.82863e+00
 33  1264 -9.67419e+02 6.78631e-01 1.82967e+00
 34  1526 -9.39686e+02 6.78578e-01 1.82997e+00
 35  1842 -9.65487e+02 6.78497e-01 1.83101e+00
 36  2222 -9.64431e+02 6.78493e-01 1.83107e+00
 37  2682 -9.54293e+02 6.78490e-01 1.83108e+00
 38  3237 -9.42492e+02 6.78486e-01 1.83113e+00
 39  3906 -9.46543e+02 6.78485e-01 1.83113e+00
 40  4714 -9.48911e+02 6.78486e-01 1.83112e+00
 41  5689 -9.47409e+02 6.78486e-01 1.83112e+00
 42  6866 -9.41430e+02 6.78486e-01 1.83112e+00
 43  8286 -9.22400e+02 6.78487e-01 1.83111e+00
 44 10000 -9.45448e+02 6.78485e-01 1.83113e+00
