i, epoch, loss, l2_err, h1_err
  0     1 -7.39740e+01 9.78268e-01 1.11521e+00
  1     2 -1.43797e+02 9.67961e-01 1.22605e+00
  2     3 -2.11165e+02 9.58047e-01 1.33507e+00
  3     4 -2.75438e+02 9.48189e-01 1.43472e+00
  4     5 -3.37849e+02 9.38166e-01 1.51186e+00
  5     6 -3.93526e+02 9.27689e-01 1.57210e+00
  6     7 -4.46299e+02 9.16915e-01 1.61523e+00
  7     9 -5.53397e+02 8.94519e-01 1.65369e+00
  8    11 -6.35262e+02 8.71222e-01 1.65222e+00
  9    13 -7.16577e+02 8.47120e-01 1.63295e+00
 10    16 -8.22849e+02 8.08005e-01 1.59725e+00
 11    20 -9.19756e+02 7.49437e-01 1.54801e+00
 12    24 -9.92617e+02 6.83005e-01 1.47937e+00
 13    29 -1.06436e+03 5.92185e-01 1.36377e+00
 14    35 -1.10211e+03 4.80713e-01 1.19285e+00
 15    42 -1.10155e+03 3.58266e-01 9.76621e-01
 16    51 -1.12803e+03 2.26088e-01 7.16889e-01
 17    62 -1.12059e+03 1.13617e-01 4.62286e-01
 18    75 -1.14607e+03 3.83510e-02 2.91251e-01
 19    91 -1.14175e+03 1.71518e-02 2.46713e-01
 20   109 -1.14569e+03 1.87638e-02 2.48754e-01
 21   132 -1.14399e+03 1.46561e-02 2.45376e-01
 22   159 -1.14003e+03 1.34653e-02 2.46203e-01
 23   193 -1.13270e+03 1.39174e-02 2.45353e-01
 24   232 -1.12921e+03 1.37214e-02 2.45616e-01
 25   281 -1.11778e+03 1.37642e-02 2.44871e-01
 26   339 -1.14104e+03 1.36988e-02 2.45026e-01
 27   409 -1.10908e+03 1.37457e-02 2.44760e-01
 28   494 -1.13454e+03 1.35065e-02 2.43993e-01
 29   596 -1.12172e+03 1.36522e-02 2.44275e-01
 30   719 -1.14849e+03 1.39080e-02 2.46830e-01
 31   868 -1.12648e+03 1.35878e-02 2.45725e-01
 32  1048 -1.13423e+03 1.38864e-02 2.46731e-01
 33  1264 -1.13051e+03 1.37166e-02 2.45299e-01
 34  1526 -1.12784e+03 1.37306e-02 2.45500e-01
 35  1842 -1.14115e+03 1.37466e-02 2.45569e-01
 36  2222 -1.11666e+03 1.37508e-02 2.45670e-01
 37  2682 -1.11061e+03 1.37464e-02 2.45667e-01
 38  3237 -1.13350e+03 1.37442e-02 2.45663e-01
 39  3906 -1.12491e+03 1.37437e-02 2.45658e-01
 40  4714 -1.14063e+03 1.37449e-02 2.45671e-01
 41  5689 -1.12640e+03 1.37444e-02 2.45664e-01
 42  6866 -1.12344e+03 1.37443e-02 2.45667e-01
 43  8286 -1.10911e+03 1.37433e-02 2.45639e-01
 44 10000 -1.14137e+03 1.37459e-02 2.45674e-01
