iteration	energy	residual_norm	L2-error	H1-error
7690	-7.336536e+01	1.924867e-04	1.896344e-02	1.291349e-01
7700	-7.336536e+01	1.298932e-03	1.895802e-02	1.291217e-01
7710	-7.336536e+01	4.449409e-03	1.896037e-02	1.291199e-01
7720	-7.336536e+01	1.986798e-04	1.893492e-02	1.290955e-01
7730	-7.336536e+01	1.195536e-04	1.893213e-02	1.290932e-01
7740	-7.336537e+01	1.119963e-04	1.892803e-02	1.290915e-01
7750	-7.336536e+01	6.197261e-04	1.895010e-02	1.290995e-01
7760	-7.336537e+01	2.464918e-02	1.903476e-02	1.291749e-01
7770	-7.336536e+01	4.992332e-05	1.897350e-02	1.291636e-01
7780	-7.336536e+01	6.937696e-05	1.896856e-02	1.291622e-01
7790	-7.336537e+01	1.637580e-02	1.897397e-02	1.291654e-01
7800	-7.336537e+01	7.751788e-05	1.898019e-02	1.291812e-01
7810	-7.336537e+01	1.982964e-04	1.899573e-02	1.292145e-01
7820	-7.336537e+01	6.088015e-03	1.900552e-02	1.292242e-01
7830	-7.336536e+01	1.104279e-03	1.900317e-02	1.292615e-01
7840	-7.336537e+01	5.214160e-04	1.900714e-02	1.292632e-01
7850	-7.336536e+01	2.547605e-04	1.902137e-02	1.292633e-01
7860	-7.336537e+01	7.274014e-04	1.898620e-02	1.292501e-01
7870	-7.336537e+01	3.524630e-05	1.898329e-02	1.292473e-01
7880	-7.336536e+01	2.117062e-05	1.896501e-02	1.292230e-01
7890	-7.336535e+01	1.546267e-03	1.896874e-02	1.292212e-01
7900	-7.336536e+01	1.044165e-02	1.897280e-02	1.292547e-01
7910	-7.336537e+01	1.616783e-04	1.896965e-02	1.292916e-01
7920	-7.336537e+01	5.034401e-03	1.897669e-02	1.292913e-01
7930	-7.336537e+01	9.141886e-05	1.894191e-02	1.291403e-01
7940	-7.336536e+01	2.036155e-04	1.894650e-02	1.291383e-01
7950	-7.336537e+01	5.046934e-03	1.894911e-02	1.291385e-01
7960	-7.336537e+01	3.359703e-04	1.891755e-02	1.291274e-01
7970	-7.336537e+01	3.040636e-04	1.891720e-02	1.291272e-01
7980	-7.336538e+01	4.751533e-03	1.891028e-02	1.291234e-01
7990	-7.336537e+01	5.062071e-04	1.894788e-02	1.291355e-01
8000	-7.336537e+01	3.263000e-03	1.899194e-02	1.291850e-01
8010	-7.336537e+01	1.413866e-04	1.897367e-02	1.291845e-01
8020	-7.336537e+01	7.338024e-03	1.896174e-02	1.291787e-01
8030	-7.336538e+01	2.037248e-03	1.894195e-02	1.291109e-01
8040	-7.336538e+01	3.546873e-04	1.891877e-02	1.291000e-01
8050	-7.336538e+01	1.216477e-03	1.892380e-02	1.291101e-01
8060	-7.336537e+01	5.210342e-05	1.892588e-02	1.291227e-01
8070	-7.336537e+01	7.145347e-05	1.895727e-02	1.291635e-01
8080	-7.336537e+01	4.757020e-02	1.898685e-02	1.291707e-01
8090	-7.336538e+01	2.461389e-04	1.902031e-02	1.291866e-01
8100	-7.336538e+01	3.285531e-05	1.896912e-02	1.291699e-01
8110	-7.336537e+01	8.152141e-03	1.897713e-02	1.291709e-01
8120	-7.336537e+01	1.363445e-04	1.895202e-02	1.291474e-01
8130	-7.336537e+01	1.903312e-04	1.895254e-02	1.291492e-01
8140	-7.336538e+01	3.180968e-04	1.895149e-02	1.291490e-01
8150	-7.336537e+01	1.029519e-02	1.894937e-02	1.291523e-01
8160	-7.336539e+01	1.038770e-04	1.895073e-02	1.291537e-01
8170	-7.336537e+01	7.500812e-05	1.895669e-02	1.291562e-01
8180	-7.336538e+01	5.012985e-04	1.895791e-02	1.291559e-01
8190	-7.336538e+01	1.151831e-04	1.895040e-02	1.291534e-01
8200	-7.336538e+01	1.155933e-04	1.893923e-02	1.291518e-01
8210	-7.336538e+01	2.669138e-01	1.902250e-02	1.291830e-01
8220	-7.336537e+01	1.125325e-04	1.896500e-02	1.292108e-01
8230	-7.336537e+01	4.633893e-06	1.896393e-02	1.292107e-01
8240	-7.336538e+01	2.800872e-03	1.897692e-02	1.292197e-01
8250	-7.336538e+01	2.853029e-04	1.897486e-02	1.292331e-01
8260	-7.336538e+01	2.031388e-04	1.898092e-02	1.292455e-01
8270	-7.336538e+01	3.495320e-03	1.898260e-02	1.292228e-01
8280	-7.336539e+01	1.395698e-02	1.897413e-02	1.291814e-01
8290	-7.336538e+01	7.802418e-05	1.891335e-02	1.291597e-01
8300	-7.336537e+01	1.603777e-04	1.890287e-02	1.291627e-01
8310	-7.336538e+01	5.506331e-02	1.912727e-02	1.293893e-01
8320	-7.336538e+01	2.603892e-03	1.914667e-02	1.294148e-01
8330	-7.336538e+01	5.775422e-04	1.912749e-02	1.294112e-01
8340	-7.336538e+01	3.893064e-03	1.916437e-02	1.294282e-01
8350	-7.336538e+01	3.290938e-03	1.926230e-02	1.294634e-01
8360	-7.336539e+01	9.541606e-04	1.915622e-02	1.294084e-01
8370	-7.336538e+01	3.189056e-03	1.910565e-02	1.293182e-01
8380	-7.336540e+01	1.705643e-03	1.894820e-02	1.292088e-01
8390	-7.336539e+01	1.815979e-04	1.893624e-02	1.292033e-01
8400	-7.336539e+01	1.975340e-03	1.897672e-02	1.292175e-01
8410	-7.336539e+01	1.271578e-03	1.898688e-02	1.292210e-01
8420	-7.336539e+01	3.423599e-05	1.898707e-02	1.291824e-01
8430	-7.336540e+01	3.777663e-05	1.898725e-02	1.291821e-01
8440	-7.336539e+01	1.524522e-04	1.898659e-02	1.291816e-01
8450	-7.336539e+01	5.505209e-05	1.898682e-02	1.291818e-01
8460	-7.336539e+01	8.866224e-04	1.899193e-02	1.291843e-01
8470	-7.336539e+01	4.794567e-04	1.897365e-02	1.291838e-01
8480	-7.336539e+01	1.380701e-04	1.898828e-02	1.292186e-01
8490	-7.336539e+01	9.574582e-06	1.899072e-02	1.292334e-01
8500	-7.336540e+01	9.680376e-04	1.901072e-02	1.292416e-01
8510	-7.336539e+01	9.156706e-03	1.901067e-02	1.292406e-01
8520	-7.336540e+01	1.870739e-04	1.899737e-02	1.292360e-01
8530	-7.336540e+01	3.185758e-03	1.899669e-02	1.292356e-01
8540	-7.336539e+01	4.290172e-04	1.899791e-02	1.292338e-01
8550	-7.336540e+01	1.434576e-03	1.896182e-02	1.291987e-01
8560	-7.336540e+01	1.132141e-03	1.894810e-02	1.291884e-01
8570	-7.336540e+01	3.133332e-03	1.895905e-02	1.291915e-01
8580	-7.336539e+01	2.145574e-04	1.897177e-02	1.291973e-01
8590	-7.336540e+01	5.729728e-03	1.917869e-02	1.292669e-01
8600	-7.336540e+01	2.474863e-02	1.903661e-02	1.291729e-01
8610	-7.336540e+01	5.737486e-04	1.885636e-02	1.291064e-01
8620	-7.336540e+01	1.232513e-04	1.889860e-02	1.289931e-01
8630	-7.336540e+01	3.937538e-04	1.889564e-02	1.289903e-01
8640	-7.336540e+01	2.326020e-04	1.889797e-02	1.289912e-01
8650	-7.336540e+01	6.457244e-03	1.888993e-02	1.289891e-01
8660	-7.336541e+01	7.700018e-02	1.884406e-02	1.289389e-01
8670	-7.336541e+01	1.842096e-04	1.890107e-02	1.289615e-01
8680	-7.336542e+01	1.870120e-04	1.890124e-02	1.289619e-01
8690	-7.336541e+01	4.754067e-04	1.889492e-02	1.289113e-01
8700	-7.336542e+01	2.574849e-04	1.885719e-02	1.288935e-01
8710	-7.336541e+01	6.520003e-02	1.886645e-02	1.288916e-01
8720	-7.336541e+01	1.129725e-03	1.892853e-02	1.289424e-01
8730	-7.336541e+01	4.154833e-04	1.889402e-02	1.289493e-01
8740	-7.336541e+01	6.664276e-04	1.889757e-02	1.289633e-01
8750	-7.336541e+01	8.858647e-04	1.889232e-02	1.289623e-01
8760	-7.336541e+01	1.227056e-03	1.893306e-02	1.289789e-01
8770	-7.336542e+01	1.643562e-04	1.893894e-02	1.289826e-01
8780	-7.336543e+01	7.293319e-01	1.899907e-02	1.288685e-01
8790	-7.336543e+01	2.731806e-03	1.853650e-02	1.287258e-01
8800	-7.336550e+01	1.269912e-03	1.754222e-02	1.285676e-01
8810	-7.336553e+01	1.303220e-01	1.863968e-02	1.290821e-01
8820	-7.336554e+01	3.471103e-03	1.888046e-02	1.291986e-01
8830	-7.336557e+01	6.326933e-03	1.941106e-02	1.296296e-01
8840	-7.336560e+01	1.286723e-01	1.891515e-02	1.295648e-01
8850	-7.336559e+01	4.423841e-03	1.895797e-02	1.296065e-01
8860	-7.336559e+01	3.446822e-05	1.896358e-02	1.296094e-01
8870	-7.336559e+01	2.312215e-03	1.895667e-02	1.296074e-01
8880	-7.336561e+01	1.379847e-02	1.883325e-02	1.294811e-01
8890	-7.336562e+01	7.185021e-04	1.874996e-02	1.294737e-01
8900	-7.336561e+01	8.558305e-04	1.889686e-02	1.296265e-01
8910	-7.336561e+01	2.932177e-02	1.891675e-02	1.296757e-01
8920	-7.336561e+01	3.690395e-03	1.887515e-02	1.297022e-01
8930	-7.336561e+01	2.537760e-03	1.899268e-02	1.297455e-01
8940	-7.336562e+01	5.041442e-04	1.899592e-02	1.297084e-01
8950	-7.336562e+01	4.952014e-04	1.901205e-02	1.297050e-01
8960	-7.336562e+01	2.950969e-03	1.901641e-02	1.297083e-01
8970	-7.336563e+01	8.679444e-03	1.890102e-02	1.296388e-01
8980	-7.336562e+01	4.010686e-03	1.890802e-02	1.296431e-01
8990	-7.336562e+01	5.997673e-04	1.878153e-02	1.296263e-01
9000	-7.336562e+01	5.670370e-04	1.891820e-02	1.296805e-01
9010	-7.336562e+01	1.835914e-03	1.893206e-02	1.296852e-01
9020	-7.336562e+01	2.130690e-02	1.887235e-02	1.296723e-01
9030	-7.336563e+01	1.120791e-04	1.892500e-02	1.296979e-01
9040	-7.336563e+01	7.500678e-04	1.892416e-02	1.296974e-01
9050	-7.336563e+01	7.031371e-04	1.891617e-02	1.296907e-01
9060	-7.336563e+01	1.620549e-03	1.889610e-02	1.296730e-01
9070	-7.336562e+01	1.289582e-03	1.888511e-02	1.296649e-01
9080	-7.336562e+01	6.656767e-05	1.887270e-02	1.296591e-01
9090	-7.336563e+01	7.586461e-04	1.891791e-02	1.296758e-01
9100	-7.336563e+01	4.486728e-03	1.896589e-02	1.296944e-01
9110	-7.336564e+01	1.994597e-01	1.910970e-02	1.299119e-01
9120	-7.336564e+01	3.324765e-05	1.898728e-02	1.299223e-01
9130	-7.336565e+01	2.492519e-05	1.898906e-02	1.299283e-01
9140	-7.336565e+01	6.284372e-03	1.900512e-02	1.299574e-01
9150	-7.336564e+01	3.149304e-04	1.903325e-02	1.300254e-01
9160	-7.336564e+01	2.940138e-05	1.905292e-02	1.300772e-01
9170	-7.336564e+01	2.017915e-02	1.903812e-02	1.300994e-01
9180	-7.336563e+01	3.247752e-03	1.902190e-02	1.301051e-01
9190	-7.336565e+01	7.230176e-06	1.903479e-02	1.301101e-01
9200	-7.336565e+01	4.718297e-05	1.903702e-02	1.301106e-01
9210	-7.336564e+01	1.611178e-03	1.902650e-02	1.300976e-01
9220	-7.336564e+01	1.531273e-03	1.901402e-02	1.300592e-01
9230	-7.336564e+01	5.572511e-04	1.901485e-02	1.300544e-01
9240	-7.336565e+01	3.555529e-02	1.904384e-02	1.300115e-01
9250	-7.336564e+01	1.007273e-03	1.900441e-02	1.299931e-01
9260	-7.336564e+01	4.345954e-04	1.900058e-02	1.299902e-01
9270	-7.336564e+01	2.516402e-04	1.901117e-02	1.299684e-01
9280	-7.336565e+01	1.838180e-03	1.899656e-02	1.299551e-01
9290	-7.336564e+01	1.832065e-03	1.901635e-02	1.299308e-01
9300	-7.336565e+01	4.841598e-03	1.896450e-02	1.299037e-01
9310	-7.336564e+01	4.433632e-04	1.896306e-02	1.299032e-01
9320	-7.336565e+01	6.044064e-05	1.887517e-02	1.294175e-01
9330	-7.336566e+01	5.369213e-03	1.887561e-02	1.294124e-01
9340	-7.336565e+01	1.361555e-04	1.887523e-02	1.294122e-01
9350	-7.336565e+01	1.482400e-05	1.887389e-02	1.294106e-01
9360	-7.336565e+01	4.713561e-03	1.886093e-02	1.293923e-01
9370	-7.336565e+01	8.342076e-02	1.894312e-02	1.293272e-01
9380	-7.336564e+01	2.502798e-04	1.905639e-02	1.294082e-01
9390	-7.336565e+01	6.278917e-04	1.901438e-02	1.294867e-01
9400	-7.336567e+01	1.851992e-03	1.886908e-02	1.295234e-01
9410	-7.336566e+01	4.763851e-03	1.872479e-02	1.296273e-01
9420	-7.336565e+01	2.452203e-03	1.892365e-02	1.298531e-01
9430	-7.336568e+01	1.645152e-02	1.882315e-02	1.298842e-01
9440	-7.336567e+01	5.093238e-02	1.896027e-02	1.300211e-01
9450	-7.336569e+01	8.513447e-04	1.899942e-02	1.302360e-01
9460	-7.336569e+01	5.599712e-05	1.895296e-02	1.302988e-01
9470	-7.336568e+01	4.085110e-02	1.900777e-02	1.303110e-01
9480	-7.336568e+01	1.648389e-04	1.897938e-02	1.302955e-01
9490	-7.336568e+01	6.126744e-05	1.893069e-02	1.302736e-01
9500	-7.336568e+01	2.535578e-02	1.893803e-02	1.302743e-01
9510	-7.336568e+01	2.455465e-03	1.897132e-02	1.303136e-01
9520	-7.336568e+01	1.745063e-03	1.896410e-02	1.302947e-01
9530	-7.336568e+01	2.945812e-03	1.894269e-02	1.302825e-01
9540	-7.336569e+01	2.344278e-04	1.892193e-02	1.302713e-01
9550	-7.336569e+01	3.369356e-04	1.892355e-02	1.302719e-01
9560	-7.336569e+01	1.207619e-01	1.876597e-02	1.302165e-01
9570	-7.336570e+01	2.576574e-03	1.932232e-02	1.305033e-01
9580	-7.336570e+01	1.761775e-03	1.911098e-02	1.304407e-01
9590	-7.336569e+01	9.911980e-04	1.900763e-02	1.304100e-01
9600	-7.336569e+01	3.574172e-04	1.898271e-02	1.303116e-01
9610	-7.336570e+01	6.050410e-04	1.896402e-02	1.303018e-01
9620	-7.336568e+01	4.207780e-03	1.900722e-02	1.303309e-01
9630	-7.336570e+01	5.485287e-03	1.902149e-02	1.303555e-01
9640	-7.336570e+01	1.950457e-05	1.901887e-02	1.303612e-01
9650	-7.336569e+01	4.293544e-05	1.902139e-02	1.303636e-01
9660	-7.336570e+01	6.992607e-03	1.903395e-02	1.303715e-01
9670	-7.336569e+01	3.717270e-04	1.901760e-02	1.303661e-01
9680	-7.336569e+01	5.373366e-05	1.900796e-02	1.303633e-01
9690	-7.336569e+01	1.234088e-03	1.896770e-02	1.303197e-01
9700	-7.336570e+01	4.058346e-04	1.898903e-02	1.303280e-01
9710	-7.336570e+01	6.534406e-05	1.898550e-02	1.303242e-01
9720	-7.336569e+01	1.229346e-05	1.898462e-02	1.303224e-01
9730	-7.336570e+01	3.242274e-04	1.898328e-02	1.303219e-01
9740	-7.336570e+01	7.081021e-04	1.898773e-02	1.303276e-01
9750	-7.336568e+01	7.309330e-04	1.901353e-02	1.303388e-01
9760	-7.336569e+01	5.800264e-04	1.900672e-02	1.303382e-01
9770	-7.336570e+01	2.122107e-04	1.898455e-02	1.303290e-01
9780	-7.336570e+01	1.488594e-02	1.898764e-02	1.302868e-01
9790	-7.336570e+01	1.284052e-03	1.897274e-02	1.302734e-01
9800	-7.336570e+01	2.066081e-04	1.904287e-02	1.303975e-01
9810	-7.336569e+01	2.766452e-03	1.903960e-02	1.304035e-01
9820	-7.336570e+01	6.875500e-02	1.894431e-02	1.303577e-01
9830	-7.336570e+01	4.563370e-03	1.893861e-02	1.303489e-01
9840	-7.336570e+01	5.388719e-05	1.898101e-02	1.303380e-01
9850	-7.336570e+01	5.617392e-04	1.900005e-02	1.303440e-01
9860	-7.336571e+01	2.415043e-04	1.898549e-02	1.303383e-01
9870	-7.336569e+01	1.016113e-04	1.889828e-02	1.303075e-01
9880	-7.336569e+01	8.884164e-03	1.902744e-02	1.303360e-01
9890	-7.336570e+01	2.327942e-01	1.905692e-02	1.303110e-01
9900	-7.336573e+01	5.078089e-05	1.897940e-02	1.302961e-01
9910	-7.336572e+01	8.902761e-05	1.898075e-02	1.302974e-01
9920	-7.336571e+01	2.670035e-02	1.892729e-02	1.302851e-01
9930	-7.336572e+01	8.100090e-04	1.903839e-02	1.305154e-01
9940	-7.336573e+01	2.289740e-03	1.910872e-02	1.305497e-01
9950	-7.336572e+01	1.181639e-01	1.919915e-02	1.305818e-01
9960	-7.336572e+01	3.543381e-04	1.915710e-02	1.305725e-01
9970	-7.336573e+01	1.697831e-03	1.885449e-02	1.304479e-01
9980	-7.336574e+01	1.052851e-02	1.892976e-02	1.304262e-01
9990	-7.336572e+01	2.181684e-03	1.901945e-02	1.305898e-01
10000	-7.336572e+01	1.016005e-04	1.902930e-02	1.305945e-01
