iteration	energy	residual_norm	L2-error	H1-error
3810	-7.336341e+01	2.968321e-03	1.732026e-02	1.124817e-01
3820	-7.336342e+01	9.419267e-05	1.731528e-02	1.124799e-01
3830	-7.336342e+01	4.065363e-05	1.732006e-02	1.124826e-01
3840	-7.336342e+01	7.567213e-03	1.716178e-02	1.125682e-01
3850	-7.336342e+01	3.363356e-04	1.731566e-02	1.126470e-01
3860	-7.336342e+01	9.656743e-05	1.733862e-02	1.127120e-01
3870	-7.336342e+01	2.670373e-04	1.733840e-02	1.127157e-01
3880	-7.336342e+01	2.035715e-04	1.733654e-02	1.127133e-01
3890	-7.336342e+01	2.957429e-05	1.731903e-02	1.126946e-01
3900	-7.336342e+01	4.598021e-03	1.733164e-02	1.127088e-01
3910	-7.336341e+01	3.714262e-05	1.734135e-02	1.127238e-01
3920	-7.336341e+01	1.353861e-05	1.734166e-02	1.127243e-01
3930	-7.336342e+01	1.979621e-03	1.730488e-02	1.127120e-01
3940	-7.336344e+01	6.990860e-04	1.724265e-02	1.125616e-01
3950	-7.336343e+01	1.512886e-03	1.728344e-02	1.125774e-01
3960	-7.336344e+01	4.662442e-03	1.727279e-02	1.125706e-01
3970	-7.336344e+01	1.472767e-04	1.728151e-02	1.125759e-01
3980	-7.336343e+01	4.751162e-04	1.727017e-02	1.125848e-01
3990	-7.336344e+01	3.005056e-04	1.727910e-02	1.125927e-01
4000	-7.336343e+01	1.264445e-02	1.728272e-02	1.125945e-01
4010	-7.336344e+01	1.938356e-04	1.740580e-02	1.127722e-01
4020	-7.336344e+01	8.015061e-04	1.735692e-02	1.128069e-01
4030	-7.336343e+01	5.475191e-03	1.736123e-02	1.128086e-01
4040	-7.336344e+01	3.166556e-04	1.738478e-02	1.128459e-01
4050	-7.336344e+01	1.952269e-01	1.734626e-02	1.126893e-01
4060	-7.336344e+01	1.776716e-04	1.722829e-02	1.126068e-01
4070	-7.336344e+01	5.898695e-03	1.721856e-02	1.126044e-01
4080	-7.336344e+01	1.135735e-03	1.724821e-02	1.126786e-01
4090	-7.336344e+01	4.912239e-02	1.734068e-02	1.127287e-01
4100	-7.336344e+01	1.806805e-03	1.745603e-02	1.126439e-01
4110	-7.336344e+01	1.287543e-04	1.731407e-02	1.125389e-01
4120	-7.336344e+01	1.479051e-02	1.732134e-02	1.125406e-01
4130	-7.336345e+01	3.532773e-04	1.729716e-02	1.125961e-01
4140	-7.336345e+01	8.973522e-03	1.734964e-02	1.126218e-01
4150	-7.336345e+01	1.300855e-03	1.727844e-02	1.126153e-01
4160	-7.336345e+01	9.180743e-04	1.730339e-02	1.126246e-01
4170	-7.336345e+01	4.569961e-04	1.731188e-02	1.126281e-01
4180	-7.336346e+01	2.105862e-01	1.705434e-02	1.126975e-01
4190	-7.336346e+01	5.883101e-05	1.741613e-02	1.129586e-01
4200	-7.336346e+01	4.182472e-04	1.738649e-02	1.129473e-01
4210	-7.336346e+01	1.073264e-01	1.741197e-02	1.129630e-01
4220	-7.336346e+01	7.744639e-04	1.737788e-02	1.129596e-01
4230	-7.336346e+01	3.696581e-03	1.745587e-02	1.130451e-01
4240	-7.336347e+01	5.843811e-04	1.742745e-02	1.130361e-01
4250	-7.336347e+01	1.959809e-04	1.743928e-02	1.130317e-01
4260	-7.336347e+01	2.845293e-04	1.744116e-02	1.130277e-01
4270	-7.336347e+01	1.591518e-05	1.743670e-02	1.130258e-01
4280	-7.336347e+01	8.732652e-02	1.742010e-02	1.129716e-01
4290	-7.336348e+01	9.335696e-04	1.709687e-02	1.123766e-01
4300	-7.336350e+01	2.601230e-02	1.721837e-02	1.126001e-01
4310	-7.336351e+01	2.764833e-03	1.718689e-02	1.126574e-01
4320	-7.336351e+01	6.958183e-05	1.731005e-02	1.127700e-01
4330	-7.336351e+01	8.777277e-05	1.723804e-02	1.127589e-01
4340	-7.336351e+01	5.975894e-04	1.724442e-02	1.127614e-01
4350	-7.336351e+01	1.407018e-03	1.723998e-02	1.127621e-01
4360	-7.336351e+01	2.605754e-03	1.725454e-02	1.127804e-01
4370	-7.336352e+01	2.287841e-04	1.723327e-02	1.127793e-01
4380	-7.336353e+01	1.173111e-03	1.746546e-02	1.130237e-01
4390	-7.336353e+01	4.243763e-04	1.747244e-02	1.130294e-01
4400	-7.336357e+01	1.681104e-02	1.647749e-02	1.127501e-01
4410	-7.336359e+01	1.043368e-03	1.730494e-02	1.130679e-01
4420	-7.336359e+01	1.641878e-02	1.731227e-02	1.130946e-01
4430	-7.336362e+01	1.129329e-02	1.729838e-02	1.134098e-01
4440	-7.336364e+01	5.726351e-01	1.733488e-02	1.135659e-01
4450	-7.336366e+01	9.432743e-05	1.742584e-02	1.138653e-01
4460	-7.336366e+01	2.307590e-03	1.734919e-02	1.137351e-01
4470	-7.336367e+01	2.102419e-03	1.718073e-02	1.135771e-01
4480	-7.336366e+01	1.727222e-04	1.728004e-02	1.136046e-01
4490	-7.336367e+01	4.016630e-02	1.714828e-02	1.135793e-01
4500	-7.336368e+01	2.363529e-03	1.745665e-02	1.141126e-01
4510	-7.336368e+01	3.037071e-03	1.728197e-02	1.140735e-01
4520	-7.336369e+01	8.124875e-01	1.773137e-02	1.142985e-01
4530	-7.336373e+01	4.371181e-03	1.725679e-02	1.148968e-01
4540	-7.336373e+01	6.007617e-03	1.758218e-02	1.150718e-01
4550	-7.336374e+01	1.249219e-02	1.787583e-02	1.151756e-01
4560	-7.336378e+01	9.662764e-05	1.738827e-02	1.147555e-01
4570	-7.336377e+01	5.766418e-03	1.751591e-02	1.147946e-01
4580	-7.336378e+01	1.129630e-03	1.749210e-02	1.147412e-01
4590	-7.336378e+01	5.137216e-04	1.747210e-02	1.147249e-01
4600	-7.336378e+01	8.118786e-03	1.739771e-02	1.146481e-01
4610	-7.336378e+01	1.130084e-03	1.739106e-02	1.145624e-01
4620	-7.336378e+01	1.019894e-04	1.736889e-02	1.145518e-01
4630	-7.336378e+01	2.699557e-02	1.736963e-02	1.145646e-01
4640	-7.336379e+01	3.165883e-04	1.744383e-02	1.147038e-01
4650	-7.336379e+01	1.300724e-03	1.742631e-02	1.147771e-01
4660	-7.336379e+01	9.261251e-03	1.743179e-02	1.147804e-01
4670	-7.336379e+01	1.303759e-03	1.750393e-02	1.148268e-01
4680	-7.336378e+01	2.921522e-02	1.752821e-02	1.148759e-01
4690	-7.336380e+01	1.755451e-03	1.750179e-02	1.148694e-01
4700	-7.336379e+01	3.014264e-04	1.738971e-02	1.147415e-01
4710	-7.336379e+01	1.481148e-02	1.739181e-02	1.147392e-01
4720	-7.336379e+01	1.417041e-03	1.732968e-02	1.146997e-01
4730	-7.336380e+01	1.808418e-04	1.735148e-02	1.147066e-01
4740	-7.336380e+01	5.219687e-03	1.734898e-02	1.147029e-01
4750	-7.336380e+01	2.373170e-03	1.694114e-02	1.145917e-01
4760	-7.336383e+01	1.139047e-02	1.748705e-02	1.150701e-01
4770	-7.336383e+01	9.324743e-05	1.752240e-02	1.150859e-01
4780	-7.336384e+01	4.459117e-04	1.755294e-02	1.151241e-01
4790	-7.336385e+01	1.394483e-02	1.781268e-02	1.155060e-01
4800	-7.336388e+01	2.288147e-03	1.781697e-02	1.156575e-01
4810	-7.336394e+01	6.064088e-03	1.747647e-02	1.159290e-01
4820	-7.336394e+01	4.251775e-03	1.748657e-02	1.159342e-01
4830	-7.336394e+01	1.414020e-04	1.748203e-02	1.159332e-01
4840	-7.336395e+01	1.312658e-02	1.748674e-02	1.159692e-01
4850	-7.336394e+01	2.307919e-03	1.749129e-02	1.159870e-01
4860	-7.336394e+01	4.289478e-04	1.746253e-02	1.159914e-01
4870	-7.336396e+01	2.601719e-03	1.787010e-02	1.168450e-01
4880	-7.336398e+01	2.899751e-02	1.787668e-02	1.169275e-01
4890	-7.336404e+01	8.400992e-03	1.786384e-02	1.174264e-01
4900	-7.336405e+01	1.306072e-04	1.784000e-02	1.175806e-01
4910	-7.336406e+01	1.388531e-01	1.786943e-02	1.176143e-01
4920	-7.336406e+01	5.985629e-03	1.779645e-02	1.176100e-01
4930	-7.336406e+01	7.058270e-04	1.784882e-02	1.176303e-01
4940	-7.336406e+01	1.944031e-03	1.787915e-02	1.176417e-01
4950	-7.336407e+01	1.826780e-03	1.782659e-02	1.177143e-01
4960	-7.336407e+01	1.051076e-05	1.786038e-02	1.177325e-01
4970	-7.336407e+01	3.119066e-03	1.784646e-02	1.177177e-01
4980	-7.336407e+01	1.937227e-04	1.783947e-02	1.177132e-01
4990	-7.336407e+01	3.373376e-05	1.783173e-02	1.177070e-01
5000	-7.336407e+01	5.635270e-04	1.786276e-02	1.177435e-01
5010	-7.336407e+01	7.596901e-05	1.785854e-02	1.177418e-01
5020	-7.336407e+01	1.185628e-03	1.781307e-02	1.177465e-01
5030	-7.336408e+01	1.423608e-01	1.777188e-02	1.180280e-01
5040	-7.336409e+01	9.671016e-03	1.791782e-02	1.182691e-01
5050	-7.336409e+01	3.169974e-03	1.807712e-02	1.183506e-01
5060	-7.336410e+01	6.929107e-04	1.799169e-02	1.183211e-01
5070	-7.336409e+01	4.187982e-05	1.799007e-02	1.183174e-01
5080	-7.336409e+01	4.776022e-04	1.800502e-02	1.183163e-01
5090	-7.336409e+01	8.366672e-04	1.793873e-02	1.182282e-01
5100	-7.336410e+01	1.383543e-03	1.815745e-02	1.186173e-01
5110	-7.336409e+01	9.822135e-03	1.806394e-02	1.186318e-01
5120	-7.336410e+01	1.263300e-03	1.803612e-02	1.186262e-01
5130	-7.336410e+01	1.155631e-02	1.787132e-02	1.185706e-01
5140	-7.336410e+01	2.120926e-02	1.797993e-02	1.186173e-01
5150	-7.336411e+01	1.155711e-02	1.801504e-02	1.185519e-01
5160	-7.336412e+01	3.566313e-02	1.801526e-02	1.184003e-01
5170	-7.336414e+01	5.048083e-04	1.796153e-02	1.180804e-01
5180	-7.336414e+01	4.056801e-04	1.795019e-02	1.180557e-01
5190	-7.336414e+01	6.518888e-03	1.779459e-02	1.178626e-01
5200	-7.336415e+01	3.944924e-03	1.780626e-02	1.178636e-01
5210	-7.336415e+01	5.756431e-03	1.788881e-02	1.178674e-01
5220	-7.336423e+01	3.443506e-01	1.846444e-02	1.179603e-01
5230	-7.336423e+01	1.489195e-04	1.793327e-02	1.178042e-01
5240	-7.336423e+01	1.861727e-04	1.793984e-02	1.178066e-01
5250	-7.336423e+01	7.674105e-02	1.794685e-02	1.177701e-01
5260	-7.336424e+01	3.144698e-03	1.787670e-02	1.177310e-01
5270	-7.336426e+01	1.773889e-01	1.718062e-02	1.173653e-01
5280	-7.336428e+01	1.207632e-03	1.734683e-02	1.173456e-01
5290	-7.336428e+01	4.744787e-03	1.738429e-02	1.174388e-01
5300	-7.336431e+01	4.460845e-04	1.787812e-02	1.185307e-01
5310	-7.336433e+01	1.178630e-01	1.799987e-02	1.186887e-01
5320	-7.336447e+01	8.134256e-02	1.815176e-02	1.194883e-01
5330	-7.336449e+01	2.354531e-04	1.805571e-02	1.195329e-01
5340	-7.336449e+01	3.137175e-03	1.804859e-02	1.195296e-01
5350	-7.336449e+01	1.973406e-03	1.791192e-02	1.194755e-01
5360	-7.336449e+01	5.850803e-03	1.802287e-02	1.195261e-01
5370	-7.336449e+01	9.617577e-04	1.808692e-02	1.195559e-01
5380	-7.336450e+01	2.183173e-03	1.818191e-02	1.198379e-01
5390	-7.336450e+01	7.880314e-03	1.821719e-02	1.199124e-01
5400	-7.336451e+01	9.122403e-04	1.814869e-02	1.200432e-01
5410	-7.336451e+01	6.220756e-04	1.813600e-02	1.200451e-01
5420	-7.336451e+01	1.717215e-03	1.840972e-02	1.202800e-01
5430	-7.336451e+01	4.468955e-03	1.813429e-02	1.203349e-01
5440	-7.336451e+01	7.333448e-03	1.816489e-02	1.203686e-01
5450	-7.336452e+01	1.110137e-03	1.824035e-02	1.204113e-01
5460	-7.336452e+01	5.836896e-04	1.822643e-02	1.204803e-01
5470	-7.336452e+01	1.174457e-03	1.821150e-02	1.204802e-01
5480	-7.336452e+01	1.364485e-02	1.780558e-02	1.205219e-01
5490	-7.336453e+01	1.214425e-03	1.828023e-02	1.211250e-01
5500	-7.336454e+01	4.441256e-04	1.829793e-02	1.211365e-01
5510	-7.336453e+01	1.047529e-04	1.837695e-02	1.213561e-01
5520	-7.336454e+01	8.489941e-03	1.840641e-02	1.213738e-01
5530	-7.336453e+01	5.157904e-04	1.840889e-02	1.213854e-01
5540	-7.336454e+01	4.261548e-04	1.823033e-02	1.214618e-01
5550	-7.336454e+01	4.941508e-04	1.836673e-02	1.215633e-01
5560	-7.336454e+01	6.670574e-04	1.840035e-02	1.215758e-01
5570	-7.336454e+01	3.415409e-03	1.824057e-02	1.215456e-01
5580	-7.336455e+01	7.639167e-03	1.831993e-02	1.216028e-01
5590	-7.336455e+01	1.634360e-03	1.844697e-02	1.216683e-01
5600	-7.336455e+01	2.597760e-02	1.841633e-02	1.217767e-01
5610	-7.336456e+01	7.673051e-04	1.837753e-02	1.217549e-01
5620	-7.336455e+01	1.435613e-03	1.837383e-02	1.217521e-01
5630	-7.336455e+01	1.458984e-02	1.836695e-02	1.217482e-01
5640	-7.336455e+01	1.142413e-03	1.834182e-02	1.217408e-01
5650	-7.336457e+01	7.201560e-02	1.841310e-02	1.220278e-01
5660	-7.336457e+01	1.191359e-03	1.847916e-02	1.220932e-01
5670	-7.336468e+01	1.262129e-01	2.104138e-02	1.239221e-01
5680	-7.336489e+01	1.064680e-01	1.974247e-02	1.256517e-01
5690	-7.336490e+01	6.745276e-03	1.887985e-02	1.253985e-01
5700	-7.336491e+01	3.163895e-04	1.865917e-02	1.249769e-01
5710	-7.336490e+01	3.937554e-04	1.865670e-02	1.249710e-01
5720	-7.336491e+01	1.031494e-03	1.865579e-02	1.249666e-01
5730	-7.336491e+01	3.661245e-04	1.863706e-02	1.249070e-01
5740	-7.336491e+01	5.817984e-03	1.859923e-02	1.247870e-01
5750	-7.336492e+01	1.910104e-03	1.856182e-02	1.247169e-01
5760	-7.336491e+01	3.543095e-04	1.856885e-02	1.247199e-01
5770	-7.336492e+01	4.523522e-04	1.867558e-02	1.247632e-01
5780	-7.336492e+01	2.350330e-03	1.872674e-02	1.249189e-01
5790	-7.336492e+01	2.042633e-03	1.887573e-02	1.249887e-01
5800	-7.336493e+01	7.767904e-03	1.878472e-02	1.251063e-01
5810	-7.336492e+01	2.018576e-02	1.879378e-02	1.251186e-01
5820	-7.336492e+01	1.763592e-03	1.879976e-02	1.251329e-01
5830	-7.336493e+01	5.453580e-04	1.882879e-02	1.252212e-01
5840	-7.336493e+01	2.132379e-04	1.883268e-02	1.252344e-01
5850	-7.336493e+01	1.585414e-02	1.883798e-02	1.252378e-01
5860	-7.336494e+01	3.587607e-03	1.874191e-02	1.252187e-01
5870	-7.336493e+01	3.723265e-03	1.879035e-02	1.252387e-01
5880	-7.336493e+01	7.103785e-02	1.840696e-02	1.251445e-01
5890	-7.336494e+01	3.039955e-05	1.862756e-02	1.252711e-01
5900	-7.336495e+01	1.199102e-04	1.862569e-02	1.252716e-01
5910	-7.336494e+01	2.329556e-02	1.866523e-02	1.253443e-01
5920	-7.336493e+01	2.702189e-04	1.868234e-02	1.253580e-01
5930	-7.336494e+01	1.095125e-03	1.866263e-02	1.253559e-01
5940	-7.336495e+01	2.570569e-03	1.863252e-02	1.253369e-01
5950	-7.336494e+01	1.631951e-04	1.861258e-02	1.253188e-01
5960	-7.336495e+01	2.344802e-03	1.860833e-02	1.253150e-01
5970	-7.336494e+01	1.438841e-02	1.831784e-02	1.252628e-01
5980	-7.336495e+01	1.379520e-02	1.847951e-02	1.253987e-01
5990	-7.336495e+01	9.688977e-04	1.865956e-02	1.255410e-01
6000	-7.336495e+01	3.861426e-04	1.866501e-02	1.255438e-01
6010	-7.336495e+01	1.720194e-02	1.873599e-02	1.256480e-01
6020	-7.336495e+01	8.391551e-05	1.875331e-02	1.256797e-01
6030	-7.336496e+01	2.591832e-03	1.887339e-02	1.257360e-01
6040	-7.336496e+01	1.846749e-01	1.872265e-02	1.257225e-01
6050	-7.336496e+01	8.560582e-04	1.870607e-02	1.257363e-01
6060	-7.336496e+01	4.414739e-05	1.867329e-02	1.257247e-01
6070	-7.336495e+01	1.369638e-03	1.864607e-02	1.257255e-01
6080	-7.336496e+01	2.834054e-05	1.868717e-02	1.257413e-01
6090	-7.336496e+01	1.993259e-03	1.867928e-02	1.257382e-01
6100	-7.336496e+01	1.964476e-02	1.869240e-02	1.257633e-01
6110	-7.336496e+01	1.495380e-04	1.868928e-02	1.257647e-01
6120	-7.336497e+01	1.504552e-02	1.863696e-02	1.257368e-01
6130	-7.336498e+01	3.358845e-03	1.854928e-02	1.256486e-01
6140	-7.336497e+01	1.044437e-02	1.854262e-02	1.257392e-01
6150	-7.336497e+01	5.020503e-03	1.863313e-02	1.258765e-01
6160	-7.336498e+01	2.184945e-03	1.879899e-02	1.260743e-01
6170	-7.336498e+01	2.675606e-02	1.872243e-02	1.260648e-01
6180	-7.336498e+01	2.950791e-04	1.902943e-02	1.262027e-01
6190	-7.336498e+01	1.691234e-04	1.869786e-02	1.261560e-01
6200	-7.336498e+01	9.133926e-03	1.869218e-02	1.261550e-01
6210	-7.336499e+01	2.623388e-04	1.869376e-02	1.261574e-01
6220	-7.336498e+01	3.638487e-04	1.868810e-02	1.261557e-01
6230	-7.336498e+01	3.326305e-03	1.867278e-02	1.261599e-01
6240	-7.336498e+01	3.790399e-04	1.867473e-02	1.261633e-01
6250	-7.336498e+01	3.161992e-05	1.867698e-02	1.261664e-01
6260	-7.336498e+01	1.933061e-04	1.869469e-02	1.261874e-01
6270	-7.336498e+01	1.654778e-04	1.870912e-02	1.261933e-01
6280	-7.336498e+01	1.462079e-03	1.874464e-02	1.262092e-01
6290	-7.336499e+01	2.652470e-03	1.870378e-02	1.262012e-01
6300	-7.336499e+01	1.400561e-03	1.870055e-02	1.262008e-01
6310	-7.336500e+01	3.822192e-03	1.880401e-02	1.265173e-01
6320	-7.336501e+01	6.301044e-04	1.884142e-02	1.265779e-01
6330	-7.336502e+01	3.025516e-02	1.905344e-02	1.271406e-01
6340	-7.336503e+01	1.110521e-02	1.899864e-02	1.272404e-01
6350	-7.336502e+01	3.790043e-03	1.909316e-02	1.273037e-01
6360	-7.336503e+01	7.419670e-03	1.906058e-02	1.272904e-01
6370	-7.336502e+01	1.937979e-04	1.900306e-02	1.270937e-01
6380	-7.336503e+01	1.045893e-04	1.892482e-02	1.270626e-01
6390	-7.336503e+01	5.016448e-02	1.892423e-02	1.270575e-01
6400	-7.336504e+01	1.627263e-02	1.883383e-02	1.268474e-01
6410	-7.336504e+01	6.942384e-05	1.882650e-02	1.268444e-01
6420	-7.336504e+01	7.818660e-04	1.882991e-02	1.268442e-01
6430	-7.336506e+01	4.749863e-02	1.889959e-02	1.268186e-01
6440	-7.336505e+01	4.260309e-03	1.881425e-02	1.267752e-01
6450	-7.336506e+01	2.444554e-04	1.883359e-02	1.267810e-01
6460	-7.336505e+01	6.236017e-04	1.882746e-02	1.267785e-01
6470	-7.336506e+01	4.919483e-04	1.879999e-02	1.267665e-01
6480	-7.336506e+01	6.200945e-03	1.861520e-02	1.267192e-01
6490	-7.336507e+01	2.747484e-03	1.849497e-02	1.267171e-01
6500	-7.336508e+01	1.137722e-03	1.882771e-02	1.270079e-01
6510	-7.336507e+01	2.851362e-03	1.890645e-02	1.270561e-01
6520	-7.336507e+01	5.277436e-04	1.891408e-02	1.271390e-01
6530	-7.336508e+01	3.016389e-04	1.891696e-02	1.271402e-01
6540	-7.336507e+01	4.075910e-03	1.893958e-02	1.271456e-01
6550	-7.336508e+01	2.848274e-03	1.877575e-02	1.270288e-01
6560	-7.336509e+01	3.161129e-03	1.864764e-02	1.269362e-01
6570	-7.336510e+01	2.012778e-03	1.861212e-02	1.271177e-01
6580	-7.336509e+01	6.851766e-03	1.861745e-02	1.271325e-01
6590	-7.336509e+01	1.530887e-02	1.872548e-02	1.272218e-01
6600	-7.336509e+01	9.602566e-04	1.876095e-02	1.272330e-01
6610	-7.336509e+01	3.552225e-02	1.864969e-02	1.269856e-01
6620	-7.336510e+01	4.676467e-03	1.862553e-02	1.269682e-01
6630	-7.336509e+01	5.524164e-02	1.865691e-02	1.269713e-01
6640	-7.336513e+01	1.448354e-02	1.899409e-02	1.272359e-01
6650	-7.336512e+01	4.277542e-04	1.885004e-02	1.271905e-01
6660	-7.336512e+01	9.111525e-05	1.884964e-02	1.271907e-01
6670	-7.336515e+01	5.997883e-03	1.878317e-02	1.274046e-01
6680	-7.336515e+01	7.025422e-02	1.862510e-02	1.273508e-01
6690	-7.336515e+01	1.643942e-02	1.902704e-02	1.276598e-01
6700	-7.336516e+01	4.806439e-04	1.901240e-02	1.276567e-01
6710	-7.336516e+01	4.546923e-05	1.889495e-02	1.276470e-01
6720	-7.336515e+01	3.421068e-03	1.888875e-02	1.276442e-01
6730	-7.336516e+01	2.688558e-05	1.888487e-02	1.276421e-01
6740	-7.336516e+01	7.042462e-05	1.887207e-02	1.276271e-01
6750	-7.336517e+01	8.452987e-03	1.888258e-02	1.276306e-01
6760	-7.336516e+01	4.043072e-05	1.887145e-02	1.276268e-01
6770	-7.336516e+01	1.938440e-04	1.889622e-02	1.276700e-01
6780	-7.336515e+01	3.017275e-03	1.888877e-02	1.276680e-01
6790	-7.336516e+01	2.094376e-04	1.894648e-02	1.276725e-01
6800	-7.336515e+01	2.091533e-03	1.894835e-02	1.276711e-01
6810	-7.336516e+01	1.151686e-03	1.883644e-02	1.275627e-01
6820	-7.336516e+01	3.138382e-04	1.881128e-02	1.275960e-01
6830	-7.336516e+01	6.162453e-03	1.886893e-02	1.277072e-01
6840	-7.336517e+01	2.306528e-03	1.895861e-02	1.278507e-01
6850	-7.336517e+01	1.118475e-01	1.899541e-02	1.278663e-01
6860	-7.336516e+01	1.169677e-02	1.892199e-02	1.278655e-01
6870	-7.336517e+01	4.276610e-05	1.894227e-02	1.278766e-01
6880	-7.336517e+01	1.727230e-02	1.894876e-02	1.278789e-01
6890	-7.336519e+01	1.333553e-02	1.959199e-02	1.285243e-01
6900	-7.336520e+01	1.233938e-03	1.916389e-02	1.284954e-01
6910	-7.336519e+01	8.249081e-02	1.908094e-02	1.285061e-01
6920	-7.336521e+01	7.063565e-03	1.904836e-02	1.285527e-01
6930	-7.336520e+01	3.410029e-04	1.912834e-02	1.285929e-01
6940	-7.336520e+01	5.183787e-05	1.912850e-02	1.285930e-01
6950	-7.336520e+01	8.892419e-03	1.917042e-02	1.286471e-01
6960	-7.336520e+01	2.832716e-04	1.926273e-02	1.287712e-01
6970	-7.336521e+01	2.602597e-04	1.925456e-02	1.287728e-01
6980	-7.336521e+01	6.094694e-01	1.940027e-02	1.287732e-01
6990	-7.336521e+01	2.208328e-03	1.920188e-02	1.287478e-01
7000	-7.336521e+01	2.597217e-03	1.897103e-02	1.286847e-01
7010	-7.336527e+01	6.008453e-03	1.945890e-02	1.298968e-01
7020	-7.336528e+01	4.755964e-02	1.933938e-02	1.299951e-01
7030	-7.336528e+01	2.932763e-04	1.960929e-02	1.301210e-01
7040	-7.336529e+01	2.172346e-03	1.915284e-02	1.294997e-01
7050	-7.336530e+01	5.594765e-02	1.915082e-02	1.294908e-01
7060	-7.336531e+01	6.562930e-05	1.913988e-02	1.294867e-01
7070	-7.336531e+01	1.740573e-04	1.913939e-02	1.294832e-01
7080	-7.336531e+01	1.592143e-03	1.909386e-02	1.294247e-01
7090	-7.336531e+01	1.362567e-02	1.890190e-02	1.292657e-01
7100	-7.336531e+01	1.110002e-03	1.895763e-02	1.292473e-01
7110	-7.336531e+01	1.302935e-04	1.896965e-02	1.292515e-01
7120	-7.336531e+01	2.788216e-02	1.900089e-02	1.292604e-01
7130	-7.336532e+01	4.950994e-04	1.901386e-02	1.292695e-01
7140	-7.336531e+01	4.911673e-05	1.899822e-02	1.292832e-01
7150	-7.336532e+01	3.251595e-03	1.902215e-02	1.293079e-01
7160	-7.336531e+01	1.840739e-03	1.904849e-02	1.293486e-01
7170	-7.336531e+01	1.452298e-05	1.906384e-02	1.293680e-01
7180	-7.336531e+01	7.740523e-04	1.906702e-02	1.293729e-01
7190	-7.336531e+01	1.252159e-02	1.909082e-02	1.294595e-01
7200	-7.336531e+01	9.491649e-04	1.912836e-02	1.294847e-01
7210	-7.336531e+01	6.619993e-04	1.914445e-02	1.294979e-01
7220	-7.336532e+01	1.354360e-03	1.905900e-02	1.295309e-01
7230	-7.336531e+01	1.256058e-04	1.901234e-02	1.295177e-01
7240	-7.336531e+01	2.654777e-04	1.910530e-02	1.297219e-01
7250	-7.336531e+01	9.300070e-02	1.918772e-02	1.297586e-01
7260	-7.336532e+01	1.199034e-02	1.919723e-02	1.299610e-01
7270	-7.336533e+01	1.776280e-02	1.916656e-02	1.299623e-01
7280	-7.336535e+01	8.471228e-05	1.911823e-02	1.300299e-01
7290	-7.336534e+01	3.636116e-04	1.911784e-02	1.300297e-01
7300	-7.336534e+01	1.382287e-04	1.911136e-02	1.300267e-01
7310	-7.336535e+01	3.589605e-04	1.913186e-02	1.300368e-01
7320	-7.336534e+01	1.146531e-02	1.911493e-02	1.300292e-01
7330	-7.336534e+01	1.323732e-04	1.904834e-02	1.300029e-01
7340	-7.336535e+01	3.928225e-04	1.911835e-02	1.296085e-01
7350	-7.336535e+01	3.350846e-02	1.905758e-02	1.293905e-01
7360	-7.336535e+01	8.721249e-04	1.897014e-02	1.291914e-01
7370	-7.336536e+01	9.565641e-05	1.895183e-02	1.291529e-01
7380	-7.336536e+01	1.338659e-04	1.895417e-02	1.291535e-01
7390	-7.336535e+01	1.576917e-02	1.897517e-02	1.291559e-01
7400	-7.336535e+01	5.969976e-04	1.894878e-02	1.291415e-01
7410	-7.336535e+01	9.393604e-05	1.891949e-02	1.290949e-01
7420	-7.336535e+01	1.021557e-03	1.892443e-02	1.291159e-01
7430	-7.336535e+01	2.230089e-04	1.893511e-02	1.291199e-01
7440	-7.336535e+01	9.333954e-06	1.895090e-02	1.291261e-01
7450	-7.336536e+01	1.214325e-03	1.895083e-02	1.291255e-01
7460	-7.336536e+01	1.310062e-02	1.892527e-02	1.290652e-01
7470	-7.336535e+01	1.470072e-04	1.892731e-02	1.290651e-01
7480	-7.336536e+01	1.951740e-03	1.894956e-02	1.290969e-01
7490	-7.336536e+01	6.049632e-04	1.895163e-02	1.291000e-01
7500	-7.336536e+01	1.513176e-03	1.895156e-02	1.291014e-01
7510	-7.336536e+01	8.934706e-03	1.895683e-02	1.291010e-01
7520	-7.336536e+01	2.784908e-04	1.894718e-02	1.290938e-01
7530	-7.336536e+01	2.475987e-05	1.895872e-02	1.290974e-01
7540	-7.336536e+01	1.334478e-04	1.895801e-02	1.290971e-01
7550	-7.336536e+01	6.417318e-04	1.893621e-02	1.290885e-01
7560	-7.336536e+01	2.055454e-04	1.894912e-02	1.290861e-01
7570	-7.336536e+01	9.722727e-04	1.894932e-02	1.290862e-01
7580	-7.336536e+01	9.616555e-03	1.896541e-02	1.291116e-01
7590	-7.336536e+01	1.234241e-02	1.896166e-02	1.291200e-01
7600	-7.336536e+01	7.508324e-04	1.896851e-02	1.291240e-01
7610	-7.336536e+01	8.734909e-05	1.894772e-02	1.290950e-01
7620	-7.336536e+01	5.395544e-04	1.894867e-02	1.290947e-01
7630	-7.336536e+01	5.196643e-04	1.896869e-02	1.290875e-01
7640	-7.336536e+01	2.975333e-03	1.889062e-02	1.290400e-01
7650	-7.336535e+01	5.237109e-04	1.888954e-02	1.290382e-01
7660	-7.336536e+01	5.721537e-03	1.893840e-02	1.290531e-01
7670	-7.336536e+01	3.129773e-04	1.895640e-02	1.291351e-01
7680	-7.336536e+01	1.802806e-05	1.896493e-02	1.291384e-01
