i, epoch, loss, l2_err, h1_err
  0     1 -7.26962e+01 9.72804e-01 1.06878e+00
  1     2 -1.42145e+02 9.62922e-01 1.14256e+00
  2     3 -2.09180e+02 9.54949e-01 1.20928e+00
  3     4 -2.74406e+02 9.46926e-01 1.26875e+00
  4     5 -3.36635e+02 9.38315e-01 1.31659e+00
  5     6 -3.93080e+02 9.29099e-01 1.35719e+00
  6     7 -4.47707e+02 9.19076e-01 1.38937e+00
  7     9 -5.54013e+02 8.96938e-01 1.43269e+00
  8    11 -6.38519e+02 8.71916e-01 1.45684e+00
  9    13 -7.18548e+02 8.43560e-01 1.46631e+00
 10    16 -8.25253e+02 7.94185e-01 1.45552e+00
 11    20 -9.22909e+02 7.17320e-01 1.39935e+00
 12    24 -9.95803e+02 6.32264e-01 1.30567e+00
 13    29 -1.06748e+03 5.22361e-01 1.15503e+00
 14    35 -1.10498e+03 3.95476e-01 9.53674e-01
 15    42 -1.10387e+03 2.64790e-01 7.32559e-01
 16    51 -1.12946e+03 1.38179e-01 5.04857e-01
 17    62 -1.12114e+03 5.14967e-02 3.19580e-01
 18    75 -1.14618e+03 2.78739e-02 2.37966e-01
 19    91 -1.14179e+03 2.63234e-02 2.29044e-01
 20   109 -1.14575e+03 1.46454e-02 2.21125e-01
 21   132 -1.14403e+03 1.16116e-02 2.18535e-01
 22   159 -1.14009e+03 1.13557e-02 2.17127e-01
 23   193 -1.13275e+03 1.21316e-02 2.20282e-01
 24   232 -1.12926e+03 1.16063e-02 2.17204e-01
 25   281 -1.11783e+03 1.17695e-02 2.18309e-01
 26   339 -1.14110e+03 1.15643e-02 2.17947e-01
 27   409 -1.10912e+03 1.18070e-02 2.19149e-01
 28   494 -1.13460e+03 1.15274e-02 2.17526e-01
 29   596 -1.12177e+03 1.19228e-02 2.18632e-01
 30   719 -1.14854e+03 1.19095e-02 2.19296e-01
 31   868 -1.12652e+03 1.14854e-02 2.18160e-01
 32  1048 -1.13428e+03 1.18240e-02 2.19074e-01
 33  1264 -1.13056e+03 1.17087e-02 2.18260e-01
 34  1526 -1.12790e+03 1.16945e-02 2.18365e-01
 35  1842 -1.14120e+03 1.17036e-02 2.18418e-01
 36  2222 -1.11671e+03 1.17066e-02 2.18391e-01
 37  2682 -1.11066e+03 1.17039e-02 2.18421e-01
 38  3237 -1.13354e+03 1.17009e-02 2.18412e-01
 39  3906 -1.12496e+03 1.17008e-02 2.18409e-01
 40  4714 -1.14069e+03 1.17015e-02 2.18413e-01
 41  5689 -1.12645e+03 1.17012e-02 2.18409e-01
 42  6866 -1.12349e+03 1.17013e-02 2.18414e-01
 43  8286 -1.10917e+03 1.17016e-02 2.18401e-01
 44 10000 -1.14141e+03 1.17029e-02 2.18418e-01
