i, epoch, loss, l2_err, h1_err
  0     1 -7.54041e+01 9.93387e-01 1.24533e+00
  1     2 -1.46247e+02 9.89750e-01 1.37249e+00
  2     3 -2.14096e+02 9.86914e-01 1.50538e+00
  3     4 -2.72125e+02 9.84401e-01 1.62149e+00
  4     5 -3.32874e+02 9.82108e-01 1.71971e+00
  5     6 -3.90554e+02 9.79476e-01 1.80555e+00
  6     7 -4.41759e+02 9.76461e-01 1.87919e+00
  7     9 -5.40077e+02 9.69078e-01 1.98386e+00
  8    11 -6.33978e+02 9.60049e-01 2.04802e+00
  9    13 -7.06014e+02 9.49289e-01 2.08769e+00
 10    16 -8.11123e+02 9.29432e-01 2.11684e+00
 11    20 -9.18084e+02 8.94495e-01 2.09382e+00
 12    24 -9.85087e+02 8.49706e-01 2.01754e+00
 13    29 -1.03257e+03 7.81997e-01 1.89226e+00
 14    35 -1.07226e+03 6.86315e-01 1.71067e+00
 15    42 -1.10867e+03 5.63014e-01 1.46543e+00
 16    51 -1.11126e+03 4.05284e-01 1.12827e+00
 17    62 -1.13361e+03 2.41757e-01 7.46301e-01
 18    75 -1.11972e+03 1.11164e-01 3.91372e-01
 19    91 -1.12543e+03 3.18807e-02 1.60463e-01
 20   109 -1.11683e+03 4.21306e-03 1.23238e-01
 21   132 -1.11540e+03 5.80947e-03 1.29688e-01
 22   159 -1.11470e+03 3.34078e-03 1.17350e-01
 23   193 -1.12671e+03 3.14066e-03 1.23111e-01
 24   232 -1.13061e+03 2.86435e-03 1.15403e-01
 25   281 -1.13913e+03 3.30616e-03 1.20220e-01
 26   339 -1.13183e+03 3.31061e-03 1.22581e-01
 27   409 -1.14741e+03 3.15768e-03 1.22158e-01
 28   494 -1.14560e+03 3.31186e-03 1.18548e-01
 29   596 -1.15071e+03 3.33107e-03 1.19510e-01
 30   719 -1.12487e+03 3.15219e-03 1.25397e-01
 31   868 -1.13793e+03 2.52113e-03 1.17005e-01
 32  1048 -1.13192e+03 2.54306e-03 1.16659e-01
 33  1264 -1.13340e+03 2.45149e-03 1.15670e-01
 34  1526 -1.13913e+03 2.42541e-03 1.15540e-01
 35  1842 -1.12789e+03 2.48771e-03 1.17080e-01
 36  2222 -1.12803e+03 2.35003e-03 1.15476e-01
 37  2682 -1.12803e+03 2.38065e-03 1.15860e-01
 38  3237 -1.12321e+03 2.37359e-03 1.15722e-01
 39  3906 -1.11870e+03 2.37412e-03 1.15737e-01
 40  4714 -1.12394e+03 2.37356e-03 1.15727e-01
 41  5689 -1.12288e+03 2.37276e-03 1.15711e-01
 42  6866 -1.13009e+03 2.37305e-03 1.15719e-01
 43  8286 -1.11911e+03 2.37226e-03 1.15714e-01
 44 10000 -1.14919e+03 2.37259e-03 1.15728e-01
