i, epoch, loss, l2_err, h1_err
  0     1 -7.49951e+01 9.88492e-01 1.20384e+00
  1     2 -1.46734e+02 9.83376e-01 1.32223e+00
  2     3 -2.13960e+02 9.79037e-01 1.44342e+00
  3     4 -2.76541e+02 9.75069e-01 1.54612e+00
  4     5 -3.35175e+02 9.71376e-01 1.63234e+00
  5     6 -3.90787e+02 9.67514e-01 1.70367e+00
  6     7 -4.45757e+02 9.63388e-01 1.76742e+00
  7     9 -5.43234e+02 9.53912e-01 1.86503e+00
  8    11 -6.26858e+02 9.42480e-01 1.92566e+00
  9    13 -7.12808e+02 9.28794e-01 1.96172e+00
 10    16 -8.11347e+02 9.04429e-01 1.97360e+00
 11    20 -9.18394e+02 8.64195e-01 1.93613e+00
 12    24 -9.72249e+02 8.14275e-01 1.86566e+00
 13    29 -1.06326e+03 7.38101e-01 1.74156e+00
 14    35 -1.08511e+03 6.32020e-01 1.55383e+00
 15    42 -1.09409e+03 5.01519e-01 1.30443e+00
 16    51 -1.10648e+03 3.46725e-01 9.86330e-01
 17    62 -1.11642e+03 1.98065e-01 6.50267e-01
 18    75 -1.13212e+03 8.71058e-02 3.51206e-01
 19    91 -1.12029e+03 2.18983e-02 1.56153e-01
 20   109 -1.13115e+03 4.95917e-03 1.33558e-01
 21   132 -1.13133e+03 6.19020e-03 1.33514e-01
 22   159 -1.12726e+03 3.76908e-03 1.30590e-01
 23   193 -1.13067e+03 4.37369e-03 1.35152e-01
 24   232 -1.14195e+03 4.16988e-03 1.32247e-01
 25   281 -1.13000e+03 3.73186e-03 1.30725e-01
 26   339 -1.10738e+03 3.92280e-03 1.33696e-01
 27   409 -1.13694e+03 3.96336e-03 1.32516e-01
 28   494 -1.14265e+03 3.54160e-03 1.30060e-01
 29   596 -1.13336e+03 3.48893e-03 1.30047e-01
 30   719 -1.11153e+03 3.76065e-03 1.31461e-01
 31   868 -1.14228e+03 3.70173e-03 1.31075e-01
 32  1048 -1.11803e+03 3.60224e-03 1.31112e-01
 33  1264 -1.14855e+03 3.56473e-03 1.29884e-01
 34  1526 -1.13015e+03 3.31631e-03 1.28818e-01
 35  1842 -1.12641e+03 3.52967e-03 1.29467e-01
 36  2222 -1.12353e+03 3.44425e-03 1.29024e-01
 37  2682 -1.13294e+03 3.40444e-03 1.28772e-01
 38  3237 -1.11998e+03 3.40641e-03 1.28889e-01
 39  3906 -1.13978e+03 3.40670e-03 1.28886e-01
 40  4714 -1.12730e+03 3.40673e-03 1.28888e-01
 41  5689 -1.14026e+03 3.40753e-03 1.28899e-01
 42  6866 -1.13059e+03 3.40964e-03 1.28920e-01
 43  8286 -1.12653e+03 3.41169e-03 1.28938e-01
 44 10000 -1.10378e+03 3.41214e-03 1.28941e-01
