i, epoch, loss, l2_err, h1_err
  0     1 -7.38456e+01 9.72496e-01 1.02808e+00
  1     2 -1.44597e+02 9.60174e-01 1.07170e+00
  2     3 -2.13487e+02 9.48428e-01 1.12166e+00
  3     4 -2.74452e+02 9.36323e-01 1.17121e+00
  4     5 -3.37911e+02 9.23214e-01 1.21458e+00
  5     6 -3.92053e+02 9.09399e-01 1.25083e+00
  6     7 -4.53312e+02 8.94912e-01 1.27718e+00
  7     9 -5.54129e+02 8.63512e-01 1.31243e+00
  8    11 -6.42869e+02 8.29036e-01 1.33140e+00
  9    13 -7.25205e+02 7.92789e-01 1.33819e+00
 10    16 -8.37757e+02 7.36637e-01 1.33516e+00
 11    20 -9.27435e+02 6.58828e-01 1.30821e+00
 12    24 -1.01647e+03 5.79455e-01 1.25310e+00
 13    29 -1.06416e+03 4.83236e-01 1.15355e+00
 14    35 -1.11341e+03 3.76309e-01 9.96888e-01
 15    42 -1.11144e+03 2.64991e-01 7.88208e-01
 16    51 -1.11967e+03 1.48644e-01 5.40919e-01
 17    62 -1.14002e+03 5.51278e-02 3.58210e-01
 18    75 -1.12897e+03 3.00339e-02 3.01683e-01
 19    91 -1.13053e+03 3.29386e-02 3.00900e-01
 20   109 -1.12963e+03 2.47120e-02 2.94347e-01
 21   132 -1.12200e+03 2.19947e-02 2.89330e-01
 22   159 -1.13221e+03 2.25954e-02 2.90815e-01
 23   193 -1.10777e+03 2.22281e-02 2.90172e-01
 24   232 -1.13351e+03 2.26386e-02 2.91337e-01
 25   281 -1.14408e+03 2.20356e-02 2.89674e-01
 26   339 -1.13084e+03 2.26722e-02 2.92390e-01
 27   409 -1.13222e+03 2.21240e-02 2.91112e-01
 28   494 -1.14500e+03 2.25133e-02 2.89974e-01
 29   596 -1.12596e+03 2.22016e-02 2.88370e-01
 30   719 -1.13008e+03 2.27978e-02 2.93307e-01
 31   868 -1.13744e+03 2.31160e-02 2.94216e-01
 32  1048 -1.14251e+03 2.23691e-02 2.90258e-01
 33  1264 -1.13165e+03 2.23180e-02 2.89467e-01
 34  1526 -1.11670e+03 2.24398e-02 2.90767e-01
 35  1842 -1.12285e+03 2.24679e-02 2.91255e-01
 36  2222 -1.13220e+03 2.23331e-02 2.90554e-01
 37  2682 -1.14514e+03 2.23394e-02 2.90550e-01
 38  3237 -1.14615e+03 2.23390e-02 2.90525e-01
 39  3906 -1.14296e+03 2.23369e-02 2.90512e-01
 40  4714 -1.12209e+03 2.23383e-02 2.90519e-01
 41  5689 -1.11418e+03 2.23392e-02 2.90522e-01
 42  6866 -1.11426e+03 2.23413e-02 2.90525e-01
 43  8286 -1.12265e+03 2.23436e-02 2.90534e-01
 44 10000 -1.13013e+03 2.23461e-02 2.90545e-01
