i, epoch, loss, l2_err, h1_err
  0     1 -7.29614e+01 9.82000e-01 1.10903e+00
  1     2 -1.42783e+02 9.76312e-01 1.19179e+00
  2     3 -2.10685e+02 9.71337e-01 1.27379e+00
  3     4 -2.71366e+02 9.66733e-01 1.35342e+00
  4     5 -3.29644e+02 9.61593e-01 1.42200e+00
  5     6 -3.85816e+02 9.55690e-01 1.47614e+00
  6     7 -4.51511e+02 9.48938e-01 1.52092e+00
  7     9 -5.45678e+02 9.32946e-01 1.58469e+00
  8    11 -6.32143e+02 9.12997e-01 1.62225e+00
  9    13 -7.23033e+02 8.88902e-01 1.63964e+00
 10    16 -8.18277e+02 8.44326e-01 1.63708e+00
 11    20 -9.23839e+02 7.71455e-01 1.57778e+00
 12    24 -9.96301e+02 6.87821e-01 1.46773e+00
 13    29 -1.06124e+03 5.77033e-01 1.29149e+00
 14    35 -1.09952e+03 4.46453e-01 1.06859e+00
 15    42 -1.13718e+03 3.09554e-01 8.30658e-01
 16    51 -1.13546e+03 1.71084e-01 5.73035e-01
 17    62 -1.12217e+03 6.60427e-02 3.49200e-01
 18    75 -1.12171e+03 1.95410e-02 2.19237e-01
 19    91 -1.14051e+03 2.02965e-02 1.99181e-01
 20   109 -1.13473e+03 1.33318e-02 1.95148e-01
 21   132 -1.10688e+03 8.53838e-03 1.89586e-01
 22   159 -1.12314e+03 8.50036e-03 1.88810e-01
 23   193 -1.14306e+03 8.29840e-03 1.87097e-01
 24   232 -1.11902e+03 9.02691e-03 1.90949e-01
 25   281 -1.12417e+03 8.18771e-03 1.87933e-01
 26   339 -1.12716e+03 8.54038e-03 1.88789e-01
 27   409 -1.13674e+03 8.84073e-03 1.92854e-01
 28   494 -1.14154e+03 8.74599e-03 1.92221e-01
 29   596 -1.15910e+03 8.40844e-03 1.87491e-01
 30   719 -1.13983e+03 8.24894e-03 1.87542e-01
 31   868 -1.13341e+03 8.50673e-03 1.89682e-01
 32  1048 -1.13569e+03 8.38862e-03 1.87986e-01
 33  1264 -1.11416e+03 8.33573e-03 1.87943e-01
 34  1526 -1.11709e+03 8.29445e-03 1.87597e-01
 35  1842 -1.11232e+03 8.30586e-03 1.87865e-01
 36  2222 -1.12487e+03 8.29893e-03 1.87954e-01
 37  2682 -1.12893e+03 8.30647e-03 1.88062e-01
 38  3237 -1.11888e+03 8.28593e-03 1.87895e-01
 39  3906 -1.13300e+03 8.29115e-03 1.87930e-01
 40  4714 -1.12780e+03 8.29066e-03 1.87927e-01
 41  5689 -1.12074e+03 8.29015e-03 1.87921e-01
 42  6866 -1.12786e+03 8.29191e-03 1.87934e-01
 43  8286 -1.12312e+03 8.29205e-03 1.87940e-01
 44 10000 -1.11783e+03 8.29547e-03 1.87965e-01
