i, epoch, loss, l2_err, h1_err
  0     1 -9.65887e+00 9.31190e-01 1.12839e+00
  1     2 -1.92207e+01 9.01261e-01 1.20254e+00
  2     3 -2.60215e+01 8.70530e-01 1.24331e+00
  3     4 -3.27642e+01 8.38994e-01 1.26472e+00
  4     5 -3.92549e+01 8.07199e-01 1.27024e+00
  5     6 -4.28986e+01 7.75095e-01 1.26471e+00
  6     7 -4.76326e+01 7.42687e-01 1.25090e+00
  7     9 -5.50574e+01 6.77288e-01 1.20416e+00
  8    11 -5.97721e+01 6.13457e-01 1.13077e+00
  9    13 -6.55022e+01 5.52311e-01 1.04167e+00
 10    16 -6.87238e+01 4.65096e-01 9.24615e-01
 11    20 -6.85964e+01 3.54598e-01 7.99826e-01
 12    24 -7.20325e+01 2.54466e-01 6.44956e-01
 13    29 -7.02100e+01 1.59947e-01 5.05147e-01
 14    35 -7.32994e+01 9.92782e-02 4.06641e-01
 15    42 -7.38471e+01 5.72370e-02 2.53652e-01
 16    51 -7.66640e+01 6.01486e-02 2.13511e-01
 17    62 -7.39484e+01 5.65818e-02 1.45947e-01
 18    75 -7.41521e+01 2.35973e-02 8.68369e-02
 19    91 -7.75358e+01 1.72498e-02 6.30630e-02
 20   109 -7.50076e+01 1.09854e-02 6.53898e-02
 21   132 -7.19670e+01 9.28574e-03 6.16868e-02
 22   159 -7.73282e+01 8.97300e-03 6.50526e-02
 23   193 -7.17040e+01 9.49977e-03 6.41846e-02
 24   232 -7.43926e+01 1.09596e-02 7.10872e-02
 25   281 -7.43566e+01 1.13639e-02 7.18106e-02
 26   339 -7.43833e+01 7.32768e-03 4.66538e-02
 27   409 -7.65526e+01 8.17831e-03 5.84761e-02
 28   494 -7.53729e+01 7.66619e-03 5.65216e-02
 29   596 -6.93849e+01 6.09240e-03 4.56174e-02
 30   719 -7.11339e+01 5.34548e-03 3.86106e-02
 31   868 -7.29532e+01 4.88031e-03 3.27992e-02
 32  1048 -7.40851e+01 3.44102e-03 2.59733e-02
 33  1264 -7.65333e+01 3.90614e-03 2.62206e-02
 34  1526 -7.61453e+01 1.96931e-03 1.90908e-02
 35  1842 -7.17000e+01 1.96481e-03 1.91421e-02
 36  2222 -7.50916e+01 1.42289e-03 1.75790e-02
 37  2682 -7.28845e+01 1.22213e-03 1.70249e-02
 38  3237 -7.39051e+01 1.19820e-03 1.69028e-02
 39  3906 -7.18590e+01 1.18701e-03 1.68649e-02
 40  4714 -7.38206e+01 1.17919e-03 1.68460e-02
 41  5689 -7.07574e+01 1.17283e-03 1.68303e-02
 42  6866 -7.16426e+01 1.16479e-03 1.67968e-02
 43  8286 -7.20236e+01 1.15711e-03 1.67758e-02
 44 10000 -7.45874e+01 1.15128e-03 1.67547e-02
