i, epoch, loss, l2_err, h1_err
  0     1 -1.06969e+01 9.47821e-01 1.51324e+00
  1     2 -2.00165e+01 9.34741e-01 1.69064e+00
  2     3 -2.66713e+01 9.21440e-01 1.85370e+00
  3     4 -3.14560e+01 9.07381e-01 1.95633e+00
  4     5 -3.71684e+01 8.92992e-01 2.00267e+00
  5     6 -4.45101e+01 8.78726e-01 2.02317e+00
  6     7 -4.63287e+01 8.64591e-01 2.02942e+00
  7     9 -5.29729e+01 8.36856e-01 2.01276e+00
  8    11 -5.90312e+01 8.07982e-01 1.95777e+00
  9    13 -6.59573e+01 7.76266e-01 1.87169e+00
 10    16 -6.39734e+01 7.24327e-01 1.72227e+00
 11    20 -6.56135e+01 6.49462e-01 1.50958e+00
 12    24 -7.12708e+01 5.69226e-01 1.33545e+00
 13    29 -7.09483e+01 4.70965e-01 1.17084e+00
 14    35 -7.51902e+01 3.59426e-01 9.48902e-01
 15    42 -6.84419e+01 2.46281e-01 6.56977e-01
 16    51 -7.38406e+01 1.46548e-01 3.70985e-01
 17    62 -7.19693e+01 7.25360e-02 2.17771e-01
 18    75 -7.10062e+01 2.73360e-02 1.79142e-01
 19    91 -7.24895e+01 1.50644e-02 1.66193e-01
 20   109 -7.50933e+01 1.43055e-02 1.59126e-01
 21   132 -7.88102e+01 1.23324e-02 1.75643e-01
 22   159 -7.36184e+01 1.23949e-02 1.69420e-01
 23   193 -7.05782e+01 1.22100e-02 1.69666e-01
 24   232 -7.19335e+01 1.33854e-02 1.80742e-01
 25   281 -7.39031e+01 1.28370e-02 1.73376e-01
 26   339 -7.79151e+01 9.68948e-03 1.43119e-01
 27   409 -7.42153e+01 8.82047e-03 1.22440e-01
 28   494 -7.20126e+01 8.81708e-03 1.23227e-01
 29   596 -7.29619e+01 9.15452e-03 1.19988e-01
 30   719 -7.33364e+01 6.84286e-03 9.88665e-02
 31   868 -7.77212e+01 7.21297e-03 9.78732e-02
 32  1048 -7.23338e+01 6.39314e-03 9.17937e-02
 33  1264 -7.13579e+01 4.78273e-03 7.10032e-02
 34  1526 -7.17514e+01 2.93774e-03 4.00562e-02
 35  1842 -7.28804e+01 2.05005e-03 2.60489e-02
 36  2222 -7.28411e+01 1.18678e-03 1.33838e-02
 37  2682 -6.97537e+01 7.92282e-04 9.01668e-03
 38  3237 -7.42662e+01 6.65856e-04 6.85935e-03
 39  3906 -7.32142e+01 6.40791e-04 6.43298e-03
 40  4714 -7.67435e+01 6.27845e-04 6.21886e-03
 41  5689 -7.51141e+01 6.15450e-04 5.99503e-03
 42  6866 -7.53400e+01 6.05977e-04 5.90427e-03
 43  8286 -7.55445e+01 5.94980e-04 5.76687e-03
 44 10000 -7.34276e+01 5.86384e-04 5.67659e-03
