i, epoch, loss, l2_err, h1_err
  0     1 -1.01936e+01 9.45949e-01 1.35732e+00
  1     2 -1.94885e+01 9.28625e-01 1.48089e+00
  2     3 -2.54554e+01 9.11076e-01 1.59442e+00
  3     4 -3.18168e+01 8.92531e-01 1.68057e+00
  4     5 -3.75986e+01 8.73502e-01 1.73247e+00
  5     6 -4.24258e+01 8.54067e-01 1.75951e+00
  6     7 -4.88385e+01 8.34156e-01 1.77062e+00
  7     9 -5.49074e+01 7.94646e-01 1.75183e+00
  8    11 -6.22875e+01 7.55918e-01 1.69310e+00
  9    13 -6.26678e+01 7.16157e-01 1.60319e+00
 10    16 -6.80464e+01 6.53279e-01 1.44137e+00
 11    20 -7.20917e+01 5.60964e-01 1.23707e+00
 12    24 -7.04683e+01 4.62329e-01 1.08262e+00
 13    29 -7.16058e+01 3.41289e-01 9.16756e-01
 14    35 -7.17096e+01 2.25823e-01 7.03611e-01
 15    42 -7.78769e+01 1.38561e-01 4.86275e-01
 16    51 -7.29613e+01 7.03035e-02 2.47007e-01
 17    62 -7.28435e+01 2.93221e-02 1.94373e-01
 18    75 -7.81534e+01 2.87093e-02 1.54846e-01
 19    91 -7.34062e+01 2.14088e-02 1.18656e-01
 20   109 -7.39444e+01 1.16881e-02 1.30346e-01
 21   132 -6.89554e+01 1.13352e-02 1.15309e-01
 22   159 -7.43075e+01 1.18813e-02 1.34953e-01
 23   193 -7.55728e+01 1.15699e-02 1.23539e-01
 24   232 -7.41506e+01 1.12223e-02 1.27641e-01
 25   281 -7.28695e+01 1.21121e-02 1.37198e-01
 26   339 -7.26682e+01 1.16330e-02 1.28617e-01
 27   409 -7.04925e+01 1.20442e-02 1.44188e-01
 28   494 -7.41872e+01 1.23772e-02 1.36137e-01
 29   596 -7.54382e+01 9.20154e-03 1.02593e-01
 30   719 -7.23029e+01 8.18307e-03 9.69824e-02
 31   868 -7.10140e+01 6.86898e-03 7.56653e-02
 32  1048 -7.17964e+01 5.07202e-03 5.86903e-02
 33  1264 -6.97747e+01 4.58961e-03 5.45420e-02
 34  1526 -7.20780e+01 5.41455e-03 5.97271e-02
 35  1842 -7.54122e+01 2.79955e-03 3.04659e-02
 36  2222 -7.43213e+01 1.97096e-03 2.25194e-02
 37  2682 -7.16404e+01 8.20504e-04 1.11072e-02
 38  3237 -7.34388e+01 4.82563e-04 8.19680e-03
 39  3906 -7.39833e+01 3.99014e-04 7.70205e-03
 40  4714 -7.43393e+01 3.83274e-04 7.60132e-03
 41  5689 -7.69133e+01 3.65806e-04 7.47460e-03
 42  6866 -7.31318e+01 3.53214e-04 7.43048e-03
 43  8286 -7.60626e+01 3.40519e-04 7.35219e-03
 44 10000 -7.23321e+01 3.29381e-04 7.33502e-03
