iteration	loss
0	0.000000e+00
1	-1.034436e+01
2	-1.971012e+01
3	-2.664957e+01
4	-3.346166e+01
5	-3.887320e+01
6	-4.321310e+01
7	-4.659664e+01
8	-5.035914e+01
9	-5.285224e+01
10	-5.985803e+01
11	-5.806472e+01
12	-6.098358e+01
13	-6.321585e+01
14	-6.510635e+01
15	-6.607426e+01
16	-6.587312e+01
17	-6.641349e+01
18	-7.056635e+01
19	-6.728394e+01
20	-6.825399e+01
21	-6.673151e+01
22	-7.422954e+01
23	-7.209248e+01
24	-7.401828e+01
25	-7.252598e+01
26	-7.121596e+01
27	-6.941512e+01
28	-6.826284e+01
29	-7.231445e+01
30	-7.308534e+01
31	-7.353036e+01
32	-7.177797e+01
33	-6.840209e+01
34	-7.034356e+01
35	-6.941918e+01
36	-7.285053e+01
37	-7.137568e+01
38	-7.278543e+01
39	-6.962267e+01
40	-7.091010e+01
41	-7.308085e+01
42	-7.149667e+01
43	-7.349315e+01
44	-7.246114e+01
45	-6.753195e+01
46	-7.528557e+01
47	-7.210020e+01
48	-7.380983e+01
49	-7.351240e+01
50	-7.113353e+01
51	-6.849868e+01
52	-7.067399e+01
53	-7.419087e+01
54	-7.477456e+01
55	-7.213370e+01
56	-7.408243e+01
57	-7.102998e+01
58	-7.389746e+01
59	-7.252558e+01
60	-7.443765e+01
61	-7.048536e+01
62	-7.633671e+01
63	-7.342172e+01
64	-7.543814e+01
65	-7.136193e+01
66	-7.287160e+01
67	-7.246271e+01
68	-7.411209e+01
69	-7.489251e+01
70	-7.147530e+01
71	-7.336778e+01
72	-7.423240e+01
73	-7.621290e+01
74	-7.477435e+01
75	-7.256623e+01
76	-7.033606e+01
77	-7.083388e+01
78	-7.580035e+01
79	-7.501488e+01
80	-7.428177e+01
81	-7.058538e+01
82	-7.231504e+01
83	-7.476497e+01
84	-7.330742e+01
85	-7.450542e+01
86	-7.296202e+01
87	-7.716841e+01
88	-7.376223e+01
89	-7.623461e+01
90	-7.581621e+01
91	-7.076042e+01
92	-7.270340e+01
93	-7.048139e+01
94	-7.129201e+01
95	-7.207595e+01
96	-7.188662e+01
97	-7.044907e+01
98	-7.490370e+01
99	-7.265936e+01
100	-7.136035e+01
101	-7.249391e+01
102	-7.212485e+01
103	-7.283359e+01
104	-7.459922e+01
105	-7.440496e+01
106	-7.275578e+01
107	-7.190441e+01
108	-7.215179e+01
109	-7.138030e+01
110	-7.085121e+01
111	-6.844223e+01
112	-7.215111e+01
113	-7.029740e+01
114	-7.445588e+01
115	-7.584664e+01
116	-7.356654e+01
117	-7.249241e+01
118	-7.146397e+01
119	-7.397851e+01
120	-7.717469e+01
121	-7.651386e+01
122	-7.304255e+01
123	-6.919439e+01
124	-7.420583e+01
125	-7.241052e+01
126	-7.312119e+01
127	-7.322440e+01
128	-7.634646e+01
129	-7.265024e+01
130	-7.241298e+01
131	-7.492682e+01
132	-7.176357e+01
133	-7.046367e+01
134	-7.849872e+01
135	-7.563008e+01
136	-7.279857e+01
137	-7.419419e+01
138	-7.168066e+01
139	-7.763433e+01
140	-7.833477e+01
141	-7.224613e+01
142	-7.431899e+01
143	-7.296580e+01
144	-6.940137e+01
145	-7.385112e+01
146	-7.307035e+01
147	-6.987891e+01
148	-7.472502e+01
149	-7.210958e+01
150	-7.124730e+01
151	-7.254272e+01
152	-7.213008e+01
153	-7.177547e+01
154	-7.427686e+01
155	-7.205144e+01
156	-7.391906e+01
157	-7.360702e+01
158	-7.169130e+01
159	-7.179352e+01
160	-7.575809e+01
161	-7.206593e+01
