i, epoch, loss, l2_err, h1_err
  0     1 -1.01828e+01 9.47363e-01 1.29641e+00
  1     2 -1.86647e+01 9.27875e-01 1.41188e+00
  2     3 -2.67857e+01 9.07430e-01 1.50258e+00
  3     4 -3.12489e+01 8.86616e-01 1.56999e+00
  4     5 -3.98547e+01 8.65261e-01 1.61106e+00
  5     6 -4.30572e+01 8.43078e-01 1.62894e+00
  6     7 -4.82382e+01 8.20567e-01 1.62719e+00
  7     9 -5.43327e+01 7.75859e-01 1.58742e+00
  8    11 -5.83521e+01 7.31956e-01 1.51749e+00
  9    13 -6.43355e+01 6.87389e-01 1.43399e+00
 10    16 -6.90482e+01 6.17491e-01 1.29516e+00
 11    20 -6.97414e+01 5.19609e-01 1.10708e+00
 12    24 -7.16058e+01 4.21199e-01 9.67652e-01
 13    29 -7.33369e+01 3.03077e-01 8.04087e-01
 14    35 -7.67027e+01 1.90735e-01 6.18417e-01
 15    42 -7.56462e+01 1.12163e-01 4.44178e-01
 16    51 -7.15718e+01 4.82134e-02 1.93163e-01
 17    62 -7.02277e+01 3.11081e-02 1.83673e-01
 18    75 -7.31477e+01 3.38346e-02 1.25098e-01
 19    91 -7.23327e+01 1.49824e-02 1.06778e-01
 20   109 -7.49135e+01 1.37547e-02 1.16450e-01
 21   132 -7.07496e+01 1.22087e-02 1.25670e-01
 22   159 -7.53295e+01 1.03850e-02 1.00332e-01
 23   193 -7.23066e+01 1.20051e-02 1.12004e-01
 24   232 -7.09324e+01 1.09623e-02 1.13095e-01
 25   281 -7.15846e+01 8.09939e-03 7.47700e-02
 26   339 -7.49765e+01 8.65578e-03 8.64719e-02
 27   409 -7.29956e+01 7.60100e-03 7.78919e-02
 28   494 -7.52707e+01 8.34269e-03 8.24453e-02
 29   596 -7.38066e+01 9.23431e-03 8.70993e-02
 30   719 -7.58163e+01 7.49843e-03 7.47436e-02
 31   868 -7.48989e+01 7.46489e-03 7.21050e-02
 32  1048 -7.32749e+01 4.78194e-03 4.59372e-02
 33  1264 -7.25732e+01 4.08895e-03 3.95170e-02
 34  1526 -7.46468e+01 2.58393e-03 2.82450e-02
 35  1842 -7.30138e+01 1.95152e-03 2.09509e-02
 36  2222 -7.60323e+01 1.00408e-03 1.27313e-02
 37  2682 -7.36325e+01 6.76099e-04 1.03082e-02
 38  3237 -7.34995e+01 5.32013e-04 9.40524e-03
 39  3906 -7.19643e+01 5.05423e-04 9.29208e-03
 40  4714 -7.14627e+01 4.91666e-04 9.23046e-03
 41  5689 -7.29286e+01 4.79533e-04 9.16163e-03
 42  6866 -7.28212e+01 4.64937e-04 9.08656e-03
 43  8286 -7.14081e+01 4.53065e-04 9.03079e-03
 44 10000 -7.42642e+01 4.40403e-04 9.00815e-03
