i, epoch, loss, l2_err, h1_err
  0     1 -9.74173e+00 9.20828e-01 1.04148e+00
  1     2 -1.84222e+01 8.82865e-01 1.08876e+00
  2     3 -2.65158e+01 8.43577e-01 1.10897e+00
  3     4 -3.41372e+01 8.03525e-01 1.11015e+00
  4     5 -3.86339e+01 7.62836e-01 1.09900e+00
  5     6 -4.33133e+01 7.21812e-01 1.08073e+00
  6     7 -4.77575e+01 6.81409e-01 1.05774e+00
  7     9 -5.60674e+01 6.04053e-01 1.00239e+00
  8    11 -6.23339e+01 5.33215e-01 9.34612e-01
  9    13 -6.85086e+01 4.67793e-01 8.59522e-01
 10    16 -6.94122e+01 3.77869e-01 7.53794e-01
 11    20 -6.88095e+01 2.71982e-01 6.23914e-01
 12    24 -7.07310e+01 1.92690e-01 5.14554e-01
 13    29 -7.17941e+01 1.32261e-01 4.03513e-01
 14    35 -7.20712e+01 8.40516e-02 2.93095e-01
 15    42 -7.12132e+01 6.96504e-02 2.54466e-01
 16    51 -7.20428e+01 7.68768e-02 1.76453e-01
 17    62 -7.09009e+01 5.47421e-02 1.19146e-01
 18    75 -7.39280e+01 1.79673e-02 7.14274e-02
 19    91 -7.53470e+01 1.14000e-02 5.05218e-02
 20   109 -7.43052e+01 9.27686e-03 4.66905e-02
 21   132 -7.60033e+01 1.04060e-02 5.45620e-02
 22   159 -7.14507e+01 1.14192e-02 6.01249e-02
 23   193 -7.26101e+01 8.79082e-03 4.64472e-02
 24   232 -7.40567e+01 8.81165e-03 4.84165e-02
 25   281 -7.63096e+01 1.02254e-02 5.39318e-02
 26   339 -7.49695e+01 7.70039e-03 4.59281e-02
 27   409 -7.56281e+01 1.06788e-02 6.09221e-02
 28   494 -7.38210e+01 1.26704e-02 7.51840e-02
 29   596 -7.22542e+01 1.26046e-02 6.32094e-02
 30   719 -7.28793e+01 7.49596e-03 4.66891e-02
 31   868 -7.27214e+01 5.19605e-03 3.28439e-02
 32  1048 -7.54534e+01 6.08145e-03 3.71336e-02
 33  1264 -7.50756e+01 5.23414e-03 3.41123e-02
 34  1526 -7.30640e+01 3.87383e-03 3.12392e-02
 35  1842 -7.31414e+01 2.73146e-03 2.66994e-02
 36  2222 -7.23502e+01 2.72867e-03 2.65879e-02
 37  2682 -7.28031e+01 2.42502e-03 2.60937e-02
 38  3237 -7.09039e+01 2.41902e-03 2.59891e-02
 39  3906 -7.74568e+01 2.40377e-03 2.59167e-02
 40  4714 -7.65611e+01 2.40011e-03 2.59187e-02
 41  5689 -7.20831e+01 2.39755e-03 2.59104e-02
 42  6866 -7.27655e+01 2.39774e-03 2.59174e-02
 43  8286 -7.33201e+01 2.39530e-03 2.59078e-02
 44 10000 -7.24840e+01 2.39455e-03 2.59096e-02
