i, epoch, loss, l2_err, h1_err
  0     1 -1.04898e+01 9.47821e-01 1.43184e+00
  1     2 -1.97704e+01 9.32774e-01 1.58276e+00
  2     3 -2.70368e+01 9.17217e-01 1.72914e+00
  3     4 -3.31001e+01 9.01291e-01 1.82031e+00
  4     5 -3.81378e+01 8.85520e-01 1.86548e+00
  5     6 -4.34084e+01 8.69510e-01 1.88401e+00
  6     7 -4.95672e+01 8.53246e-01 1.88551e+00
  7     9 -5.23407e+01 8.19863e-01 1.86133e+00
  8    11 -5.99288e+01 7.85103e-01 1.80176e+00
  9    13 -6.39833e+01 7.48593e-01 1.72123e+00
 10    16 -6.61659e+01 6.90407e-01 1.57840e+00
 11    20 -6.74079e+01 6.07464e-01 1.37732e+00
 12    24 -7.01086e+01 5.21959e-01 1.21602e+00
 13    29 -7.15137e+01 4.17110e-01 1.05151e+00
 14    35 -7.03968e+01 2.99984e-01 8.20766e-01
 15    42 -7.20504e+01 1.89958e-01 5.60754e-01
 16    51 -7.18830e+01 1.02533e-01 2.98169e-01
 17    62 -7.55095e+01 4.09671e-02 1.90584e-01
 18    75 -7.49467e+01 2.09419e-02 1.65313e-01
 19    91 -7.22642e+01 2.18414e-02 1.46292e-01
 20   109 -7.57411e+01 1.33373e-02 1.46825e-01
 21   132 -6.93039e+01 1.15824e-02 1.33790e-01
 22   159 -7.21192e+01 1.11731e-02 1.39957e-01
 23   193 -7.42896e+01 1.28314e-02 1.57605e-01
 24   232 -7.49253e+01 1.19976e-02 1.46453e-01
 25   281 -7.31629e+01 1.25030e-02 1.63586e-01
 26   339 -7.61890e+01 1.38015e-02 1.65339e-01
 27   409 -7.30596e+01 1.27313e-02 1.61499e-01
 28   494 -6.97863e+01 9.51730e-03 1.15089e-01
 29   596 -7.50303e+01 8.46996e-03 1.10051e-01
 30   719 -7.65737e+01 6.37995e-03 8.01813e-02
 31   868 -7.04148e+01 6.26275e-03 7.28112e-02
 32  1048 -7.29469e+01 5.05579e-03 6.30970e-02
 33  1264 -7.34103e+01 3.32539e-03 3.99827e-02
 34  1526 -7.03862e+01 1.77984e-03 2.35415e-02
 35  1842 -7.27074e+01 1.46546e-03 1.92395e-02
 36  2222 -7.01640e+01 7.85102e-04 1.11453e-02
 37  2682 -7.30575e+01 5.32835e-04 8.06308e-03
 38  3237 -6.99955e+01 4.29462e-04 6.94395e-03
 39  3906 -7.59650e+01 4.08225e-04 6.76628e-03
 40  4714 -7.49622e+01 3.92460e-04 6.64023e-03
 41  5689 -7.40934e+01 3.76274e-04 6.50652e-03
 42  6866 -7.67078e+01 3.62970e-04 6.44087e-03
 43  8286 -7.47438e+01 3.49411e-04 6.33072e-03
 44 10000 -7.57186e+01 3.29894e-04 6.17527e-03
