i, epoch, loss, l2_err, h1_err
  0     1 -9.36019e+00 9.16033e-01 1.08238e+00
  1     2 -1.77067e+01 8.82547e-01 1.10575e+00
  2     3 -2.60361e+01 8.50758e-01 1.12088e+00
  3     4 -3.12460e+01 8.20352e-01 1.12503e+00
  4     5 -3.79283e+01 7.90070e-01 1.11863e+00
  5     6 -4.15867e+01 7.59532e-01 1.10687e+00
  6     7 -4.56672e+01 7.27922e-01 1.09147e+00
  7     9 -5.51918e+01 6.62580e-01 1.04938e+00
  8    11 -5.97669e+01 5.95061e-01 9.87933e-01
  9    13 -6.37579e+01 5.26286e-01 9.10135e-01
 10    16 -6.87075e+01 4.23302e-01 7.85633e-01
 11    20 -6.76563e+01 2.98460e-01 6.26490e-01
 12    24 -7.32644e+01 1.98979e-01 5.10958e-01
 13    29 -7.43906e+01 1.31931e-01 4.31390e-01
 14    35 -6.93229e+01 1.28587e-01 3.88475e-01
 15    42 -7.10853e+01 1.12097e-01 3.21858e-01
 16    51 -6.85737e+01 5.98685e-02 2.56101e-01
 17    62 -7.43378e+01 4.18484e-02 2.21363e-01
 18    75 -7.24849e+01 2.49304e-02 1.89812e-01
 19    91 -7.07948e+01 1.29801e-02 1.87314e-01
 20   109 -7.15698e+01 1.34141e-02 2.05059e-01
 21   132 -7.28743e+01 1.16946e-02 1.80889e-01
 22   159 -7.03291e+01 1.19098e-02 1.78959e-01
 23   193 -7.40932e+01 1.29330e-02 1.99712e-01
 24   232 -7.51619e+01 1.29549e-02 1.99150e-01
 25   281 -7.41133e+01 1.19302e-02 1.82989e-01
 26   339 -7.54159e+01 1.23950e-02 1.90740e-01
 27   409 -7.13413e+01 8.58419e-03 1.32655e-01
 28   494 -7.75216e+01 9.23844e-03 1.51371e-01
 29   596 -7.22279e+01 9.11424e-03 1.40722e-01
 30   719 -7.45071e+01 8.81193e-03 1.35139e-01
 31   868 -7.49852e+01 6.14722e-03 1.05509e-01
 32  1048 -7.59849e+01 4.87508e-03 8.52429e-02
 33  1264 -6.89702e+01 3.68260e-03 6.73668e-02
 34  1526 -7.05102e+01 2.71714e-03 5.82779e-02
 35  1842 -7.45929e+01 1.79964e-03 5.10026e-02
 36  2222 -7.45698e+01 1.54396e-03 4.91668e-02
 37  2682 -7.39059e+01 1.37630e-03 4.79845e-02
 38  3237 -7.32024e+01 1.32995e-03 4.78288e-02
 39  3906 -7.63139e+01 1.32193e-03 4.78167e-02
 40  4714 -7.33325e+01 1.31655e-03 4.77912e-02
 41  5689 -7.30868e+01 1.31177e-03 4.77642e-02
 42  6866 -7.52372e+01 1.30610e-03 4.77295e-02
 43  8286 -7.33783e+01 1.29995e-03 4.77171e-02
 44 10000 -7.55933e+01 1.29527e-03 4.76988e-02
