i, epoch, loss, l2_err, h1_err
  0     1 -9.81650e+00 8.91421e-01 9.09892e-01
  1     2 -1.83233e+01 8.41427e-01 8.89539e-01
  2     3 -2.63509e+01 7.87346e-01 8.65360e-01
  3     4 -3.32206e+01 7.31943e-01 8.35341e-01
  4     5 -3.98800e+01 6.76929e-01 8.01062e-01
  5     6 -4.46724e+01 6.23752e-01 7.64402e-01
  6     7 -4.72286e+01 5.72279e-01 7.25663e-01
  7     9 -5.66083e+01 4.74535e-01 6.53532e-01
  8    11 -6.44406e+01 3.87007e-01 5.99587e-01
  9    13 -6.66851e+01 3.10570e-01 5.62191e-01
 10    16 -7.08066e+01 2.19561e-01 5.15312e-01
 11    20 -7.15133e+01 1.55142e-01 4.60950e-01
 12    24 -7.40722e+01 1.52162e-01 3.97107e-01
 13    29 -7.17172e+01 1.56033e-01 3.34786e-01
 14    35 -7.17108e+01 1.32194e-01 3.18247e-01
 15    42 -7.32267e+01 7.52243e-02 2.18367e-01
 16    51 -7.39484e+01 4.58477e-02 2.14729e-01
 17    62 -7.06028e+01 2.39089e-02 1.62012e-01
 18    75 -7.42146e+01 3.35649e-02 1.69094e-01
 19    91 -7.18976e+01 2.21897e-02 1.60913e-01
 20   109 -7.22711e+01 2.15691e-02 1.59757e-01
 21   132 -7.51360e+01 2.13696e-02 1.61001e-01
 22   159 -7.29695e+01 2.24115e-02 1.60555e-01
 23   193 -7.46117e+01 2.28842e-02 1.60782e-01
 24   232 -7.05866e+01 2.38290e-02 1.60554e-01
 25   281 -7.11994e+01 2.26777e-02 1.59559e-01
 26   339 -7.22921e+01 2.33273e-02 1.60262e-01
 27   409 -7.03377e+01 2.11695e-02 1.59639e-01
 28   494 -7.29146e+01 2.15002e-02 1.59438e-01
 29   596 -7.26443e+01 2.33722e-02 1.60694e-01
 30   719 -7.40221e+01 2.20186e-02 1.60049e-01
 31   868 -7.02770e+01 2.13527e-02 1.59402e-01
 32  1048 -7.43960e+01 2.17079e-02 1.59382e-01
 33  1264 -7.11530e+01 2.08810e-02 1.59379e-01
 34  1526 -7.33866e+01 2.09862e-02 1.59119e-01
 35  1842 -7.40748e+01 2.13785e-02 1.58982e-01
 36  2222 -6.97516e+01 2.14348e-02 1.59015e-01
 37  2682 -7.35315e+01 2.14723e-02 1.59021e-01
 38  3237 -7.40560e+01 2.14973e-02 1.59048e-01
 39  3906 -7.09884e+01 2.14998e-02 1.59042e-01
 40  4714 -7.08074e+01 2.14996e-02 1.59041e-01
 41  5689 -7.39048e+01 2.15000e-02 1.59044e-01
 42  6866 -7.00315e+01 2.15028e-02 1.59048e-01
 43  8286 -7.60199e+01 2.15083e-02 1.59049e-01
 44 10000 -7.40464e+01 2.15051e-02 1.59048e-01
