i, epoch, loss, l2_err, h1_err
  0     1 -9.36842e+00 8.62277e-01 8.77008e-01
  1     2 -1.84395e+01 7.97434e-01 8.29442e-01
  2     3 -2.61795e+01 7.35833e-01 7.90851e-01
  3     4 -3.19398e+01 6.77835e-01 7.59957e-01
  4     5 -3.80744e+01 6.23409e-01 7.36754e-01
  5     6 -4.37542e+01 5.72666e-01 7.20687e-01
  6     7 -4.73051e+01 5.25736e-01 7.11453e-01
  7     9 -5.56365e+01 4.46384e-01 7.09876e-01
  8    11 -6.19051e+01 3.88419e-01 7.21447e-01
  9    13 -6.43159e+01 3.51702e-01 7.32621e-01
 10    16 -6.74573e+01 3.25884e-01 7.28980e-01
 11    20 -7.00090e+01 3.06783e-01 6.64183e-01
 12    24 -7.10945e+01 2.75731e-01 5.49385e-01
 13    29 -7.01738e+01 2.22570e-01 4.25228e-01
 14    35 -7.41940e+01 1.59190e-01 3.67921e-01
 15    42 -7.25011e+01 9.30521e-02 3.06497e-01
 16    51 -7.45698e+01 7.05974e-02 2.72478e-01
 17    62 -7.41275e+01 7.03350e-02 2.69469e-01
 18    75 -7.57392e+01 6.36080e-02 2.55480e-01
 19    91 -7.34582e+01 6.41823e-02 2.52904e-01
 20   109 -7.52185e+01 5.91699e-02 2.49828e-01
 21   132 -7.17155e+01 5.94040e-02 2.49991e-01
 22   159 -7.39334e+01 5.94425e-02 2.50088e-01
 23   193 -7.35730e+01 5.84897e-02 2.49855e-01
 24   232 -7.04504e+01 6.01563e-02 2.50486e-01
 25   281 -7.35724e+01 6.14138e-02 2.50635e-01
 26   339 -7.47125e+01 5.88876e-02 2.49926e-01
 27   409 -7.12559e+01 5.96089e-02 2.49970e-01
 28   494 -6.99618e+01 5.88270e-02 2.49893e-01
 29   596 -7.42107e+01 5.90141e-02 2.49904e-01
 30   719 -7.40294e+01 5.88515e-02 2.49973e-01
 31   868 -7.21561e+01 5.96655e-02 2.50159e-01
 32  1048 -7.26484e+01 5.87382e-02 2.49847e-01
 33  1264 -7.32765e+01 5.87013e-02 2.49900e-01
 34  1526 -7.40080e+01 5.89392e-02 2.49863e-01
 35  1842 -7.32148e+01 5.90469e-02 2.49890e-01
 36  2222 -7.21053e+01 5.89286e-02 2.49863e-01
 37  2682 -7.61771e+01 5.89673e-02 2.49865e-01
 38  3237 -7.32168e+01 5.89486e-02 2.49860e-01
 39  3906 -7.51091e+01 5.89551e-02 2.49862e-01
 40  4714 -7.30055e+01 5.89539e-02 2.49860e-01
 41  5689 -6.97733e+01 5.89471e-02 2.49857e-01
 42  6866 -7.18764e+01 5.89498e-02 2.49860e-01
 43  8286 -7.33533e+01 5.89362e-02 2.49855e-01
 44 10000 -7.25834e+01 5.89530e-02 2.49861e-01
