i, epoch, loss, l2_err, h1_err
  0     1 -9.08475e+00 8.65227e-01 8.84412e-01
  1     2 -1.67559e+01 8.00040e-01 8.32529e-01
  2     3 -2.42991e+01 7.36856e-01 7.84624e-01
  3     4 -3.22064e+01 6.75972e-01 7.40387e-01
  4     5 -3.75516e+01 6.17737e-01 6.99039e-01
  5     6 -4.42329e+01 5.62378e-01 6.60997e-01
  6     7 -4.77317e+01 5.10216e-01 6.27457e-01
  7     9 -5.67742e+01 4.16401e-01 5.76852e-01
  8    11 -5.97977e+01 3.39871e-01 5.50336e-01
  9    13 -6.20704e+01 2.82419e-01 5.44773e-01
 10    16 -6.83705e+01 2.36614e-01 5.57704e-01
 11    20 -7.19769e+01 2.50011e-01 5.77432e-01
 12    24 -7.20108e+01 2.98112e-01 5.74862e-01
 13    29 -7.24373e+01 3.23450e-01 5.38159e-01
 14    35 -7.10083e+01 2.70763e-01 4.66478e-01
 15    42 -7.09589e+01 1.55211e-01 3.86104e-01
 16    51 -7.17104e+01 1.46570e-01 3.68457e-01
 17    62 -7.08359e+01 1.53552e-01 3.72724e-01
 18    75 -7.25029e+01 1.24523e-01 3.71762e-01
 19    91 -7.43008e+01 1.28367e-01 3.73520e-01
 20   109 -7.26551e+01 1.25532e-01 3.70703e-01
 21   132 -7.23663e+01 1.26109e-01 3.71059e-01
 22   159 -7.33368e+01 1.26786e-01 3.71832e-01
 23   193 -7.03422e+01 1.26505e-01 3.71229e-01
 24   232 -7.13195e+01 1.26696e-01 3.71316e-01
 25   281 -7.26205e+01 1.25154e-01 3.71505e-01
 26   339 -7.35959e+01 1.25820e-01 3.71210e-01
 27   409 -7.11271e+01 1.26020e-01 3.71394e-01
 28   494 -7.23846e+01 1.25778e-01 3.71441e-01
 29   596 -6.92560e+01 1.25803e-01 3.71256e-01
 30   719 -6.82495e+01 1.26306e-01 3.71373e-01
 31   868 -7.13452e+01 1.26258e-01 3.71220e-01
 32  1048 -7.27402e+01 1.26115e-01 3.71380e-01
 33  1264 -7.56396e+01 1.26112e-01 3.71274e-01
 34  1526 -7.43894e+01 1.26114e-01 3.71309e-01
 35  1842 -6.76539e+01 1.26267e-01 3.71280e-01
 36  2222 -7.64860e+01 1.26195e-01 3.71247e-01
 37  2682 -7.53426e+01 1.26199e-01 3.71299e-01
 38  3237 -7.45963e+01 1.26241e-01 3.71309e-01
 39  3906 -7.07937e+01 1.26242e-01 3.71309e-01
 40  4714 -7.70952e+01 1.26254e-01 3.71310e-01
 41  5689 -7.78069e+01 1.26260e-01 3.71312e-01
 42  6866 -7.16985e+01 1.26254e-01 3.71302e-01
 43  8286 -7.25123e+01 1.26256e-01 3.71312e-01
 44 10000 -7.37794e+01 1.26265e-01 3.71323e-01
