i, epoch, loss, l2_err, h1_err
  0     1 -9.55868e+00 9.12168e-01 9.48373e-01
  1     2 -1.81705e+01 8.61832e-01 9.34689e-01
  2     3 -2.63478e+01 8.08907e-01 9.06609e-01
  3     4 -3.40372e+01 7.55263e-01 8.67306e-01
  4     5 -3.86938e+01 7.01767e-01 8.24183e-01
  5     6 -4.34911e+01 6.49188e-01 7.81669e-01
  6     7 -4.80791e+01 5.98357e-01 7.42352e-01
  7     9 -5.65656e+01 5.02417e-01 6.72006e-01
  8    11 -6.28369e+01 4.14223e-01 6.10839e-01
  9    13 -6.89491e+01 3.33090e-01 5.59619e-01
 10    16 -6.98084e+01 2.27149e-01 4.92740e-01
 11    20 -6.90734e+01 1.33006e-01 4.12136e-01
 12    24 -7.08546e+01 1.15911e-01 3.53719e-01
 13    29 -7.17523e+01 1.38953e-01 3.27088e-01
 14    35 -7.19766e+01 1.28670e-01 2.83341e-01
 15    42 -7.11893e+01 7.91272e-02 2.20918e-01
 16    51 -7.20353e+01 3.42927e-02 1.74495e-01
 17    62 -7.08854e+01 2.64648e-02 1.41852e-01
 18    75 -7.39230e+01 2.22372e-02 1.32715e-01
 19    91 -7.53308e+01 1.31288e-02 1.24308e-01
 20   109 -7.42928e+01 1.31798e-02 1.27773e-01
 21   132 -7.59896e+01 1.42869e-02 1.25789e-01
 22   159 -7.14386e+01 1.33486e-02 1.24931e-01
 23   193 -7.25972e+01 1.25678e-02 1.25221e-01
 24   232 -7.40432e+01 1.43361e-02 1.26345e-01
 25   281 -7.62976e+01 1.25881e-02 1.22096e-01
 26   339 -7.49580e+01 1.33440e-02 1.22883e-01
 27   409 -7.56202e+01 1.36228e-02 1.24126e-01
 28   494 -7.38162e+01 1.27872e-02 1.27838e-01
 29   596 -7.22387e+01 1.30927e-02 1.28215e-01
 30   719 -7.28709e+01 1.05471e-02 1.20624e-01
 31   868 -7.27088e+01 1.02936e-02 1.19758e-01
 32  1048 -7.54437e+01 1.14683e-02 1.20259e-01
 33  1264 -7.50595e+01 1.11612e-02 1.19469e-01
 34  1526 -7.30505e+01 1.07505e-02 1.19229e-01
 35  1842 -7.31262e+01 1.03982e-02 1.18290e-01
 36  2222 -7.23387e+01 1.06887e-02 1.18474e-01
 37  2682 -7.27971e+01 1.03756e-02 1.18269e-01
 38  3237 -7.08905e+01 1.03739e-02 1.18247e-01
 39  3906 -7.74441e+01 1.03593e-02 1.18222e-01
 40  4714 -7.65422e+01 1.03610e-02 1.18225e-01
 41  5689 -7.20723e+01 1.03615e-02 1.18223e-01
 42  6866 -7.27536e+01 1.03640e-02 1.18224e-01
 43  8286 -7.33107e+01 1.03643e-02 1.18223e-01
 44 10000 -7.24744e+01 1.03608e-02 1.18220e-01
