i, epoch, loss, l2_err, h1_err
  0     1 -9.47298e+00 9.18577e-01 9.88061e-01
  1     2 -1.82426e+01 8.80015e-01 9.90145e-01
  2     3 -2.58687e+01 8.38363e-01 9.83836e-01
  3     4 -3.24830e+01 7.93394e-01 9.69523e-01
  4     5 -3.86266e+01 7.46019e-01 9.44466e-01
  5     6 -4.44855e+01 6.97469e-01 9.10556e-01
  6     7 -4.93811e+01 6.49014e-01 8.70565e-01
  7     9 -5.64744e+01 5.54561e-01 7.84551e-01
  8    11 -6.31880e+01 4.65007e-01 7.00448e-01
  9    13 -6.35245e+01 3.81743e-01 6.29267e-01
 10    16 -7.00187e+01 2.69212e-01 5.41238e-01
 11    20 -7.60932e+01 1.47382e-01 4.26990e-01
 12    24 -7.03307e+01 9.60582e-02 3.49199e-01
 13    29 -7.19694e+01 1.26672e-01 3.22215e-01
 14    35 -7.12293e+01 1.33735e-01 2.90676e-01
 15    42 -7.35547e+01 9.17801e-02 2.31860e-01
 16    51 -7.06274e+01 3.65653e-02 1.75709e-01
 17    62 -7.21899e+01 2.19076e-02 1.33747e-01
 18    75 -7.37664e+01 1.77592e-02 1.16880e-01
 19    91 -7.81078e+01 1.23221e-02 1.17466e-01
 20   109 -7.44336e+01 1.12725e-02 1.11186e-01
 21   132 -7.57320e+01 1.13925e-02 1.11996e-01
 22   159 -7.45040e+01 1.12330e-02 1.14104e-01
 23   193 -7.18309e+01 1.05328e-02 1.14768e-01
 24   232 -7.40944e+01 1.18821e-02 1.17154e-01
 25   281 -7.30435e+01 1.09335e-02 1.12235e-01
 26   339 -7.15396e+01 1.21099e-02 1.24252e-01
 27   409 -7.34383e+01 1.06914e-02 1.14473e-01
 28   494 -7.17290e+01 8.12476e-03 9.83432e-02
 29   596 -7.26356e+01 1.02384e-02 1.00382e-01
 30   719 -7.54547e+01 7.98628e-03 9.57781e-02
 31   868 -7.12301e+01 6.98745e-03 9.20344e-02
 32  1048 -7.24811e+01 5.23350e-03 8.52783e-02
 33  1264 -7.33885e+01 4.79946e-03 8.33512e-02
 34  1526 -7.50935e+01 4.23982e-03 8.15176e-02
 35  1842 -7.45094e+01 4.02730e-03 8.09933e-02
 36  2222 -7.64941e+01 3.57033e-03 7.99338e-02
 37  2682 -7.68277e+01 3.53846e-03 7.97662e-02
 38  3237 -7.37502e+01 3.51158e-03 7.96391e-02
 39  3906 -7.41956e+01 3.51433e-03 7.96500e-02
 40  4714 -7.60392e+01 3.51417e-03 7.96486e-02
 41  5689 -7.27381e+01 3.51388e-03 7.96530e-02
 42  6866 -7.17429e+01 3.51153e-03 7.96505e-02
 43  8286 -7.22100e+01 3.51302e-03 7.96571e-02
 44 10000 -7.48169e+01 3.51412e-03 7.96615e-02
