i, epoch, loss, l2_err, h1_err
  0     1 -1.01883e+01 9.31883e-01 1.23350e+00
  1     2 -2.01072e+01 9.04328e-01 1.38770e+00
  2     3 -2.68312e+01 8.77842e-01 1.48841e+00
  3     4 -3.35563e+01 8.51760e-01 1.55152e+00
  4     5 -3.99213e+01 8.25994e-01 1.58231e+00
  5     6 -4.32658e+01 8.00362e-01 1.59155e+00
  6     7 -4.78390e+01 7.74748e-01 1.58672e+00
  7     9 -5.49050e+01 7.23980e-01 1.54823e+00
  8    11 -5.93346e+01 6.74565e-01 1.47915e+00
  9    13 -6.48392e+01 6.28352e-01 1.39138e+00
 10    16 -6.79221e+01 5.67498e-01 1.24777e+00
 11    20 -6.79673e+01 4.98101e-01 1.09725e+00
 12    24 -7.14118e+01 4.26053e-01 9.70479e-01
 13    29 -6.98647e+01 3.25992e-01 7.87533e-01
 14    35 -7.32249e+01 2.27151e-01 6.10667e-01
 15    42 -7.37907e+01 1.47299e-01 4.41125e-01
 16    51 -7.66732e+01 7.16249e-02 2.00429e-01
 17    62 -7.39575e+01 3.02505e-02 1.61699e-01
 18    75 -7.41505e+01 3.81704e-02 1.10547e-01
 19    91 -7.75329e+01 1.50062e-02 7.53599e-02
 20   109 -7.50091e+01 9.89122e-03 6.84300e-02
 21   132 -7.19620e+01 8.79587e-03 6.49212e-02
 22   159 -7.73281e+01 9.36390e-03 7.54158e-02
 23   193 -7.17010e+01 8.74748e-03 6.95276e-02
 24   232 -7.43934e+01 1.11363e-02 7.79292e-02
 25   281 -7.43568e+01 1.00463e-02 7.42909e-02
 26   339 -7.43819e+01 6.82622e-03 5.54789e-02
 27   409 -7.65520e+01 8.64403e-03 7.07073e-02
 28   494 -7.53718e+01 8.04414e-03 6.68374e-02
 29   596 -6.93849e+01 6.23975e-03 5.58939e-02
 30   719 -7.11333e+01 5.96930e-03 5.23971e-02
 31   868 -7.29520e+01 5.34786e-03 4.64518e-02
 32  1048 -7.40841e+01 4.10012e-03 4.18351e-02
 33  1264 -7.65318e+01 4.38963e-03 4.18412e-02
 34  1526 -7.61447e+01 2.93455e-03 3.74696e-02
 35  1842 -7.16983e+01 2.92514e-03 3.75505e-02
 36  2222 -7.50908e+01 2.59943e-03 3.68413e-02
 37  2682 -7.28827e+01 2.50204e-03 3.66282e-02
 38  3237 -7.39051e+01 2.49092e-03 3.65625e-02
 39  3906 -7.18583e+01 2.48659e-03 3.65364e-02
 40  4714 -7.38196e+01 2.48305e-03 3.65310e-02
 41  5689 -7.07562e+01 2.47991e-03 3.65246e-02
 42  6866 -7.16413e+01 2.47744e-03 3.65018e-02
 43  8286 -7.20237e+01 2.47408e-03 3.64940e-02
 44 10000 -7.45866e+01 2.47112e-03 3.64664e-02
