i, epoch, loss, l2_err, h1_err
  0     1 -9.62299e+00 8.53428e-01 8.77342e-01
  1     2 -1.87618e+01 7.85764e-01 8.36611e-01
  2     3 -2.66556e+01 7.21207e-01 8.00287e-01
  3     4 -3.26288e+01 6.60330e-01 7.63615e-01
  4     5 -3.91787e+01 6.02567e-01 7.24154e-01
  5     6 -4.51701e+01 5.48147e-01 6.80855e-01
  6     7 -4.89922e+01 4.96875e-01 6.36513e-01
  7     9 -5.74323e+01 4.04693e-01 5.53478e-01
  8    11 -6.35836e+01 3.27134e-01 4.91471e-01
  9    13 -6.56283e+01 2.64154e-01 4.64552e-01
 10    16 -6.82740e+01 1.95194e-01 4.69647e-01
 11    20 -7.05070e+01 1.53877e-01 4.60359e-01
 12    24 -7.13386e+01 1.74780e-01 4.11565e-01
 13    29 -7.01599e+01 1.98028e-01 3.64995e-01
 14    35 -7.39717e+01 1.49962e-01 3.31078e-01
 15    42 -7.23360e+01 8.60500e-02 3.17831e-01
 16    51 -7.46156e+01 8.08999e-02 2.94224e-01
 17    62 -7.40538e+01 7.45837e-02 2.93899e-01
 18    75 -7.56677e+01 6.64289e-02 2.90314e-01
 19    91 -7.33977e+01 6.92377e-02 2.89554e-01
 20   109 -7.51758e+01 6.74392e-02 2.88330e-01
 21   132 -7.16660e+01 6.62910e-02 2.88203e-01
 22   159 -7.38795e+01 6.73171e-02 2.88433e-01
 23   193 -7.35165e+01 6.67911e-02 2.88784e-01
 24   232 -7.04045e+01 6.87323e-02 2.89407e-01
 25   281 -7.35093e+01 6.87070e-02 2.89280e-01
 26   339 -7.46528e+01 6.71480e-02 2.88660e-01
 27   409 -7.12102e+01 6.79702e-02 2.88622e-01
 28   494 -6.99196e+01 6.69002e-02 2.88447e-01
 29   596 -7.41506e+01 6.83632e-02 2.88983e-01
 30   719 -7.39730e+01 6.66417e-02 2.88651e-01
 31   868 -7.21189e+01 6.69146e-02 2.88500e-01
 32  1048 -7.26077e+01 6.72767e-02 2.88610e-01
 33  1264 -7.32267e+01 6.62741e-02 2.88316e-01
 34  1526 -7.39597e+01 6.70088e-02 2.88511e-01
 35  1842 -7.31698e+01 6.71080e-02 2.88534e-01
 36  2222 -7.20625e+01 6.71651e-02 2.88543e-01
 37  2682 -7.61274e+01 6.71102e-02 2.88513e-01
 38  3237 -7.31642e+01 6.70854e-02 2.88507e-01
 39  3906 -7.50504e+01 6.70946e-02 2.88510e-01
 40  4714 -7.29524e+01 6.71030e-02 2.88513e-01
 41  5689 -6.97097e+01 6.70927e-02 2.88510e-01
 42  6866 -7.18301e+01 6.70908e-02 2.88513e-01
 43  8286 -7.32999e+01 6.70898e-02 2.88512e-01
 44 10000 -7.25092e+01 6.71009e-02 2.88521e-01
