i, epoch, loss, l2_err, h1_err
  0     1 -1.19416e+01 9.56192e-01 1.66737e+00
  1     2 -2.22830e+01 9.39865e-01 1.94606e+00
  2     3 -3.01118e+01 9.24532e-01 2.15239e+00
  3     4 -3.52634e+01 9.09205e-01 2.28749e+00
  4     5 -3.99186e+01 8.93541e-01 2.36542e+00
  5     6 -4.73834e+01 8.77820e-01 2.40068e+00
  6     7 -4.75490e+01 8.62674e-01 2.40610e+00
  7     9 -5.47373e+01 8.34289e-01 2.36213e+00
  8    11 -5.77756e+01 8.07266e-01 2.26558e+00
  9    13 -6.35467e+01 7.80576e-01 2.14155e+00
 10    16 -6.61155e+01 7.41109e-01 1.94598e+00
 11    20 -6.92352e+01 6.92128e-01 1.72107e+00
 12    24 -6.59522e+01 6.45579e-01 1.51524e+00
 13    29 -6.92377e+01 5.84340e-01 1.35760e+00
 14    35 -7.11917e+01 4.95462e-01 1.17102e+00
 15    42 -7.43812e+01 3.90860e-01 9.05648e-01
 16    51 -7.06976e+01 2.81687e-01 5.98425e-01
 17    62 -7.16128e+01 1.80882e-01 3.25025e-01
 18    75 -7.13144e+01 1.00691e-01 1.95860e-01
 19    91 -7.32119e+01 3.60810e-02 1.20016e-01
 20   109 -7.20797e+01 1.10461e-02 1.21692e-01
 21   132 -7.68752e+01 1.10844e-02 1.19972e-01
 22   159 -7.16129e+01 1.17441e-02 1.25075e-01
 23   193 -7.25556e+01 1.15178e-02 1.33065e-01
 24   232 -7.50500e+01 1.17090e-02 1.33991e-01
 25   281 -7.06862e+01 1.17278e-02 1.33296e-01
 26   339 -7.34548e+01 1.17880e-02 1.35243e-01
 27   409 -7.16324e+01 9.11917e-03 1.01720e-01
 28   494 -7.29426e+01 8.43127e-03 1.00658e-01
 29   596 -7.17508e+01 6.77701e-03 7.86540e-02
 30   719 -7.54187e+01 6.63046e-03 7.71790e-02
 31   868 -7.15557e+01 4.51062e-03 5.31771e-02
 32  1048 -7.49909e+01 4.12471e-03 5.06086e-02
 33  1264 -7.33573e+01 4.04954e-03 4.81369e-02
 34  1526 -6.86085e+01 2.57722e-03 3.18601e-02
 35  1842 -7.03011e+01 1.53420e-03 2.10194e-02
 36  2222 -7.16265e+01 9.81854e-04 1.49844e-02
 37  2682 -7.28248e+01 6.68567e-04 1.28315e-02
 38  3237 -7.28971e+01 5.72745e-04 1.22490e-02
 39  3906 -7.31515e+01 5.47582e-04 1.21212e-02
 40  4714 -7.61390e+01 5.34942e-04 1.20641e-02
 41  5689 -7.08667e+01 5.20762e-04 1.20113e-02
 42  6866 -7.12702e+01 5.07727e-04 1.19972e-02
 43  8286 -7.31114e+01 4.95170e-04 1.19628e-02
 44 10000 -6.97723e+01 4.82788e-04 1.18946e-02
