i, epoch, loss, l2_err, h1_err
  0     1 -1.17850e+01 9.42949e-01 1.45805e+00
  1     2 -2.13316e+01 9.20369e-01 1.72641e+00
  2     3 -2.80620e+01 8.99441e-01 1.89794e+00
  3     4 -3.31195e+01 8.79660e-01 1.99932e+00
  4     5 -3.91147e+01 8.60324e-01 2.05266e+00
  5     6 -4.59666e+01 8.41946e-01 2.07239e+00
  6     7 -4.81002e+01 8.24279e-01 2.07264e+00
  7     9 -5.45642e+01 7.90593e-01 2.03504e+00
  8    11 -6.05272e+01 7.56519e-01 1.95168e+00
  9    13 -6.64951e+01 7.21009e-01 1.83636e+00
 10    16 -6.43305e+01 6.70210e-01 1.66784e+00
 11    20 -6.62483e+01 6.14130e-01 1.46695e+00
 12    24 -7.13082e+01 5.66129e-01 1.28187e+00
 13    29 -7.06146e+01 5.00184e-01 1.14194e+00
 14    35 -7.61991e+01 4.02551e-01 9.37558e-01
 15    42 -6.89352e+01 2.97990e-01 6.96932e-01
 16    51 -7.36559e+01 2.01780e-01 4.43791e-01
 17    62 -7.16807e+01 1.15622e-01 2.08178e-01
 18    75 -7.11160e+01 4.69160e-02 1.18514e-01
 19    91 -7.30174e+01 9.90381e-03 7.58919e-02
 20   109 -7.48917e+01 1.20941e-02 7.68434e-02
 21   132 -7.79851e+01 8.94739e-03 6.96198e-02
 22   159 -7.49696e+01 1.05314e-02 7.63944e-02
 23   193 -7.12770e+01 9.02895e-03 7.01958e-02
 24   232 -7.15044e+01 1.11518e-02 8.58371e-02
 25   281 -7.46003e+01 1.03382e-02 8.79960e-02
 26   339 -7.72658e+01 1.12962e-02 9.45733e-02
 27   409 -7.34039e+01 1.04806e-02 8.26468e-02
 28   494 -7.22629e+01 1.17531e-02 9.71491e-02
 29   596 -7.17958e+01 1.18142e-02 1.01239e-01
 30   719 -7.36783e+01 7.01901e-03 5.90183e-02
 31   868 -7.73708e+01 9.74744e-03 7.68913e-02
 32  1048 -7.22109e+01 5.97822e-03 4.71739e-02
 33  1264 -7.12153e+01 4.14109e-03 3.44605e-02
 34  1526 -7.20820e+01 3.73948e-03 3.07253e-02
 35  1842 -7.25564e+01 1.90880e-03 1.49372e-02
 36  2222 -7.25103e+01 1.17533e-03 8.37247e-03
 37  2682 -6.95328e+01 6.30297e-04 5.29685e-03
 38  3237 -7.41594e+01 4.61041e-04 3.86145e-03
 39  3906 -7.32829e+01 4.23030e-04 3.45837e-03
 40  4714 -7.61805e+01 4.06665e-04 3.30568e-03
 41  5689 -7.47801e+01 3.90540e-04 3.14292e-03
 42  6866 -7.53607e+01 3.80079e-04 3.08814e-03
 43  8286 -7.59905e+01 3.65816e-04 2.96521e-03
 44 10000 -7.36581e+01 3.55253e-04 2.85712e-03
