i, epoch, loss, l2_err, h1_err
  0     1 -1.29911e+01 9.60432e-01 1.90287e+00
  1     2 -2.33989e+01 9.46664e-01 2.25715e+00
  2     3 -2.92250e+01 9.33463e-01 2.52299e+00
  3     4 -3.58253e+01 9.20625e-01 2.70211e+00
  4     5 -4.02188e+01 9.07845e-01 2.80259e+00
  5     6 -4.42022e+01 8.95036e-01 2.85188e+00
  6     7 -5.02166e+01 8.82277e-01 2.87312e+00
  7     9 -5.50393e+01 8.57302e-01 2.83846e+00
  8    11 -5.97045e+01 8.32832e-01 2.70738e+00
  9    13 -5.96752e+01 8.09459e-01 2.53529e+00
 10    16 -6.38437e+01 7.77977e-01 2.26305e+00
 11    20 -6.91946e+01 7.41218e-01 1.94274e+00
 12    24 -6.74080e+01 7.04610e-01 1.73274e+00
 13    29 -7.06187e+01 6.51274e-01 1.53988e+00
 14    35 -7.10118e+01 5.74960e-01 1.36476e+00
 15    42 -7.65366e+01 4.76616e-01 1.10992e+00
 16    51 -7.36309e+01 3.61473e-01 7.67915e-01
 17    62 -7.18888e+01 2.50628e-01 4.69583e-01
 18    75 -7.78752e+01 1.57653e-01 2.93717e-01
 19    91 -7.30096e+01 8.28871e-02 1.72357e-01
 20   109 -7.38483e+01 3.32877e-02 1.48827e-01
 21   132 -7.02959e+01 1.12755e-02 1.34422e-01
 22   159 -7.42502e+01 1.17174e-02 1.50671e-01
 23   193 -7.55385e+01 1.02724e-02 1.32705e-01
 24   232 -7.45889e+01 1.12170e-02 1.49885e-01
 25   281 -7.23093e+01 1.13915e-02 1.49703e-01
 26   339 -7.24407e+01 1.07855e-02 1.36072e-01
 27   409 -7.01966e+01 1.15315e-02 1.52595e-01
 28   494 -7.29136e+01 1.27506e-02 1.70733e-01
 29   596 -7.60786e+01 9.26039e-03 1.18135e-01
 30   719 -7.23044e+01 8.13677e-03 1.13564e-01
 31   868 -7.12583e+01 6.65343e-03 8.75763e-02
 32  1048 -7.06011e+01 4.67065e-03 6.25587e-02
 33  1264 -6.98681e+01 3.23287e-03 4.43591e-02
 34  1526 -7.22790e+01 2.75204e-03 3.57315e-02
 35  1842 -7.53784e+01 1.81614e-03 2.25793e-02
 36  2222 -7.38217e+01 1.05610e-03 1.28299e-02
 37  2682 -7.13625e+01 6.44442e-04 6.47040e-03
 38  3237 -7.27500e+01 5.04559e-04 4.33432e-03
 39  3906 -7.36544e+01 4.75302e-04 3.75305e-03
 40  4714 -7.55837e+01 4.59294e-04 3.40125e-03
 41  5689 -7.65019e+01 4.44222e-04 3.14198e-03
 42  6866 -7.32408e+01 4.28154e-04 2.85416e-03
 43  8286 -7.50649e+01 4.09302e-04 2.51946e-03
 44 10000 -7.25472e+01 3.95583e-04 2.32392e-03
