i, epoch, loss, l2_err, h1_err
  0     1 -1.03022e+01 9.17613e-01 1.11796e+00
  1     2 -1.93318e+01 8.85735e-01 1.25438e+00
  2     3 -2.74889e+01 8.55842e-01 1.36754e+00
  3     4 -3.50328e+01 8.26539e-01 1.44661e+00
  4     5 -3.91689e+01 7.97856e-01 1.49692e+00
  5     6 -4.35433e+01 7.68440e-01 1.52005e+00
  6     7 -4.77006e+01 7.38042e-01 1.51872e+00
  7     9 -5.56240e+01 6.76153e-01 1.46131e+00
  8    11 -6.17607e+01 6.18020e-01 1.36557e+00
  9    13 -6.77998e+01 5.67684e-01 1.26785e+00
 10    16 -6.86343e+01 5.08918e-01 1.13485e+00
 11    20 -6.81794e+01 4.48249e-01 9.83440e-01
 12    24 -7.02375e+01 3.87485e-01 8.52941e-01
 13    29 -7.15588e+01 3.07465e-01 7.00465e-01
 14    35 -7.19681e+01 2.18181e-01 5.49677e-01
 15    42 -7.11814e+01 1.45022e-01 4.01726e-01
 16    51 -7.20341e+01 6.55780e-02 2.02557e-01
 17    62 -7.09121e+01 2.76612e-02 1.30497e-01
 18    75 -7.39212e+01 3.71194e-02 1.02685e-01
 19    91 -7.53466e+01 1.52229e-02 5.70644e-02
 20   109 -7.43053e+01 7.48319e-03 4.32097e-02
 21   132 -7.60067e+01 9.89571e-03 5.17607e-02
 22   159 -7.14531e+01 8.41681e-03 4.27155e-02
 23   193 -7.26122e+01 7.09801e-03 3.92925e-02
 24   232 -7.40569e+01 8.60141e-03 4.30184e-02
 25   281 -7.63115e+01 8.52389e-03 3.44945e-02
 26   339 -7.49714e+01 7.58470e-03 3.51716e-02
 27   409 -7.56293e+01 1.09292e-02 5.82276e-02
 28   494 -7.38215e+01 1.06051e-02 6.19790e-02
 29   596 -7.22561e+01 1.12487e-02 5.48449e-02
 30   719 -7.28795e+01 7.91811e-03 4.53095e-02
 31   868 -7.27226e+01 4.97311e-03 2.29989e-02
 32  1048 -7.54541e+01 4.94423e-03 2.63805e-02
 33  1264 -7.50778e+01 4.66107e-03 2.40257e-02
 34  1526 -7.30653e+01 3.07766e-03 1.88572e-02
 35  1842 -7.31426e+01 1.73483e-03 1.14698e-02
 36  2222 -7.23510e+01 1.41523e-03 9.69673e-03
 37  2682 -7.28027e+01 8.99284e-04 8.55365e-03
 38  3237 -7.09047e+01 8.63005e-04 8.27415e-03
 39  3906 -7.74574e+01 8.29178e-04 8.10797e-03
 40  4714 -7.65630e+01 8.15474e-04 8.09877e-03
 41  5689 -7.20838e+01 8.05507e-04 8.07801e-03
 42  6866 -7.27651e+01 7.99727e-04 8.08518e-03
 43  8286 -7.33211e+01 7.95949e-04 8.06556e-03
 44 10000 -7.24839e+01 7.89217e-04 8.06869e-03
