i, epoch, loss, l2_err, h1_err
  0     1 -1.21325e+01 9.49517e-01 1.62538e+00
  1     2 -2.12173e+01 9.30750e-01 1.92375e+00
  2     3 -2.92400e+01 9.13490e-01 2.12021e+00
  3     4 -3.33231e+01 8.96704e-01 2.25445e+00
  4     5 -4.19544e+01 8.80404e-01 2.34012e+00
  5     6 -4.42258e+01 8.64500e-01 2.38740e+00
  6     7 -4.88616e+01 8.49162e-01 2.40287e+00
  7     9 -5.36858e+01 8.19779e-01 2.35357e+00
  8    11 -5.68226e+01 7.91811e-01 2.23489e+00
  9    13 -6.26270e+01 7.64337e-01 2.09680e+00
 10    16 -6.69114e+01 7.22904e-01 1.87945e+00
 11    20 -6.77488e+01 6.71131e-01 1.63996e+00
 12    24 -7.00360e+01 6.25292e-01 1.45026e+00
 13    29 -7.23739e+01 5.65272e-01 1.28686e+00
 14    35 -7.59430e+01 4.82414e-01 1.14548e+00
 15    42 -7.51067e+01 3.79713e-01 8.80488e-01
 16    51 -7.11587e+01 2.70147e-01 5.80734e-01
 17    62 -7.01282e+01 1.72667e-01 3.14194e-01
 18    75 -7.31149e+01 9.73143e-02 1.83425e-01
 19    91 -7.23379e+01 3.40644e-02 9.73717e-02
 20   109 -7.49172e+01 1.07583e-02 1.02645e-01
 21   132 -7.07494e+01 1.06404e-02 1.14008e-01
 22   159 -7.53277e+01 8.74603e-03 8.52924e-02
 23   193 -7.23097e+01 1.02399e-02 9.73357e-02
 24   232 -7.09357e+01 9.75017e-03 1.06390e-01
 25   281 -7.15636e+01 1.22665e-02 1.26129e-01
 26   339 -7.49579e+01 1.25102e-02 1.29096e-01
 27   409 -7.29968e+01 1.08617e-02 1.13233e-01
 28   494 -7.52593e+01 1.13444e-02 1.18488e-01
 29   596 -7.38017e+01 1.15958e-02 1.06653e-01
 30   719 -7.58131e+01 8.17365e-03 7.64103e-02
 31   868 -7.48914e+01 9.29858e-03 8.83174e-02
 32  1048 -7.32695e+01 7.27595e-03 7.32885e-02
 33  1264 -7.25716e+01 4.78844e-03 4.53112e-02
 34  1526 -7.46464e+01 3.72137e-03 3.80586e-02
 35  1842 -7.30130e+01 2.66184e-03 2.74643e-02
 36  2222 -7.60327e+01 1.29013e-03 1.25365e-02
 37  2682 -7.36322e+01 7.49598e-04 7.08778e-03
 38  3237 -7.34993e+01 4.56406e-04 4.12352e-03
 39  3906 -7.19647e+01 3.89876e-04 3.47815e-03
 40  4714 -7.14629e+01 3.66679e-04 3.24151e-03
 41  5689 -7.29284e+01 3.47140e-04 2.99887e-03
 42  6866 -7.28210e+01 3.24749e-04 2.74127e-03
 43  8286 -7.14079e+01 3.04726e-04 2.54529e-03
 44 10000 -7.42641e+01 2.80623e-04 2.37441e-03
