i, epoch, loss, l2_err, h1_err
  0     1 -1.35573e+01 9.63391e-01 2.02245e+00
  1     2 -2.41785e+01 9.51747e-01 2.41683e+00
  2     3 -3.13133e+01 9.40419e-01 2.71741e+00
  3     4 -3.77827e+01 9.28971e-01 2.90865e+00
  4     5 -4.25309e+01 9.17423e-01 3.02648e+00
  5     6 -4.56155e+01 9.05947e-01 3.08493e+00
  6     7 -4.76496e+01 8.94831e-01 3.10834e+00
  7     9 -5.24583e+01 8.73641e-01 3.06059e+00
  8    11 -5.64572e+01 8.53003e-01 2.91607e+00
  9    13 -6.09836e+01 8.32785e-01 2.73779e+00
 10    16 -6.27492e+01 8.03553e-01 2.45605e+00
 11    20 -6.51507e+01 7.67187e-01 2.10874e+00
 12    24 -7.15647e+01 7.33178e-01 1.84999e+00
 13    29 -7.05761e+01 6.87815e-01 1.62756e+00
 14    35 -6.80990e+01 6.19859e-01 1.44508e+00
 15    42 -7.02547e+01 5.31236e-01 1.22346e+00
 16    51 -6.76445e+01 4.20235e-01 9.12135e-01
 17    62 -7.58948e+01 3.07090e-01 6.05786e-01
 18    75 -7.23851e+01 2.06265e-01 3.82322e-01
 19    91 -7.07218e+01 1.20616e-01 2.46061e-01
 20   109 -7.13799e+01 5.81562e-02 1.84703e-01
 21   132 -7.17744e+01 1.95824e-02 1.71426e-01
 22   159 -7.17881e+01 1.15915e-02 1.61683e-01
 23   193 -7.33684e+01 1.23930e-02 1.90627e-01
 24   232 -7.58283e+01 1.26336e-02 1.79856e-01
 25   281 -7.04049e+01 1.24479e-02 1.86241e-01
 26   339 -7.22647e+01 9.78970e-03 1.30601e-01
 27   409 -7.73727e+01 9.25317e-03 1.34503e-01
 28   494 -7.24155e+01 9.58222e-03 1.34030e-01
 29   596 -7.49516e+01 6.33933e-03 8.90946e-02
 30   719 -7.26876e+01 6.60709e-03 9.75853e-02
 31   868 -7.45001e+01 4.64827e-03 6.56652e-02
 32  1048 -7.40430e+01 4.81819e-03 7.27760e-02
 33  1264 -7.30757e+01 3.65810e-03 5.36663e-02
 34  1526 -7.16747e+01 2.89023e-03 4.07717e-02
 35  1842 -7.20685e+01 1.74288e-03 2.59993e-02
 36  2222 -7.23381e+01 1.07161e-03 1.50386e-02
 37  2682 -7.60809e+01 6.75190e-04 8.14969e-03
 38  3237 -7.46828e+01 5.15571e-04 5.02166e-03
 39  3906 -7.71107e+01 4.80000e-04 4.41366e-03
 40  4714 -7.51365e+01 4.59796e-04 4.01068e-03
 41  5689 -7.13978e+01 4.39317e-04 3.52229e-03
 42  6866 -7.24995e+01 4.20672e-04 3.17508e-03
 43  8286 -7.19925e+01 4.04483e-04 2.89147e-03
 44 10000 -7.21177e+01 3.87434e-04 2.62191e-03
