i, epoch, loss, l2_err, h1_err
  0     1 -1.33898e+01 9.60575e-01 1.90761e+00
  1     2 -2.37510e+01 9.46237e-01 2.26237e+00
  2     3 -3.10184e+01 9.32946e-01 2.53932e+00
  3     4 -3.69710e+01 9.19826e-01 2.70866e+00
  4     5 -4.08187e+01 9.06448e-01 2.79397e+00
  5     6 -4.53034e+01 8.93284e-01 2.82817e+00
  6     7 -5.11808e+01 8.80297e-01 2.82678e+00
  7     9 -5.20910e+01 8.55809e-01 2.75528e+00
  8    11 -5.88925e+01 8.32883e-01 2.62239e+00
  9    13 -6.23031e+01 8.11336e-01 2.47633e+00
 10    16 -6.37405e+01 7.79157e-01 2.23854e+00
 11    20 -6.48669e+01 7.39219e-01 1.94105e+00
 12    24 -6.80790e+01 7.01598e-01 1.72926e+00
 13    29 -7.00389e+01 6.46834e-01 1.51863e+00
 14    35 -6.92665e+01 5.72261e-01 1.35780e+00
 15    42 -7.11156e+01 4.78086e-01 1.11216e+00
 16    51 -7.12664e+01 3.64820e-01 7.85120e-01
 17    62 -7.52111e+01 2.54450e-01 4.84259e-01
 18    75 -7.48503e+01 1.62319e-01 2.96321e-01
 19    91 -7.22568e+01 8.54387e-02 1.73067e-01
 20   109 -7.57444e+01 3.39767e-02 1.40810e-01
 21   132 -6.93061e+01 1.21910e-02 1.42025e-01
 22   159 -7.21256e+01 1.03919e-02 1.33751e-01
 23   193 -7.42892e+01 1.14227e-02 1.44658e-01
 24   232 -7.49273e+01 1.12622e-02 1.40392e-01
 25   281 -7.31682e+01 1.11077e-02 1.51632e-01
 26   339 -7.61903e+01 1.26610e-02 1.63185e-01
 27   409 -7.30558e+01 1.24222e-02 1.63933e-01
 28   494 -6.97869e+01 8.82712e-03 1.09437e-01
 29   596 -7.50285e+01 8.08158e-03 1.04513e-01
 30   719 -7.65751e+01 6.29003e-03 8.09530e-02
 31   868 -7.04138e+01 6.08204e-03 7.30134e-02
 32  1048 -7.29473e+01 4.85981e-03 6.38164e-02
 33  1264 -7.34099e+01 3.31277e-03 4.15308e-02
 34  1526 -7.03858e+01 1.73659e-03 2.34503e-02
 35  1842 -7.27076e+01 1.45014e-03 1.87355e-02
 36  2222 -7.01640e+01 7.68276e-04 9.45322e-03
 37  2682 -7.30574e+01 5.15615e-04 5.90071e-03
 38  3237 -6.99954e+01 4.04028e-04 4.10510e-03
 39  3906 -7.59649e+01 3.81549e-04 3.74026e-03
 40  4714 -7.49623e+01 3.64400e-04 3.44686e-03
 41  5689 -7.40933e+01 3.47600e-04 3.18358e-03
 42  6866 -7.67078e+01 3.32273e-04 2.96479e-03
 43  8286 -7.47437e+01 3.16601e-04 2.66396e-03
 44 10000 -7.57184e+01 2.95344e-04 2.34834e-03
