i, epoch, loss, l2_err, h1_err
  0     1 -7.34399e+01 9.56058e-01 9.72911e-01
  1     2 -1.45038e+02 9.33484e-01 9.67717e-01
  2     3 -2.10624e+02 9.11264e-01 9.69051e-01
  3     4 -2.74982e+02 8.89153e-01 9.75341e-01
  4     5 -3.32320e+02 8.67246e-01 9.85250e-01
  5     6 -3.94996e+02 8.45284e-01 9.97301e-01
  6     7 -4.45985e+02 8.23492e-01 1.00957e+00
  7     9 -5.49922e+02 7.79332e-01 1.02910e+00
  8    11 -6.42896e+02 7.33873e-01 1.03754e+00
  9    13 -7.37996e+02 6.87136e-01 1.03161e+00
 10    16 -8.27579e+02 6.15945e-01 9.99690e-01
 11    20 -9.41717e+02 5.23374e-01 9.25345e-01
 12    24 -1.00875e+03 4.35287e-01 8.27320e-01
 13    29 -1.05337e+03 3.34644e-01 6.90490e-01
 14    35 -1.09414e+03 2.30961e-01 5.30408e-01
 15    42 -1.10751e+03 1.31789e-01 3.73339e-01
 16    51 -1.11619e+03 4.31022e-02 2.39709e-01
 17    62 -1.13321e+03 4.08202e-02 1.95476e-01
 18    75 -1.12802e+03 4.45298e-02 1.95706e-01
 19    91 -1.13693e+03 2.20929e-02 1.74870e-01
 20   109 -1.13022e+03 1.89929e-02 1.73864e-01
 21   132 -1.10104e+03 1.83633e-02 1.72213e-01
 22   159 -1.12242e+03 1.83219e-02 1.72415e-01
 23   193 -1.11838e+03 1.78715e-02 1.71935e-01
 24   232 -1.13490e+03 1.91956e-02 1.74536e-01
 25   281 -1.14506e+03 1.90120e-02 1.73952e-01
 26   339 -1.12395e+03 1.93534e-02 1.75363e-01
 27   409 -1.13206e+03 1.87130e-02 1.73320e-01
 28   494 -1.13312e+03 1.87372e-02 1.74626e-01
 29   596 -1.11703e+03 1.89535e-02 1.73747e-01
 30   719 -1.13852e+03 1.96175e-02 1.75134e-01
 31   868 -1.13447e+03 1.92679e-02 1.75635e-01
 32  1048 -1.11748e+03 1.85211e-02 1.73005e-01
 33  1264 -1.11811e+03 1.87030e-02 1.73864e-01
 34  1526 -1.12452e+03 1.92435e-02 1.74961e-01
 35  1842 -1.13167e+03 1.88253e-02 1.73867e-01
 36  2222 -1.10695e+03 1.88332e-02 1.73840e-01
 37  2682 -1.14219e+03 1.87860e-02 1.73659e-01
 38  3237 -1.11954e+03 1.87826e-02 1.73699e-01
 39  3906 -1.14258e+03 1.87835e-02 1.73700e-01
 40  4714 -1.11918e+03 1.87872e-02 1.73709e-01
 41  5689 -1.13636e+03 1.87850e-02 1.73703e-01
 42  6866 -1.13023e+03 1.87805e-02 1.73694e-01
 43  8286 -1.14194e+03 1.87931e-02 1.73729e-01
 44 10000 -1.13903e+03 1.87850e-02 1.73694e-01
