i, epoch, loss, l2_err, h1_err
  0     1 -7.46888e+01 9.75885e-01 1.07058e+00
  1     2 -1.42809e+02 9.66527e-01 1.13960e+00
  2     3 -2.11481e+02 9.58214e-01 1.21477e+00
  3     4 -2.75096e+02 9.50077e-01 1.28332e+00
  4     5 -3.32368e+02 9.41657e-01 1.34619e+00
  5     6 -3.93331e+02 9.33187e-01 1.39891e+00
  6     7 -4.42146e+02 9.24050e-01 1.44042e+00
  7     9 -5.47879e+02 9.03795e-01 1.49759e+00
  8    11 -6.41000e+02 8.81320e-01 1.53079e+00
  9    13 -7.13711e+02 8.56129e-01 1.54610e+00
 10    16 -8.09378e+02 8.11796e-01 1.54244e+00
 11    20 -9.26345e+02 7.39889e-01 1.48888e+00
 12    24 -1.00814e+03 6.58916e-01 1.39219e+00
 13    29 -1.05477e+03 5.52188e-01 1.22927e+00
 14    35 -1.11512e+03 4.26493e-01 1.01520e+00
 15    42 -1.11148e+03 2.95917e-01 7.86245e-01
 16    51 -1.13286e+03 1.65557e-01 5.46500e-01
 17    62 -1.11391e+03 6.68313e-02 3.27362e-01
 18    75 -1.15755e+03 1.78964e-02 1.79230e-01
 19    91 -1.12571e+03 1.63186e-02 1.45997e-01
 20   109 -1.12419e+03 1.04498e-02 1.37242e-01
 21   132 -1.13749e+03 6.46094e-03 1.35690e-01
 22   159 -1.15558e+03 6.94454e-03 1.34500e-01
 23   193 -1.12592e+03 6.58822e-03 1.32830e-01
 24   232 -1.15172e+03 6.70870e-03 1.33666e-01
 25   281 -1.14076e+03 6.25276e-03 1.32958e-01
 26   339 -1.12627e+03 6.57008e-03 1.33403e-01
 27   409 -1.12533e+03 7.07695e-03 1.32784e-01
 28   494 -1.12636e+03 6.50625e-03 1.34293e-01
 29   596 -1.14578e+03 6.24853e-03 1.33065e-01
 30   719 -1.12848e+03 6.41875e-03 1.33163e-01
 31   868 -1.13550e+03 6.94483e-03 1.35699e-01
 32  1048 -1.12599e+03 6.63143e-03 1.34242e-01
 33  1264 -1.13604e+03 6.66158e-03 1.34118e-01
 34  1526 -1.13358e+03 6.63365e-03 1.33910e-01
 35  1842 -1.12078e+03 6.61234e-03 1.33855e-01
 36  2222 -1.11403e+03 6.59630e-03 1.33853e-01
 37  2682 -1.14225e+03 6.59800e-03 1.33871e-01
 38  3237 -1.14673e+03 6.60517e-03 1.33910e-01
 39  3906 -1.12094e+03 6.60339e-03 1.33893e-01
 40  4714 -1.13444e+03 6.60072e-03 1.33863e-01
 41  5689 -1.12183e+03 6.60353e-03 1.33880e-01
 42  6866 -1.13168e+03 6.60837e-03 1.33902e-01
 43  8286 -1.13617e+03 6.61258e-03 1.33938e-01
 44 10000 -1.12364e+03 6.60761e-03 1.33879e-01
