iteration	loss
0	0.000000e+00
1	-7.324333e+01
2	-1.430034e+02
3	-2.108074e+02
4	-2.710893e+02
5	-3.291801e+02
6	-3.849146e+02
7	-4.506015e+02
8	-4.947886e+02
9	-5.439257e+02
10	-5.950914e+02
11	-6.302186e+02
12	-6.803465e+02
13	-7.202871e+02
14	-7.544939e+02
15	-7.905729e+02
16	-8.154188e+02
17	-8.520793e+02
18	-8.662933e+02
19	-8.999259e+02
20	-9.204089e+02
21	-9.386898e+02
22	-9.680524e+02
23	-9.921453e+02
24	-9.930160e+02
25	-9.993234e+02
26	-1.024339e+03
27	-1.034572e+03
28	-1.058576e+03
29	-1.058539e+03
30	-1.072029e+03
31	-1.077423e+03
32	-1.057388e+03
33	-1.112596e+03
34	-1.086760e+03
35	-1.097641e+03
36	-1.097909e+03
37	-1.110595e+03
38	-1.127509e+03
39	-1.122995e+03
40	-1.111558e+03
41	-1.121590e+03
42	-1.136292e+03
43	-1.102419e+03
44	-1.132900e+03
45	-1.129909e+03
46	-1.124812e+03
47	-1.129225e+03
48	-1.140098e+03
49	-1.139213e+03
50	-1.127130e+03
51	-1.135097e+03
52	-1.126743e+03
53	-1.108641e+03
54	-1.117847e+03
55	-1.134888e+03
56	-1.116546e+03
57	-1.137572e+03
58	-1.114015e+03
59	-1.141389e+03
60	-1.110684e+03
61	-1.121220e+03
62	-1.122105e+03
63	-1.124449e+03
64	-1.129795e+03
65	-1.137823e+03
66	-1.140345e+03
67	-1.124658e+03
68	-1.137211e+03
69	-1.126088e+03
70	-1.147781e+03
71	-1.123546e+03
72	-1.133703e+03
73	-1.136753e+03
74	-1.123270e+03
75	-1.121757e+03
76	-1.125242e+03
77	-1.140282e+03
78	-1.127453e+03
79	-1.139514e+03
80	-1.116072e+03
81	-1.139486e+03
82	-1.136756e+03
83	-1.150421e+03
84	-1.141063e+03
85	-1.130114e+03
86	-1.130278e+03
87	-1.134916e+03
88	-1.132078e+03
89	-1.127024e+03
90	-1.112763e+03
91	-1.140595e+03
92	-1.142623e+03
93	-1.143325e+03
94	-1.130184e+03
95	-1.136669e+03
96	-1.147421e+03
97	-1.132741e+03
98	-1.131820e+03
99	-1.133958e+03
100	-1.134171e+03
101	-1.103817e+03
102	-1.126989e+03
103	-1.122367e+03
104	-1.132751e+03
105	-1.127451e+03
106	-1.134279e+03
107	-1.117742e+03
108	-1.103540e+03
109	-1.134819e+03
110	-1.132628e+03
111	-1.118995e+03
112	-1.129863e+03
113	-1.157301e+03
114	-1.123774e+03
115	-1.152901e+03
116	-1.144346e+03
117	-1.145213e+03
118	-1.118579e+03
119	-1.152608e+03
120	-1.128268e+03
121	-1.134292e+03
122	-1.106027e+03
123	-1.135551e+03
124	-1.125625e+03
125	-1.131494e+03
126	-1.124618e+03
127	-1.134710e+03
128	-1.113689e+03
129	-1.144855e+03
130	-1.158362e+03
131	-1.141624e+03
132	-1.106967e+03
133	-1.120105e+03
134	-1.133820e+03
135	-1.135087e+03
136	-1.143514e+03
137	-1.112090e+03
138	-1.140404e+03
139	-1.140080e+03
140	-1.112200e+03
141	-1.125821e+03
142	-1.124641e+03
143	-1.121402e+03
144	-1.121555e+03
145	-1.145969e+03
146	-1.139659e+03
147	-1.139780e+03
148	-1.130541e+03
149	-1.114759e+03
150	-1.133860e+03
151	-1.142658e+03
152	-1.135552e+03
153	-1.133098e+03
154	-1.125102e+03
155	-1.119252e+03
156	-1.136686e+03
157	-1.128356e+03
158	-1.121516e+03
159	-1.123223e+03
160	-1.128810e+03
161	-1.155460e+03
162	-1.126883e+03
163	-1.116390e+03
164	-1.134875e+03
165	-1.144938e+03
166	-1.139401e+03
167	-1.118808e+03
168	-1.132066e+03
169	-1.133909e+03
170	-1.120117e+03
171	-1.131854e+03
172	-1.120505e+03
173	-1.125369e+03
174	-1.129518e+03
175	-1.133306e+03
176	-1.146930e+03
177	-1.139330e+03
178	-1.116902e+03
179	-1.120024e+03
180	-1.134322e+03
181	-1.145371e+03
182	-1.123182e+03
183	-1.144920e+03
184	-1.141991e+03
185	-1.104977e+03
186	-1.124882e+03
187	-1.121452e+03
188	-1.121113e+03
189	-1.151693e+03
190	-1.137814e+03
191	-1.133272e+03
192	-1.138443e+03
193	-1.143147e+03
194	-1.121195e+03
195	-1.112911e+03
196	-1.126157e+03
197	-1.113771e+03
198	-1.125644e+03
199	-1.138319e+03
200	-1.119233e+03
201	-1.121480e+03
202	-1.136437e+03
203	-1.139940e+03
204	-1.105010e+03
205	-1.130144e+03
206	-1.130147e+03
207	-1.109813e+03
208	-1.105544e+03
209	-1.125626e+03
210	-1.122684e+03
211	-1.143032e+03
212	-1.127940e+03
213	-1.126228e+03
214	-1.128418e+03
215	-1.125342e+03
216	-1.143208e+03
217	-1.125148e+03
218	-1.137906e+03
219	-1.132571e+03
220	-1.125240e+03
221	-1.134220e+03
222	-1.134331e+03
223	-1.131972e+03
224	-1.126021e+03
225	-1.128915e+03
226	-1.122301e+03
227	-1.125193e+03
228	-1.128977e+03
229	-1.132870e+03
230	-1.150496e+03
231	-1.117209e+03
232	-1.119112e+03
233	-1.143905e+03
234	-1.127079e+03
235	-1.125339e+03
236	-1.114699e+03
237	-1.121394e+03
238	-1.117169e+03
239	-1.126434e+03
240	-1.127575e+03
241	-1.133852e+03
242	-1.139755e+03
243	-1.134105e+03
244	-1.133559e+03
245	-1.130811e+03
