i, epoch, loss, l2_err, h1_err
  0     1 -7.32433e+01 9.81639e-01 1.12103e+00
  1     2 -1.43003e+02 9.75416e-01 1.21401e+00
  2     3 -2.10807e+02 9.69986e-01 1.30448e+00
  3     4 -2.71089e+02 9.64996e-01 1.39184e+00
  4     5 -3.29180e+02 9.59784e-01 1.46930e+00
  5     6 -3.84915e+02 9.54035e-01 1.53249e+00
  6     7 -4.50602e+02 9.47752e-01 1.58431e+00
  7     9 -5.43926e+02 9.33553e-01 1.65568e+00
  8    11 -6.30219e+02 9.16678e-01 1.69786e+00
  9    13 -7.20287e+02 8.96466e-01 1.72018e+00
 10    16 -8.15419e+02 8.58300e-01 1.72813e+00
 11    20 -9.20409e+02 7.92433e-01 1.68071e+00
 12    24 -9.93016e+02 7.13230e-01 1.57391e+00
 13    29 -1.05854e+03 6.04762e-01 1.39019e+00
 14    35 -1.09764e+03 4.74153e-01 1.15122e+00
 15    42 -1.13629e+03 3.36212e-01 9.00715e-01
 16    51 -1.13510e+03 1.94754e-01 6.35515e-01
 17    62 -1.12210e+03 8.50073e-02 3.89805e-01
 18    75 -1.12176e+03 2.33674e-02 2.02535e-01
 19    91 -1.14059e+03 1.08005e-02 1.39024e-01
 20   109 -1.13482e+03 9.94937e-03 1.33857e-01
 21   132 -1.10697e+03 5.77956e-03 1.29384e-01
 22   159 -1.12322e+03 5.67451e-03 1.28512e-01
 23   193 -1.14315e+03 4.96868e-03 1.26213e-01
 24   232 -1.11911e+03 6.45802e-03 1.31570e-01
 25   281 -1.12426e+03 5.14369e-03 1.27295e-01
 26   339 -1.12725e+03 5.49876e-03 1.28140e-01
 27   409 -1.13683e+03 5.71106e-03 1.33942e-01
 28   494 -1.14163e+03 5.59635e-03 1.32581e-01
 29   596 -1.15919e+03 5.10437e-03 1.26479e-01
 30   719 -1.13992e+03 5.19043e-03 1.26638e-01
 31   868 -1.13350e+03 5.18593e-03 1.29512e-01
 32  1048 -1.13577e+03 5.49907e-03 1.27467e-01
 33  1264 -1.11425e+03 5.26091e-03 1.27311e-01
 34  1526 -1.11718e+03 5.28306e-03 1.26914e-01
 35  1842 -1.11242e+03 5.25952e-03 1.27267e-01
 36  2222 -1.12496e+03 5.25278e-03 1.27380e-01
 37  2682 -1.12902e+03 5.25284e-03 1.27520e-01
 38  3237 -1.11897e+03 5.20187e-03 1.27278e-01
 39  3906 -1.13309e+03 5.20595e-03 1.27321e-01
 40  4714 -1.12790e+03 5.20493e-03 1.27316e-01
 41  5689 -1.12083e+03 5.20339e-03 1.27304e-01
 42  6866 -1.12794e+03 5.20545e-03 1.27323e-01
 43  8286 -1.12321e+03 5.20542e-03 1.27331e-01
 44 10000 -1.11791e+03 5.20936e-03 1.27366e-01
