i, epoch, loss, l2_err, h1_err
  0     1 -7.49629e+01 9.88909e-01 1.16720e+00
  1     2 -1.46862e+02 9.83448e-01 1.28375e+00
  2     3 -2.13460e+02 9.78972e-01 1.40459e+00
  3     4 -2.74570e+02 9.75263e-01 1.51210e+00
  4     5 -3.35104e+02 9.71769e-01 1.60332e+00
  5     6 -3.94007e+02 9.68235e-01 1.68300e+00
  6     7 -4.48241e+02 9.64447e-01 1.74866e+00
  7     9 -5.48293e+02 9.55789e-01 1.84391e+00
  8    11 -6.32894e+02 9.45083e-01 1.90113e+00
  9    13 -7.14066e+02 9.31867e-01 1.93275e+00
 10    16 -8.14319e+02 9.07165e-01 1.94240e+00
 11    20 -9.12850e+02 8.64951e-01 1.90976e+00
 12    24 -9.82897e+02 8.10055e-01 1.83344e+00
 13    29 -1.05201e+03 7.25277e-01 1.69350e+00
 14    35 -1.08449e+03 6.07502e-01 1.48110e+00
 15    42 -1.11083e+03 4.64506e-01 1.21273e+00
 16    51 -1.12324e+03 2.96128e-01 8.76147e-01
 17    62 -1.12082e+03 1.43478e-01 5.45241e-01
 18    75 -1.14322e+03 4.48654e-02 2.78092e-01
 19    91 -1.12288e+03 5.78438e-03 1.30712e-01
 20   109 -1.14734e+03 8.84242e-03 1.25826e-01
 21   132 -1.13771e+03 4.97351e-03 1.16291e-01
 22   159 -1.13361e+03 3.75045e-03 1.19645e-01
 23   193 -1.13351e+03 4.26437e-03 1.26974e-01
 24   232 -1.13242e+03 4.15212e-03 1.25687e-01
 25   281 -1.13784e+03 4.71794e-03 1.25247e-01
 26   339 -1.14115e+03 3.44466e-03 1.18390e-01
 27   409 -1.10875e+03 3.78829e-03 1.19257e-01
 28   494 -1.11928e+03 3.89554e-03 1.21440e-01
 29   596 -1.14367e+03 3.96366e-03 1.21304e-01
 30   719 -1.12366e+03 3.48906e-03 1.17655e-01
 31   868 -1.11390e+03 3.46425e-03 1.17713e-01
 32  1048 -1.12098e+03 3.52684e-03 1.18581e-01
 33  1264 -1.12733e+03 3.53005e-03 1.18937e-01
 34  1526 -1.13053e+03 3.41420e-03 1.17773e-01
 35  1842 -1.11259e+03 3.46109e-03 1.18089e-01
 36  2222 -1.13201e+03 3.49835e-03 1.18604e-01
 37  2682 -1.12937e+03 3.48699e-03 1.18403e-01
 38  3237 -1.12702e+03 3.48142e-03 1.18328e-01
 39  3906 -1.14597e+03 3.48074e-03 1.18319e-01
 40  4714 -1.14039e+03 3.48076e-03 1.18323e-01
 41  5689 -1.12630e+03 3.48114e-03 1.18323e-01
 42  6866 -1.14833e+03 3.48185e-03 1.18342e-01
 43  8286 -1.11469e+03 3.48189e-03 1.18340e-01
 44 10000 -1.14970e+03 3.48243e-03 1.18347e-01
