i, epoch, loss, l2_err, h1_err
  0     1 -7.25796e+01 9.53125e-01 9.69578e-01
  1     2 -1.41925e+02 9.31451e-01 9.66208e-01
  2     3 -2.08911e+02 9.10586e-01 9.69935e-01
  3     4 -2.70332e+02 8.89837e-01 9.79449e-01
  4     5 -3.36728e+02 8.69427e-01 9.92705e-01
  5     6 -3.92036e+02 8.48586e-01 1.00776e+00
  6     7 -4.51727e+02 8.27374e-01 1.02235e+00
  7     9 -5.53171e+02 7.84493e-01 1.04678e+00
  8    11 -6.48547e+02 7.40049e-01 1.06050e+00
  9    13 -7.24743e+02 6.94107e-01 1.05963e+00
 10    16 -8.27515e+02 6.24149e-01 1.03089e+00
 11    20 -9.29561e+02 5.30878e-01 9.53684e-01
 12    24 -1.01471e+03 4.43312e-01 8.53450e-01
 13    29 -1.06916e+03 3.44392e-01 7.16798e-01
 14    35 -1.11280e+03 2.41131e-01 5.56742e-01
 15    42 -1.11319e+03 1.41836e-01 3.96181e-01
 16    51 -1.14186e+03 5.05485e-02 2.49805e-01
 17    62 -1.12211e+03 3.79839e-02 1.94279e-01
 18    75 -1.12777e+03 4.37263e-02 1.93834e-01
 19    91 -1.13477e+03 2.33716e-02 1.78954e-01
 20   109 -1.14319e+03 1.93058e-02 1.74669e-01
 21   132 -1.12343e+03 1.90567e-02 1.74532e-01
 22   159 -1.13402e+03 1.90539e-02 1.75172e-01
 23   193 -1.12427e+03 1.82920e-02 1.73304e-01
 24   232 -1.14452e+03 1.80993e-02 1.72609e-01
 25   281 -1.11886e+03 1.88809e-02 1.73216e-01
 26   339 -1.14234e+03 1.88639e-02 1.73742e-01
 27   409 -1.14850e+03 1.91751e-02 1.74198e-01
 28   494 -1.14055e+03 1.79440e-02 1.72281e-01
 29   596 -1.11106e+03 1.90569e-02 1.74099e-01
 30   719 -1.13617e+03 1.91763e-02 1.75025e-01
 31   868 -1.12634e+03 1.86213e-02 1.73755e-01
 32  1048 -1.11089e+03 1.87220e-02 1.73891e-01
 33  1264 -1.13245e+03 1.91632e-02 1.74427e-01
 34  1526 -1.12742e+03 1.86518e-02 1.73383e-01
 35  1842 -1.12138e+03 1.87783e-02 1.73832e-01
 36  2222 -1.11424e+03 1.87233e-02 1.73624e-01
 37  2682 -1.13323e+03 1.87821e-02 1.73780e-01
 38  3237 -1.10679e+03 1.87840e-02 1.73760e-01
 39  3906 -1.13518e+03 1.87769e-02 1.73741e-01
 40  4714 -1.11411e+03 1.87767e-02 1.73733e-01
 41  5689 -1.12078e+03 1.87793e-02 1.73736e-01
 42  6866 -1.13533e+03 1.87715e-02 1.73705e-01
 43  8286 -1.11608e+03 1.87731e-02 1.73698e-01
 44 10000 -1.14011e+03 1.87718e-02 1.73688e-01
