i, epoch, loss, l2_err, h1_err
  0     1 -7.52529e+01 9.91911e-01 1.24220e+00
  1     2 -1.46260e+02 9.88720e-01 1.38598e+00
  2     3 -2.14386e+02 9.86024e-01 1.53346e+00
  3     4 -2.71834e+02 9.83599e-01 1.65708e+00
  4     5 -3.32444e+02 9.81481e-01 1.76169e+00
  5     6 -3.90630e+02 9.79169e-01 1.85647e+00
  6     7 -4.41864e+02 9.76596e-01 1.94012e+00
  7     9 -5.39614e+02 9.70227e-01 2.05929e+00
  8    11 -6.33087e+02 9.62026e-01 2.12929e+00
  9    13 -7.05000e+02 9.51762e-01 2.17303e+00
 10    16 -8.09349e+02 9.32626e-01 2.20381e+00
 11    20 -9.16176e+02 8.99313e-01 2.17890e+00
 12    24 -9.82700e+02 8.56728e-01 2.09513e+00
 13    29 -1.03070e+03 7.92075e-01 1.96050e+00
 14    35 -1.07076e+03 7.01098e-01 1.77115e+00
 15    42 -1.10755e+03 5.83195e-01 1.52651e+00
 16    51 -1.11048e+03 4.29651e-01 1.19636e+00
 17    62 -1.13316e+03 2.66548e-01 8.16232e-01
 18    75 -1.11951e+03 1.32053e-01 4.51838e-01
 19    91 -1.12537e+03 4.56779e-02 1.90408e-01
 20   109 -1.11683e+03 9.36712e-03 1.14379e-01
 21   132 -1.11541e+03 4.54937e-03 1.19942e-01
 22   159 -1.11470e+03 3.40958e-03 1.07348e-01
 23   193 -1.12672e+03 3.02060e-03 1.14387e-01
 24   232 -1.13062e+03 2.65403e-03 1.05791e-01
 25   281 -1.13913e+03 3.11039e-03 1.11337e-01
 26   339 -1.13183e+03 3.19005e-03 1.13472e-01
 27   409 -1.14742e+03 2.98864e-03 1.13355e-01
 28   494 -1.14561e+03 3.06625e-03 1.08624e-01
 29   596 -1.15072e+03 3.12249e-03 1.09636e-01
 30   719 -1.12488e+03 2.98892e-03 1.16770e-01
 31   868 -1.13794e+03 2.33086e-03 1.07740e-01
 32  1048 -1.13192e+03 2.35614e-03 1.07418e-01
 33  1264 -1.13340e+03 2.25865e-03 1.06350e-01
 34  1526 -1.13914e+03 2.24251e-03 1.06259e-01
 35  1842 -1.12790e+03 2.30796e-03 1.07911e-01
 36  2222 -1.12804e+03 2.15939e-03 1.06201e-01
 37  2682 -1.12804e+03 2.19331e-03 1.06633e-01
 38  3237 -1.12322e+03 2.18543e-03 1.06474e-01
 39  3906 -1.11870e+03 2.18610e-03 1.06489e-01
 40  4714 -1.12394e+03 2.18547e-03 1.06478e-01
 41  5689 -1.12289e+03 2.18461e-03 1.06460e-01
 42  6866 -1.13010e+03 2.18494e-03 1.06465e-01
 43  8286 -1.11912e+03 2.18424e-03 1.06458e-01
 44 10000 -1.14919e+03 2.18455e-03 1.06469e-01
