i, epoch, loss, l2_err, h1_err
  0     1 -7.31126e+01 9.47340e-01 9.55881e-01
  1     2 -1.42266e+02 9.21537e-01 9.39259e-01
  2     3 -2.10742e+02 8.96176e-01 9.26630e-01
  3     4 -2.74253e+02 8.69269e-01 9.11484e-01
  4     5 -3.32217e+02 8.39916e-01 8.90873e-01
  5     6 -3.93698e+02 8.10042e-01 8.68629e-01
  6     7 -4.47224e+02 7.79891e-01 8.45329e-01
  7     9 -5.53796e+02 7.19462e-01 7.98157e-01
  8    11 -6.49474e+02 6.58768e-01 7.48387e-01
  9    13 -7.25286e+02 5.98324e-01 6.97453e-01
 10    16 -8.22890e+02 5.09408e-01 6.21172e-01
 11    20 -9.40055e+02 3.97053e-01 5.24874e-01
 12    24 -1.02060e+03 2.94876e-01 4.36473e-01
 13    29 -1.06582e+03 1.86421e-01 3.41965e-01
 14    35 -1.12071e+03 9.29783e-02 2.62694e-01
 15    42 -1.11326e+03 5.06325e-02 2.18301e-01
 16    51 -1.13266e+03 6.39197e-02 2.24025e-01
 17    62 -1.11422e+03 5.96561e-02 2.25946e-01
 18    75 -1.15700e+03 4.51722e-02 2.19486e-01
 19    91 -1.12505e+03 3.50105e-02 2.11034e-01
 20   109 -1.12585e+03 3.29758e-02 2.08908e-01
 21   132 -1.13687e+03 3.33024e-02 2.09343e-01
 22   159 -1.15522e+03 3.45635e-02 2.11963e-01
 23   193 -1.12235e+03 3.28751e-02 2.07753e-01
 24   232 -1.15072e+03 3.36263e-02 2.09073e-01
 25   281 -1.14051e+03 3.25764e-02 2.08153e-01
 26   339 -1.12709e+03 3.26837e-02 2.07159e-01
 27   409 -1.12424e+03 3.38502e-02 2.09226e-01
 28   494 -1.12498e+03 3.40087e-02 2.10899e-01
 29   596 -1.14369e+03 3.33816e-02 2.09660e-01
 30   719 -1.12770e+03 3.38674e-02 2.10828e-01
 31   868 -1.13221e+03 3.38595e-02 2.10096e-01
 32  1048 -1.12657e+03 3.29458e-02 2.08418e-01
 33  1264 -1.13512e+03 3.36386e-02 2.10005e-01
 34  1526 -1.13498e+03 3.36306e-02 2.09991e-01
 35  1842 -1.12211e+03 3.34998e-02 2.09570e-01
 36  2222 -1.11397e+03 3.34668e-02 2.09517e-01
 37  2682 -1.14139e+03 3.35457e-02 2.09667e-01
 38  3237 -1.14641e+03 3.35598e-02 2.09700e-01
 39  3906 -1.11679e+03 3.35612e-02 2.09705e-01
 40  4714 -1.13436e+03 3.35654e-02 2.09713e-01
 41  5689 -1.11899e+03 3.35708e-02 2.09724e-01
 42  6866 -1.13162e+03 3.35739e-02 2.09732e-01
 43  8286 -1.13476e+03 3.35802e-02 2.09743e-01
 44 10000 -1.12321e+03 3.35727e-02 2.09727e-01
