i, epoch, loss, l2_err, h1_err
  0     1 -7.26371e+01 9.30221e-01 9.33675e-01
  1     2 -1.41899e+02 8.95548e-01 9.00868e-01
  2     3 -2.09740e+02 8.61013e-01 8.68298e-01
  3     4 -2.76101e+02 8.26602e-01 8.35970e-01
  4     5 -3.36138e+02 7.92400e-01 8.03983e-01
  5     6 -4.00006e+02 7.58436e-01 7.72370e-01
  6     7 -4.55809e+02 7.24738e-01 7.41151e-01
  7     9 -5.56977e+02 6.58334e-01 6.80156e-01
  8    11 -6.54435e+02 5.93624e-01 6.21579e-01
  9    13 -7.33441e+02 5.31018e-01 5.65911e-01
 10    16 -8.36475e+02 4.41979e-01 4.89022e-01
 11    20 -9.33741e+02 3.34350e-01 4.01639e-01
 12    24 -1.01046e+03 2.42581e-01 3.35029e-01
 13    29 -1.06940e+03 1.56263e-01 2.83519e-01
 14    35 -1.08737e+03 1.04141e-01 2.60871e-01
 15    42 -1.13661e+03 1.00045e-01 2.61139e-01
 16    51 -1.12318e+03 1.03999e-01 2.65885e-01
 17    62 -1.13478e+03 8.88909e-02 2.61942e-01
 18    75 -1.11282e+03 6.59551e-02 2.50697e-01
 19    91 -1.12095e+03 5.39828e-02 2.41850e-01
 20   109 -1.13757e+03 5.36721e-02 2.39871e-01
 21   132 -1.12660e+03 5.48245e-02 2.40676e-01
 22   159 -1.11896e+03 5.49901e-02 2.40838e-01
 23   193 -1.12842e+03 5.53602e-02 2.41000e-01
 24   232 -1.11982e+03 5.49305e-02 2.40725e-01
 25   281 -1.14323e+03 5.56129e-02 2.40939e-01
 26   339 -1.12077e+03 5.47969e-02 2.40723e-01
 27   409 -1.10782e+03 5.55184e-02 2.41048e-01
 28   494 -1.14186e+03 5.53956e-02 2.41046e-01
 29   596 -1.12285e+03 5.50534e-02 2.40842e-01
 30   719 -1.11408e+03 5.54489e-02 2.40962e-01
 31   868 -1.09474e+03 5.52957e-02 2.40940e-01
 32  1048 -1.11027e+03 5.50473e-02 2.40804e-01
 33  1264 -1.14103e+03 5.51599e-02 2.40867e-01
 34  1526 -1.12552e+03 5.49822e-02 2.40824e-01
 35  1842 -1.13950e+03 5.53230e-02 2.40901e-01
 36  2222 -1.13314e+03 5.52578e-02 2.40899e-01
 37  2682 -1.13024e+03 5.52429e-02 2.40900e-01
 38  3237 -1.12141e+03 5.52390e-02 2.40901e-01
 39  3906 -1.12287e+03 5.52363e-02 2.40901e-01
 40  4714 -1.12839e+03 5.52356e-02 2.40900e-01
 41  5689 -1.12527e+03 5.52354e-02 2.40899e-01
 42  6866 -1.11655e+03 5.52308e-02 2.40899e-01
 43  8286 -1.11915e+03 5.52226e-02 2.40898e-01
 44 10000 -1.12817e+03 5.52289e-02 2.40901e-01
