i, epoch, loss, l2_err, h1_err
  0     1 -7.88438e+01 9.78010e-01 1.13484e+00
  1     2 -1.48022e+02 9.68404e-01 1.27365e+00
  2     3 -2.18091e+02 9.59657e-01 1.43074e+00
  3     4 -2.82330e+02 9.51364e-01 1.56773e+00
  4     5 -3.39124e+02 9.43279e-01 1.68904e+00
  5     6 -3.98369e+02 9.35714e-01 1.78623e+00
  6     7 -4.44242e+02 9.28067e-01 1.86053e+00
  7     9 -5.49051e+02 9.11381e-01 1.94552e+00
  8    11 -6.40217e+02 8.92945e-01 1.97772e+00
  9    13 -7.12497e+02 8.73236e-01 1.97866e+00
 10    16 -8.05328e+02 8.41712e-01 1.95348e+00
 11    20 -9.19055e+02 7.96745e-01 1.89181e+00
 12    24 -1.00212e+03 7.48774e-01 1.81161e+00
 13    29 -1.04699e+03 6.79643e-01 1.69037e+00
 14    35 -1.10766e+03 5.84500e-01 1.49647e+00
 15    42 -1.10567e+03 4.71786e-01 1.26604e+00
 16    51 -1.12916e+03 3.41000e-01 9.87590e-01
 17    62 -1.11223e+03 2.15556e-01 6.86783e-01
 18    75 -1.15698e+03 1.17039e-01 4.03854e-01
 19    91 -1.12562e+03 4.81040e-02 2.01796e-01
 20   109 -1.12420e+03 1.36259e-02 1.43843e-01
 21   132 -1.13750e+03 7.67142e-03 1.46178e-01
 22   159 -1.15558e+03 7.89488e-03 1.43396e-01
 23   193 -1.12592e+03 6.95704e-03 1.36626e-01
 24   232 -1.15172e+03 7.49960e-03 1.42279e-01
 25   281 -1.14077e+03 6.80944e-03 1.37380e-01
 26   339 -1.12629e+03 7.00130e-03 1.38700e-01
 27   409 -1.12533e+03 7.51994e-03 1.39171e-01
 28   494 -1.12637e+03 6.98286e-03 1.38417e-01
 29   596 -1.14579e+03 7.01922e-03 1.39630e-01
 30   719 -1.12849e+03 7.21178e-03 1.41788e-01
 31   868 -1.13552e+03 7.58969e-03 1.40886e-01
 32  1048 -1.12601e+03 7.47582e-03 1.41997e-01
 33  1264 -1.13605e+03 7.29894e-03 1.40164e-01
 34  1526 -1.13360e+03 7.35008e-03 1.41103e-01
 35  1842 -1.12079e+03 7.25117e-03 1.40326e-01
 36  2222 -1.11404e+03 7.23722e-03 1.40427e-01
 37  2682 -1.14226e+03 7.24348e-03 1.40379e-01
 38  3237 -1.14674e+03 7.25604e-03 1.40430e-01
 39  3906 -1.12095e+03 7.25039e-03 1.40371e-01
 40  4714 -1.13446e+03 7.24424e-03 1.40303e-01
 41  5689 -1.12185e+03 7.24909e-03 1.40343e-01
 42  6866 -1.13169e+03 7.25615e-03 1.40391e-01
 43  8286 -1.13618e+03 7.26282e-03 1.40449e-01
 44 10000 -1.12365e+03 7.25136e-03 1.40325e-01
