i, epoch, loss, l2_err, h1_err
  0     1 -7.97277e+01 9.87589e-01 1.23672e+00
  1     2 -1.52821e+02 9.81747e-01 1.42695e+00
  2     3 -2.21862e+02 9.75987e-01 1.61656e+00
  3     4 -2.86653e+02 9.70742e-01 1.79158e+00
  4     5 -3.47950e+02 9.65537e-01 1.94680e+00
  5     6 -4.04683e+02 9.60714e-01 2.08670e+00
  6     7 -4.61453e+02 9.56066e-01 2.21073e+00
  7     9 -5.60112e+02 9.46425e-01 2.40390e+00
  8    11 -6.41120e+02 9.36397e-01 2.53221e+00
  9    13 -7.15806e+02 9.26682e-01 2.60947e+00
 10    16 -8.11247e+02 9.12713e-01 2.64848e+00
 11    20 -9.13696e+02 8.94516e-01 2.60432e+00
 12    24 -9.79089e+02 8.73695e-01 2.49117e+00
 13    29 -1.05056e+03 8.38267e-01 2.31172e+00
 14    35 -1.08572e+03 7.72461e-01 2.08851e+00
 15    42 -1.11139e+03 6.66851e-01 1.81528e+00
 16    51 -1.10887e+03 5.14477e-01 1.47101e+00
 17    62 -1.12389e+03 3.50110e-01 1.09337e+00
 18    75 -1.12688e+03 2.16069e-01 7.21435e-01
 19    91 -1.13259e+03 1.18980e-01 3.79934e-01
 20   109 -1.13872e+03 5.37693e-02 1.94009e-01
 21   132 -1.13799e+03 1.37372e-02 1.28966e-01
 22   159 -1.12521e+03 4.90280e-03 1.27841e-01
 23   193 -1.13475e+03 4.61747e-03 1.27931e-01
 24   232 -1.14917e+03 4.30693e-03 1.24859e-01
 25   281 -1.11963e+03 4.40621e-03 1.26222e-01
 26   339 -1.13844e+03 4.33041e-03 1.22895e-01
 27   409 -1.12660e+03 4.51965e-03 1.24479e-01
 28   494 -1.12446e+03 4.34506e-03 1.25572e-01
 29   596 -1.11976e+03 4.37393e-03 1.25451e-01
 30   719 -1.11494e+03 3.99660e-03 1.21483e-01
 31   868 -1.15333e+03 4.33750e-03 1.23570e-01
 32  1048 -1.14550e+03 4.42538e-03 1.26209e-01
 33  1264 -1.13003e+03 4.25915e-03 1.24530e-01
 34  1526 -1.11431e+03 4.29763e-03 1.24673e-01
 35  1842 -1.11821e+03 4.19353e-03 1.23516e-01
 36  2222 -1.11384e+03 4.29296e-03 1.24497e-01
 37  2682 -1.11999e+03 4.23181e-03 1.23829e-01
 38  3237 -1.11962e+03 4.22851e-03 1.23882e-01
 39  3906 -1.12760e+03 4.22979e-03 1.23906e-01
 40  4714 -1.12989e+03 4.23045e-03 1.23924e-01
 41  5689 -1.11965e+03 4.23008e-03 1.23928e-01
 42  6866 -1.12572e+03 4.22760e-03 1.23907e-01
 43  8286 -1.13114e+03 4.22688e-03 1.23911e-01
 44 10000 -1.11827e+03 4.22703e-03 1.23930e-01
