i, epoch, loss, l2_err, h1_err
  0     1 -8.12164e+01 9.91753e-01 1.45822e+00
  1     2 -1.56112e+02 9.88761e-01 1.74191e+00
  2     3 -2.31494e+02 9.85940e-01 2.00912e+00
  3     4 -2.85836e+02 9.83258e-01 2.24768e+00
  4     5 -3.45153e+02 9.81013e-01 2.45553e+00
  5     6 -4.03218e+02 9.78755e-01 2.63654e+00
  6     7 -4.58905e+02 9.76399e-01 2.78524e+00
  7     9 -5.49491e+02 9.71232e-01 2.99542e+00
  8    11 -6.36365e+02 9.65519e-01 3.11972e+00
  9    13 -7.04814e+02 9.59228e-01 3.18023e+00
 10    16 -7.98745e+02 9.48986e-01 3.18661e+00
 11    20 -9.05469e+02 9.32742e-01 3.09256e+00
 12    24 -9.64588e+02 9.13547e-01 2.93557e+00
 13    29 -1.01212e+03 8.83566e-01 2.71770e+00
 14    35 -1.05322e+03 8.35045e-01 2.45315e+00
 15    42 -1.09251e+03 7.60045e-01 2.17296e+00
 16    51 -1.09903e+03 6.40504e-01 1.83192e+00
 17    62 -1.12613e+03 4.85671e-01 1.42776e+00
 18    75 -1.11548e+03 3.29233e-01 1.00548e+00
 19    91 -1.12353e+03 1.95532e-01 6.09465e-01
 20   109 -1.11631e+03 1.05273e-01 3.24360e-01
 21   132 -1.11533e+03 4.18195e-02 1.65743e-01
 22   159 -1.11470e+03 9.93447e-03 1.10674e-01
 23   193 -1.12672e+03 2.89141e-03 1.13599e-01
 24   232 -1.13062e+03 2.66780e-03 1.07892e-01
 25   281 -1.13913e+03 2.93618e-03 1.09840e-01
 26   339 -1.13184e+03 3.10721e-03 1.11964e-01
 27   409 -1.14742e+03 2.88160e-03 1.12602e-01
 28   494 -1.14561e+03 3.06551e-03 1.10243e-01
 29   596 -1.15072e+03 3.29098e-03 1.12035e-01
 30   719 -1.12488e+03 2.91166e-03 1.15989e-01
 31   868 -1.13794e+03 2.31649e-03 1.07624e-01
 32  1048 -1.13192e+03 2.28425e-03 1.07276e-01
 33  1264 -1.13340e+03 2.19093e-03 1.06220e-01
 34  1526 -1.13913e+03 2.20979e-03 1.06606e-01
 35  1842 -1.12790e+03 2.28652e-03 1.08252e-01
 36  2222 -1.12804e+03 2.14191e-03 1.06550e-01
 37  2682 -1.12804e+03 2.17530e-03 1.06997e-01
 38  3237 -1.12322e+03 2.16597e-03 1.06810e-01
 39  3906 -1.11870e+03 2.16647e-03 1.06822e-01
 40  4714 -1.12395e+03 2.16563e-03 1.06807e-01
 41  5689 -1.12289e+03 2.16454e-03 1.06785e-01
 42  6866 -1.13010e+03 2.16469e-03 1.06787e-01
 43  8286 -1.11912e+03 2.16386e-03 1.06777e-01
 44 10000 -1.14919e+03 2.16418e-03 1.06790e-01
